"id1","id2","lat","lon","el"
"00NCm16","MHmm2",49.58,-121.13,1355
"00NCm23","MHmm2",49.23,-121.31,1310
"00NCm24","MHmm2",49.23,-121.3,1225
"00NCm30","MHmm2",49.6,-121.13,1260
"00NCm33","MHmm2",49.58,-121.2,1500
"00NCm36","MHmm2",49.11,-121.41,1405
"00NCm37","MHmm2",49.3,-121.2,1450
"00NCm38","MHmm2",49.3,-121.19,1455
"00NCm41","MHmm2",49.51,-121.22,1295
"010380","SBSvk",53.71,-121.07,740
"0105154","CWHwm",55.16,-129.9,34
"0105155","CWHwm",55.19,-129.89,33
"0105156","CWHwm",55.17,-129.89,55
"0105158","CWHwm",55.2,-129.85,85
"0108640","ICHwk4",52.98,-121.25,1104
"0108642","ICHwk4",52.93,-121.15,1016
"0110565","CWHws2",55.09,-129,723
"0110612","SBSdw3",53.74,-122.87,802
"0110628","SBSdw3",53.86,-123.34,873
"0114623","CWHwh1",53.1,-131.97,100
"0114654","SBSdk",54.41,-125.97,831
"0114659","SBSdk",54.02,-126.61,811
"0110654","SBSdw3",53.75,-122.85,755
"0110662","SBSdw3",53.88,-122.81,799
"0110665","SBSmk1",54.17,-122.96,757
"0110678","SBSdw3",53.88,-122.81,795
"0110704","IDFxh1",50.49,-119.32,595
"0110707","IDFxh1a",50.48,-119.32,535
"0110715","IDFxh1",50.49,-119.31,620
"0112931","SBSdk",53.97,-126.63,865
"0112932","SBSdk",54.08,-126.74,791
"0112935","SBSdk",54.17,-126.51,935
"0112936","SBSdk",54.19,-126.57,884
"0112937","SBSdk",54.48,-126.84,580
"0112939","SBSdk",54.53,-126.86,695
"0114663","SBSdk",54.61,-126.94,602
"0114664","SBSdk",54.61,-126.9,592
"0114668","SBSdk",54.57,-126.87,635
"0114672","SBSdk",54.61,-127.15,775
"0114675","SBSdk",54.64,-127.12,676
"0114677","SBSdk",54.69,-127.06,537
"0114681","CWHwh1",53.49,-132.3,100
"0114685","CWHwh1",53.37,-131.94,75
"0114862","CWHws2",54.8,-128.73,670
"0114869","CWHws2",54.82,-128.73,701
"0114895","CWHws1",54.48,-128.68,65
"0115757","BWBSdk1",59.93,-133.19,952
"0115759","BWBSdk1",58.96,-132.53,869
"0116403","CWHvh2",52.2,-128.09,20
"01OK106","ESSFxc",49.31,-119.91,1870
"02-2339","CWHvh2",52.2,-128.08,10
"05507","SBSdk",53.97,-124.36,750
"05513","SBSdk",54.65,-124.66,718
"05514","SBSdk",54.06,-124.16,688
"05525","ESSFmv3",55.01,-124.07,1145
"05526","ESSFmv3",55.07,-124,1130
"05527","ESSFmv3",55.12,-124.02,1110
"05528","ESSFmv3",54.85,-123.68,1200
"05529","ESSFmv3",54.86,-123.66,1360
"05530","SBSwk1",54.5,-122.82,890
"05554","SBSmc3",53.19,-124.7,1165
"05557","SBSmc3",53.09,-125.07,1180
"05573","SBSmc3",53.15,-124.41,1170
"05577","SBSmc3",53.19,-124.37,1150
"05579","SBSmc3",53.24,-124.39,1195
"05580","SBSmc3",53.27,-124.46,1250
"02-2341","CWHvh2",52.2,-128.08,66
"02-2343","CWHvh2",52.13,-127.82,14
"02-2363","ICHvc",56.57,-129.59,576
"02-2369","ICHvc",56.43,-129.55,664
"02OK001","ICHmk1",49.81,-119.07,1490
"02OK002","IDFmw1",49.88,-119.05,1030
"02OK003","ICHmk1",49.88,-119.01,1190
"0116662","CWHws2",55.4,-129.1,302
"0116665","CWHws2",55.41,-129.12,367
"012580","SBSvk",54.14,-121.62,850
"012780","SBSvk",54.14,-121.61,840
"01JM01","ICHmk2",51.17,-119.95,1071
"01KJ03","ICHmw3",51.41,-119.69,890
"01KJ12","ESSFmw2",50.27,-122.2,1675
"01OK007","ESSFxc",50.06,-118.82,1790
"01OK016","ESSFdc1",49.57,-119.34,1800
"01OK025","MSdm1",49.44,-119.24,1440
"01OK027","ESSFdc1",49.39,-119.28,1820
"01OK030","ESSFdc1",49.69,-119.46,1669
"01OK033","ESSFdc1",49.63,-119.32,1750
"01OK034","ESSFdc1",49.63,-119.32,1755
"01OK035","ESSFdc1",49.6,-119.33,1820
"01OK040","ESSFdc1",49.67,-119.45,1658
"01OK045","MSdm1",49.73,-119.41,1415
"01OK048","MSdm1",49.73,-119.39,1430
"01OK056","IDFdk2",49.6,-119.92,1268
"01OK060","MSdm2",49.58,-119.95,1538
"01OK063","IDFdk2",49.66,-119.89,1452
"01OK064","MSdm2",49.68,-119.9,1563
"01OK065","ESSFxc",49.98,-118.87,1800
"01OK069","ESSFxc",49.95,-118.92,1844
"01OK070","ESSFdc1",49.93,-118.97,1640
"01OK078","ESSFxc",49.81,-118.96,1525
"01OK082","MSdm1",49.78,-119.08,1270
"01OK083","MSdm1",49.92,-119.24,1379
"01OK088","MSdm1",49.59,-119.16,1260
"01OK089","MSdm1",49.61,-119.13,1650
"01OK091","MSdm1",50.05,-119.25,1488
"01OK092","MSdm1",50.06,-119.22,1401
"01OK099","IDFdm1",49.61,-119.53,1200
"01OK101","ESSFxc",49.46,-119.87,1665
"01OK114","MSxk",49.37,-120,1685
"01OK122","ESSFxc",50.22,-119.79,1380
"01OK128","ESSFdc2",50.61,-119.57,1595
"01OK129","MSdm2",50.36,-119.65,1646
"01OK131","ESSFdc2",50.09,-119.77,1645
"01OK138","MSdm2",49.91,-119.63,1410
"01OK141","MSdm2",49.96,-119.94,1577
"01OK142","MSdm2",49.98,-119.91,1475
"01OK143","MSdm2",49.98,-119.94,1450
"01OK145","IDFdk2",49.82,-119.86,1200
"01OK148","IDFdk2",49.77,-119.89,1350
"01OK149","IDFdk2",49.75,-119.85,930
"01OK151","MSdm1",49.76,-119.36,1527
"01OK152","MSdm1",49.77,-119.33,1450
"01OK162","MSdm2",49.8,-120.03,1302
"01OK165","MSdm2",49.82,-120.15,1580
"01OK168","IDFdk2",50.56,-119.66,876
"01OK173","IDFdk2",49.76,-119.87,1131
"01OK174","IDFdk2",49.86,-119.85,760
"01OK176","IDFdk2",49.82,-119.84,1112
"01OK181","IDFdm1",49.58,-119.51,1266
"01OK186","IDFdk1",49.59,-119.85,1110
"01OK188","IDFdk1",49.61,-119.9,1042
"01OK193","IDFdk2",49.79,-119.86,995
"01OK194","MSdm2",49.81,-119.9,1184
"01OK195","IDFdk2",49.82,-119.85,1104
"01OK196","IDFdk2",49.83,-119.87,1321
"01OK197","IDFdk2",49.81,-119.84,994
"01OK201","IDFdk2",49.58,-119.9,1330
"01OK202","IDFdk1",49.57,-119.89,1477
"01OK205","IDFdk2",49.92,-119.6,1004
"01OK206","IDFdk2",49.92,-119.6,973
"02-0624","ESSFwv",56.98,-129.99,1570
"020680","CWHvh2",52.3,-128.35,30
"02-0757","MHmmp2",54.49,-128.43,1390
"02-0775","ESSFwcp3",55.41,-122.61,1560
"020880","CWHvm1",52.79,-127.99,27
"02-0916","CWHvm1",50.35,-126.16,302
"02-0925","CWHds2",52.38,-126.53,160
"021065","CWHwh1",52.61,-131.56,55
"021076","CWHwh2",52.3,-131.17,490
"021780","CWHws2",51.77,-126.54,500
"02-2331","ICHvc",56.11,-129.28,410
"02-2338","CWHvh2",52.29,-128.19,15
"02-2404","CWHws1",54.6,-128.39,139
"02-2405","CWHws1",54.6,-128.39,110
"02-2406","CWHws1",54.58,-128.34,351
"02-2410","CWHws1",54.58,-128.32,630
"02-2411","CWHws1",54.58,-128.33,593
"02-2412","CWHws1",54.58,-128.33,593
"02-2417","CWHws1",54.68,-128.34,116
"02-2418","CWHws1",54.68,-128.34,116
"02-2438","CWHws1",54.78,-128.75,380
"02-2439","CWHws1",54.8,-128.73,528
"02-2445","CWHws1",54.38,-128.88,96
"022456","CWHws2",54.57,-128.14,640
"022480","CWHwh1",53.58,-132.25,30
"022580","CWHwh1",53.57,-132.35,265
"022780","CWHws1",54.55,-128.72,130
"022880","CWHvh2",52.2,-131.05,50
"023080","CWHvh2",54.79,-130.22,50
"023180","CWHwh1",53.39,-132.13,278
"023380","CWHwh1",53.35,-132.15,190
"023480","CWHwh1",53.35,-132.15,165
"023580","CWHwh1",53.43,-132.28,80
"023680","CWHwh1",53.42,-132.29,122
"023980","CWHwh1",53.56,-132.38,200
"024080","CWHwh2",53.42,-132.55,375
"024580","CWHvh2",51.4,-127.64,60
"026080","SBSwk1",53.73,-122.19,890
"02OK004","ICHmk1",49.9,-118.99,1385
"02OK011","ICHmk1",49.86,-118.69,1147
"02OK016","ESSFwc1",50.13,-118.33,1548
"02OK017","ESSFdc1",50.02,-118.47,1590
"02OK020","ESSFwc4",50.02,-118.44,1750
"02OK021","ESSFdc1",50.02,-118.44,1820
"02OK023","ESSFwc4",50.13,-118.37,1560
"02OK024","ESSFwc4",50.13,-118.43,1754
"02OK027","ESSFwc1",50.16,-118.42,1560
"02OK028","ICHmk1",50.14,-118.48,1545
"02OK031","ESSFdc1",49.98,-118.46,1726
"02OK039","ESSFdc1",50,-118.47,1840
"02OK044","ESSFdc1",49.89,-118.53,1807
"02OK045","ESSFdc1",49.91,-118.53,1725
"02OK048","ESSFdc1",49.93,-118.56,1725
"02OK051","ESSFwc4",50.33,-118.35,1581
"02OK221","IDFmw1",50.3,-118.92,913
"02OK222","IDFmw1",50.27,-119.06,940
"02OK224","ICHmk1",50.26,-119.16,1245
"02OK225","IDFmw1",50.26,-119.14,1286
"02OK226","ESSFwc1",50.11,-118.53,1618
"02OK053","ESSFwc1",50.34,-118.38,1600
"02OK055","ICHwk1",50.38,-118.34,888
"02OK057","ICHwk1",50.38,-118.34,800
"02OK060","ESSFwc1",50.31,-118.42,1700
"02OK061","ESSFwc4",50.3,-118.44,1600
"02OK064","ESSFdc1",49.99,-118.41,1670
"02OK065","ESSFdc1",50,-118.42,1810
"02OK067","ESSFdc1",50.02,-118.4,1535
"02OK068","ESSFwc1",50.01,-118.38,1432
"02OK074","ESSFwc4",50.11,-118.47,1760
"02OK079","ICHmw2",50.21,-118.34,1260
"02OK091","ICHmk1",50.07,-118.49,1305
"02OK094","ICHmk1",50.11,-118.44,1310
"02OK098","ICHmk1",50.29,-119.02,1155
"02OK099","IDFmw1",50.27,-119.07,845
"02OK100","ICHmk1",50.38,-119.16,1310
"02OK104","ESSFdc1",49.9,-118.59,1800
"02OK107","ESSFdc1",49.86,-118.63,1675
"02OK111","ESSFdc1",49.88,-118.63,1610
"02OK117","ICHmk1",49.9,-118.69,1075
"02OK118","ICHmk1",50.03,-118.61,1420
"02OK119","ICHmk1",50.02,-118.61,1235
"02OK121","ESSFwc1",50.05,-118.59,1460
"02OK122","ICHmk1",50.05,-118.6,1492
"02OK124","ICHmk1",50.07,-118.57,1490
"02OK126","ESSFdc1",50.1,-118.58,1660
"02OK127","ICHmk1",50.08,-118.54,1500
"02OK129","ICHmk1",50.13,-118.9,1340
"02OK131","ICHmk1",50.12,-118.88,1230
"02OK132","ICHmk1",50.13,-118.89,1209
"02OK133","IDFmw1",50.18,-118.91,1092
"02OK135","ICHmk1",50.14,-119.05,1250
"02OK146","IDFmw1",50.23,-118.8,1185
"02OK150","IDFmw1",50.21,-118.73,1185
"02OK151","ICHmk1",50.37,-119.16,1382
"02OK152","ICHmk1",50.36,-119.16,1400
"02OK158","ICHmk1",50.32,-119.07,1385
"02OK160","ICHmk1",50.3,-119.09,1211
"02OK164","IDFmw1",50.3,-118.98,1030
"02OK165","IDFmw1",50.3,-118.99,1055
"02OK166","IDFmw1",50.33,-118.98,900
"02OK167","ICHmk1",50.38,-118.97,1085
"02OK169","IDFmw1",50.35,-118.99,1173
"02OK171","IDFmw1",50.33,-118.95,875
"02OK173","IDFmw1",50.33,-118.92,880
"02OK174","ICHmk1",50.36,-118.9,883
"02OK178","ICHmk1",50.35,-118.97,1064
"02OK180","ICHmk1",50.33,-118.84,914
"02OK181","ICHmk1",50.32,-118.69,1414
"02OK182","ESSFwc1",50.39,-118.61,1417
"02OK183","IDFmw1",50.3,-118.93,867
"02OK184","ICHmk1",50.29,-118.35,1080
"02OK186","ICHmk1",50.09,-118.52,1340
"02OK187","IDFmw1",50.32,-118.84,817
"02OK194","IDFmw1",50.13,-118.6,1165
"02OK195","ICHmk1",50.17,-118.73,1460
"02OK198","IDFmw1",50.18,-118.51,1106
"02OK200","ICHmk1",50.14,-118.81,1433
"02OK202","ICHmk1",50.14,-118.8,1416
"02OK203","ICHmk1",50.14,-118.82,1265
"02OK209","ICHmk1",50.17,-118.82,1513
"02OK210","ICHmk1",50.17,-118.84,1395
"02OK212","ICHmk1",50.15,-119.07,1230
"02OK214","ICHmk1",50.12,-119.08,1280
"02OK217","IDFmw1",50.32,-118.9,1101
"02OK227","ESSFwc1",50.11,-118.54,1636
"02OK228","ESSFwc1",50.12,-118.54,1610
"02OK229","ESSFwc1",50.14,-118.53,1641
"02OK231","ESSFwc1",50.19,-118.5,1516
"02OK251","IDFmw1",50.23,-118.73,986
"02OK252","IDFmw1",50.22,-118.72,1034
"02OK256","IDFmw1",50.18,-118.56,864
"02OK258","ICHmk1",50.39,-118.48,755
"02OK260","ICHmk1",50.38,-118.49,690
"02OK261","ICHmk1",50.37,-118.5,747
"02OK268","ICHmk1",50.25,-118.45,1478
"02OK89","ICHmk1",50.02,-118.55,1240
"02OKW1","ICHmk1",49.82,-119.06,1430
"02OKW11","ICHmk1",49.83,-119.15,1255
"02OKW13","IDFmw1",49.87,-119.15,888
"02OKW14","ICHmk1",49.96,-119.1,1440
"02OKW15","ESSFwc1",49.88,-118.65,1537
"02OKW19","ICHmw2",49.94,-118.51,1530
"02OKW20","ESSFwc4",50.1,-118.36,1700
"02OKW21","ESSFwc4",50.1,-118.34,1690
"02OKW23","ESSFwc4",50.01,-118.46,1667
"02OKW24","ESSFwc4",50.01,-118.48,1750
"02OKW25","ESSFwc1",50.01,-118.51,1622
"02OKW26","ESSFwc1",50.02,-118.46,1700
"02OKW27","ESSFwc1",50.13,-118.38,1505
"02OKW28","ESSFwc1",50.14,-118.39,1497
"02OKW29","ESSFwc4",50.15,-118.4,1750
"02OKW33","ICHmk1",50.03,-118.6,1316
"02OKW34","ICHmk1",50.03,-118.6,1300
"02OKW35","ICHmk1",50.07,-118.55,1508
"02OKW36","IDFmw1",50.15,-118.87,1068
"02OKW40","IDFmw1",50.14,-118.88,880
"02OKW44","IDFmw1",50.22,-118.78,1142
"02OKW46","IDFmw1",50.21,-118.72,1200
"02OKW47","IDFmw1",50.21,-118.72,1076
"02OKW49","IDFmw1",50.17,-118.51,871
"02OKW51","ESSFwc4",50.32,-118.36,1700
"02OKW53","ICHmk1",50.38,-118.45,700
"02OKW54","ICHmk1",49.96,-118.62,1350
"02OKW57","ICHmk1",50.03,-118.55,1166
"02OKW58","ICHmk1",50.01,-118.55,1419
"02OKW59","ICHmk1",50.1,-118.45,1379
"02OKW65","ICHmk1",50.33,-118.97,979
"02OKW69","ICHmk1",50.33,-118.7,1400
"02OKW9","ICHmk1",49.82,-119.22,1310
"0300839","ICHmk4",49.89,-115.85,1100
"0300851","IDFxk",50.19,-115.81,900
"0300857","IDFdm2",50.34,-116.02,1275
"0300890","IDFdm2",50.34,-116.03,1300
"0300929","ESSFdku",50.72,-116.55,2250
"0300950","ESSFdk1",50.42,-115.5,1725
"0300952","ESSFdk2",50.42,-115.5,1825
"0300982","MSdk2",50.83,-116.64,1375
"031380","SBSvk",53.89,-120.88,760
"0347981","ESSFwk2",54.34,-122.02,967
"035380","SBSdh1",52.98,-119.31,860
"035480","SBSdh1",52.98,-119.41,940
"035580","SBSdh1",52.98,-119.42,920
"035680","SBSdh1",52.91,-119.34,820
"038080","SBSdh",52.86,-119.36,860
"038280","SBSdh",52.81,-119.29,820
"038680","SBSdh1",52.89,-119.28,1225
"04407","SBSmk1",54.55,-123.82,875
"04408","SBSmk1",54.56,-123.92,870
"04425","SBSwk1",54.24,-122.24,775
"04427","SBSwk1",54.27,-122.29,800
"04428","SBSwk1",54.29,-122.28,854
"04452","SBSwk1",53.91,-122.48,1018
"050178","CWHwh1",52.7,-131.59,190
"050878","CWHwh1",52.67,-131.72,50
"052078","CWHwh1",52.67,-131.47,275
"052578","CWHwh1",52.64,-131.57,235
"05506","SBSdk",53.99,-124.46,675
"05584","SBSmc3",53.8,-124.3,1050
"06607","SBSdw3",54.04,-124.58,825
"066104","ESSFmc",54.26,-126.25,1250
"06618","SBSdw3",54.56,-124.73,820
"06638","SBSwk1",54.52,-122.53,850
"06645","SBSwk1",54.43,-122.48,915
"06646","SBSwk1",54.37,-122.51,945
"06647","SBSwk1",54.68,-122.4,795
"06655","SBSwk1",53.99,-122.26,740
"06662","SBSmc3",53.47,-124.36,1015
"06668","SBSmc3",53.37,-124.52,1150
"06669","SBSmc3",53.38,-124.51,1125
"06670","SBSmc3",53.38,-124.52,1140
"06675","SBSmc3",53.49,-124.64,1085
"06681","SBSmc3",53.58,-124.4,1055
"06685","SBSdw3",53.79,-123.79,915
"06688","SBSdw3",54.5,-124.09,830
"06689","SBSdw3",54.03,-124.58,830
"08-0005","SBSmc2",54.33,-126.27,970
"08-0012","ESSFmc",54.06,-126.26,1180
"08-0015","ESSFmc",54.27,-125.56,1290
"08-0109","CWHws1",54.12,-128.53,235
"08-0111","CWHws1",54.28,-128.47,313
"08-0114","CWHws1",54.56,-128.23,407
"08-0118","CWHws1",54.51,-127.93,371
"08-0124","SBSmc2",54.82,-126.98,865
"08-0132","SBSmc2",55.03,-126.59,900
"08-0408","CWHvm1",49.81,-126.51,16
"08-0411","CWHvm1",49.2,-125.32,419
"08-0412","CWHvm1",50.69,-127.68,342
"108980","BWBSdk",57.74,-129.97,900
"108-B","ESSFwc1",49.7,-117.87,1727
"108-C","ESSFwc1",49.7,-117.87,1728
"1093-1","ICHmw2",49.24,-117.93,1325
"1093-2","ICHmw2",49.24,-117.94,1302
"1093-3","ICHmw2",49.25,-117.94,1305
"109980","CWHvm1",54.7,-130.12,70
"110050","CWHvh2",53.64,-130.04,99
"176-C","ESSFwc4",49.77,-117.76,1616
"177781","CWHms2",52.95,-127.14,NA
"177-B","ICHmw2",50.12,-117.97,584
"177-C","ICHmw2",50.12,-117.97,593
"178-A","ICHmw2",49.61,-117.91,1147
"178-B","ICHmw2",49.61,-117.91,1142
"178-C","ICHmw2",49.61,-117.91,1142
"183379","CWHvm2",50.23,-127.47,680
"19^100","ICHmw3",51.02,-118.24,510
"27^300","ICHmw3",50.95,-118.23,696
"27^700","ICHmw3",50.94,-118.23,766
"270081","ICHmm",52.72,-119.24,1060
"270381","SBSdh",52.69,-119.25,800
"270481","SBSdh1",52.68,-119.23,860
"271881","ICHwk3",53.67,-120.96,840
"272181","ICHwk3",53.61,-120.81,850
"272581","ICHwk3",53.69,-120.5,900
"272681","ICHvk2",53.88,-121.34,720
"272781","ICHwk3",53.66,-120.61,780
"272881","ICHvk2",53.89,-121.41,680
"272981","ICHvk2",53.9,-121.42,690
"273281","ICHvk2",53.88,-120.85,870
"08-0413","CWHvh1",49.09,-125.59,19
"08-0429","CWHvm1",50.66,-128.01,114
"08-0463","CWHvm1",48.79,-124.64,72
"08-0472","CWHvm1",50.57,-127.12,104
"08-0475","CWHvh1",49.05,-125.47,16
"08-0485","CWHvm1",49.76,-126.36,59
"08-0487","CWHvm1",48.87,-124.69,152
"08-0490","CWHvm1",48.59,-124.42,41
"08-0491","CWHvm1",49.75,-126.38,43
"08-0493","CWHvm1",49.75,-126.38,18
"08-0496","CWHvm1",48.8,-124.78,104
"08-0499","CWHvh1",50.67,-128.17,37
"08-0500","CWHvm1",49.75,-126.4,101
"08-0728","CWHws1",54.55,-128.51,292
"08-0905","MHmm1",52.27,-126.91,892
"08-0906","CWHvm3",52.27,-126.92,664
"08-0910","CWHws2",52.24,-126.3,819
"08-0914","CWHms2",52.42,-127.17,444
"08-0923","MHmm1",52.63,-127.12,967
"08-0926","CWHws2",52.29,-126.88,822
"08-0928","CWHvm3",52.41,-127,477
"08-0932","CWHvm3",52.61,-127.14,526
"08-0949","CWHvm2",49.86,-124.32,565
"08-0954","CWHvm3",51.75,-126.68,699
"08-0955","CWHvm3",51.75,-126.67,457
"08-0956","CWHvm3",52.26,-126.97,577
"08-0957","CWHms2",52.26,-126.97,407
"08-0964","CWHvm3",51.8,-126.64,872
"08-0969","CWHvm1",48.86,-124.66,60
"08-0970","CWHvm1",48.8,-124.66,68
"08-0972","CWHxs",49.07,-121.1,NA
"08-0974","CDFmm",48.54,-123.46,129
"08-1001","CWHws2",52.33,-126.43,416
"08-1020","CWHvm3",52.37,-126.96,510
"08-1021","MHmm2",52.21,-126.33,1020
"08232","ESSFdm",49.25,-116.57,1750
"08-5551","CWHms1",49.97,-121.66,696
"08-1044","MHmm1",49.59,-123.66,1060
"08-1047","CDFmm",48.43,-123.46,60
"08-1048","CDFmm",48.43,-123.46,50
"08-1056","CWHdm",49.7,-123.1,125
"08-1057","CWHdm",49.78,-123.13,140
"08-1060","CWHxs",49.01,-121.05,520
"08-1063","CWHxs",49.11,-121.14,580
"08-1066","CWHxs",49.04,-121.06,560
"08-1067","CWHxs",49.1,-121.12,585
"08-1089","CDFmm",48.31,-123.57,90
"08-1315","ICHdm",49.38,-116.6,1492
"08-1326","ICHwk1",49.77,-116.68,1476
"08-1359","ICHdw1",49.44,-117.39,1102
"08-1375","ICHmw2",49.82,-116.46,1354
"08-1408","ICHdm",49.61,-115.33,1310
"08-1474","ESSFwc4",50.18,-117.57,1828
"08-1477","ESSFwc1",50.49,-117.57,1645
"08156","ESSFwc4",50.56,-116.7,1675
"08211","ESSFwc5",49.75,-116.63,1625
"08222","ESSFdm",49.45,-116.6,1750
"08-2301","ESSFwm1",49.61,-115.11,1664
