"id1","id2","lat","lon","el"
"432179","SBPSmc",53.12,-125.06,1230
"432379","SBPSmc",53.21,-125.05,1210
"432479","SBPSmc",53.11,-125.09,1170
"432579","SBPSmc",53.11,-125.1,1200
"432879","SBPSmc",53.08,-125.15,1190
"432979","SBPSmc",53.12,-125.06,1230
"433079","CWHvm1",52.19,-127.47,20
"433179","CWHvm1",52.14,-127.42,63
"433279","CWHvm1",52.1,-127.24,200
"434479","ICHmc2",55.1,-127.38,479
"435479","MHmm2",54.95,-128.27,1220
"437179","CWHvh2",52.63,-128.58,65
"437379","CWHvh2",53.25,-129.65,195
"437879","CWHms2",52.95,-127.14,115
"437979","CWHvh2",52.24,-131.12,40
"437-A","ESSFwc4",50.06,-118.35,1652
"437-B","ESSFwc4",50.06,-118.35,1652
"437-C","ESSFwc4",50.06,-118.35,1652
"438479","CWHms2",53,-127.13,125
"439479","SBSmc2",53.62,-125.39,1220
"439879","CWHvm1",54.94,-129.57,85
"439979","CWHws1",54.4,-129.04,150
"439-A","ICHmw2",50.39,-117.95,749
"439-B","ICHmw2",50.39,-117.95,757
"441079","CWHvm1",54.7,-130.22,15
"441179","CWHvm1",54.67,-130.1,28
"445179","SBPSmc",53.18,-125.05,1290
"445979","CWHms2",52.86,-127.08,200
"445-A","ESSFwc4",49.58,-118.24,1702
"445-B","ESSFwc4",49.58,-118.24,1701
"445-C","ESSFwc4",49.58,-118.24,1704
"446479","CWHvh2",52.12,-131.06,80
"446579","CWHvh2",52.51,-131.52,120
"446779","CWHvh2",53.63,-129.97,70
"447179","CWHwm",55.47,-130.04,90
"447479","ESSFmc",54.4,-127.39,1129
"448779","CWHvm1",52.65,-128.12,90
"448-A","ICHmw2",50.34,-118.04,684
"448-C","ICHmw2",50.34,-118.04,680
"449379","ESSFwv",55.54,-128.57,1310
"449479","ICHmc1",55.62,-128.74,160
"449679","ICHmc1",55.62,-128.59,460
"449979","SBPSmc",53.31,-125.28,1180
"456-1","ICHmw2",50.07,-117.38,693
"456-2","ICHmw2",50.07,-117.38,705
"456-3","ICHmw2",50.07,-117.38,695
"45-A","ESSFwc4",50.07,-118.01,1816
"45-B","ESSFwc4",50.07,-118.01,1815
"45-C","ESSFwc4",50.07,-118.01,1815
"46-478","ICHmw2",50.77,-117.99,553
"47-800","ICHmw2",50.76,-117.97,564
"47-A","ESSFwc4",50.08,-118.01,1682
"47-B","ESSFwc4",50.08,-118.01,1679
"47-C","ESSFwc4",50.08,-118.01,1681
"481","BGxw2",51.78,-122.32,950
"501050","CWHws2",51.59,-126.35,NA
"501150","CWHws2",51.55,-126.37,800
"501350","CWHws2",51.65,-126.19,810
"501550","CWHws2",52.02,-126.54,360
"502-A","ICHmw2",49.99,-118.2,1023
"504-1","ESSFwc4",49.95,-118.38,1676
"504-2","ESSFwc4",49.95,-118.38,1690
"504-3","ESSFwc4",49.95,-118.38,1704
"510-A","ESSFwc1",49.4,-117.91,1607
"510-B","ESSFwc1",49.4,-117.91,1609
"510-C","ESSFwc1",49.4,-117.91,1612
"511-B","ESSFwc4",49.57,-118.23,1648
"511-C","ESSFwc4",49.57,-118.23,1629
"512-1","ICHmw2",49.94,-117.88,587
"512-2","ICHmw2",49.94,-117.88,584
"512-3","ICHmw2",49.94,-117.88,583
"51-400","ICHmw2",50.71,-117.94,575
"51-474","ICHmw2",50.71,-117.94,595
"514-A","ICHmw2",49.43,-117.94,1272
"514-B","ICHmw2",49.44,-117.94,1273
"514-C","ICHmw2",49.43,-117.94,1273
"520-1","ICHmw2",49.92,-118.22,681
"520-2","ICHmw2",49.92,-118.22,674
"520-3","ICHmw2",49.92,-118.22,676
"523-1","ESSFwc1",49.91,-118.28,1639
"523-2","ESSFwc1",49.91,-118.28,1640
"523-3","ESSFwc1",49.91,-118.28,1639
"526-1","ESSFwc4",49.91,-118.26,1664
"526-2","ESSFwc4",49.91,-118.26,1656
"526-3","ESSFwc4",49.91,-118.27,1669
"528-1","ESSFwc4",49.91,-118.27,1682
"528-2","ESSFwc4",49.9,-118.27,1693
"528-3","ESSFwc4",49.9,-118.27,1715
"533-1","ESSFwc4",49.9,-118.36,2077
"533-2","ESSFwc4",49.9,-118.36,2057
"533-3","ESSFwc4",49.9,-118.36,2041
"537-1","ESSFwc1",49.87,-118.27,1626
"537-2","ESSFwc1",49.87,-118.26,1621
"53B-100","ESSFwc1",50.7,-117.9,1408
"54-A","ICHmw2",50.33,-117.86,681
"54-B","ICHmw2",50.33,-117.86,685
"54-C","ICHmw2",50.33,-117.86,688
"550-2","ESSFwc1",49.85,-118.24,1566
"550-3","ESSFwc1",49.86,-118.24,1576
"556-1","ICHmw2",49.83,-118.29,1424
"557-3","ESSFwc1",49.83,-118.21,1427
"558-1","ICHmw2",49.8,-117.43,1333
"558-2","ICHmw2",49.8,-117.43,1333
"558-3","ICHmw2",49.8,-117.43,1329
"56-000","ICHmw2",50.73,-117.8,459
"562-2","ICHmw2",49.79,-118.29,1388
"565-A","ICHwk1",50.65,-118.07,1336
"565-B","ICHwk1",50.65,-118.07,1341
"565-C","ICHwk1",50.65,-118.07,1338
"57-200","ICHmw2",50.74,-117.8,636
"573879","CWHwh2",52.84,-131.75,420
"574679","CWHwh1",52.84,-131.75,50
"574879","CWHwh1",52.89,-131.94,250
"574-A","ICHmw2",50.28,-118.03,683
"574-B","ICHmw2",50.28,-118.03,685
"574-C","ICHmw2",50.28,-118.03,683
"5760576","BWBSwk1",55.12,-120.95,NA
"5760807","BWBSwk1",54.95,-120.8,1134
"5760706","BWBSwk1",55.15,-120.84,1250
"5760710","BWBSwk1",55.4,-120.77,982
"5760716","BWBSwk1",55.13,-121.45,1073
"5760794","BWBSwk1",55.12,-120.86,1018
"5760954","ESSFwc3",54.65,-121.85,1289
"578179","CWHwh2",52.85,-131.87,380
"578379","CWHwh1",52.89,-131.99,220
"578-A","ICHmw2",50.4,-118.01,718
"578-B","ICHmw2",50.4,-118.01,717
"578-C","ICHmw2",50.4,-118.01,719
"579479","CWHwh2",52.89,-132.02,440
"581","BGxw2",51.8,-122.45,800
"581379","CWHwh2",52.89,-131.94,220
"586-B","ICHwk1",50.64,-118.03,1300
"586-C","ICHwk1",50.64,-118.03,1291
"59-000","ICHmw2",50.75,-117.75,449
"590-B","ICHmw3",50.8,-118.07,734
"590-C","ICHmw3",50.8,-118.07,733
"5-A","ICHmw2",49.7,-117.93,1232
"5-B","ICHmw2",49.7,-117.93,1229
"5-C","ICHmw2",49.7,-117.93,1235
"6^300","ICHwk1",51.36,-118.39,681
"6^400","ICHwk1",51.37,-118.39,711
"6^471","ICHwk1",51.37,-118.39,767
"6^534","ICHwk1",51.37,-118.39,758
"6^612","ICHwk1",51.37,-118.39,830
"6^669","ICHwk1",51.37,-118.39,858
"60-100","ICHmw2",50.76,-117.74,588
"601-B","ICHmw2",49.97,-118.07,662
"601-C","ICHmw2",49.97,-118.07,665
"602350","BWBSdk",58.25,-130.69,685
"602550","BWBSdk",58.4,-130.69,740
"602850","BWBSdk",57.75,-129.52,875
"603250","BWBSmk",59.6,-127.19,600
"603350","BWBSmk",59.59,-127.25,850
"603650","BWBSmk",59.35,-127.9,730
"603-B","ICHmw3",50.64,-117.97,614
"603-C","ICHmw3",50.64,-117.97,615
"604050","BWBSmk",59.77,-129.59,1020
"604650","BWBSmk",59.95,-129.07,850
"606-A","ICHmw2",50.31,-117.85,631
"606-B","ICHmw2",50.31,-117.85,638
"606-C","ICHmw2",50.31,-117.85,652
"615-A","ICHmw2",50.53,-117.86,1403
"615-B","ICHmw2",50.53,-117.86,1389
"615-C","ICHmw2",50.53,-117.86,1389
"616-A","ICHmw3",50.88,-118.16,638
"616-B","ICHmw3",50.88,-118.16,638
"630-3","ESSFwc4",49.46,-117.69,1758
"633-2","ESSFwc4",49.45,-117.7,1788
"633-3","ESSFwc4",49.44,-117.7,1791
"633-A","ICHwk1",50.66,-117.8,624
"633-B","ICHwk1",50.66,-117.8,627
"633-C","ICHwk1",50.66,-117.8,568
"653-A","ESSFwc1",50.25,-118.13,1632
"653-B","ESSFwc1",50.25,-118.13,1639
"653-C","ESSFwc1",50.25,-118.13,1623
"661-1","ICHmw2",49.37,-117.73,1419
"661-2","ICHmw2",49.37,-117.73,1423
"664-1","ESSFwc1",49.37,-117.78,1612
"664-2","ESSFwc1",49.37,-117.78,1617
"664-3","ESSFwc1",49.37,-117.78,1614
"665-A","ICHmw2",50.11,-117.93,508
"665-B","ICHmw2",50.11,-117.93,508
"665-C","ICHmw2",50.11,-117.93,505
"669-A","ESSFwc1",50.05,-118.18,1415
"669-B","ESSFwc1",50.04,-118.18,1377
"669-C","ESSFwc1",50.05,-118.18,1414
"66-B","ESSFwc4",49.73,-117.84,1679
"672-A","ESSFwc1",50.02,-118.17,1493
"672-B","ESSFwc1",50.02,-118.17,1481
"672-C","ESSFwc1",50.02,-118.17,1491
"674-A","ICHmw2",49.97,-118.16,912
"674-B","ICHmw2",49.97,-118.16,912
"674-C","ICHmw2",49.97,-118.16,912
"681","BGxw2",51.79,-122.41,800
"698-A","ESSFwc1",49.4,-117.87,1620
"762122","MSmw",49.84,-121.14,1270
"7801706","IDFdk3",51.68,-121.72,1130
"7802106","IDFdk3",51.11,-121.14,1220
"7802107","IDFdk3",51.2,-121.2,1100
"7802120","IDFdk3",51.93,-121.73,880
"7802125","IDFdk3",51.6,-121.27,1090
"7802126","IDFdk3",51.84,-121.93,1030
"8205827","SBSmc1",52.06,-121.09,1430
"8205829","SBSmc1",52.04,-121.05,1275
"8205831","SBPSmk",52.01,-121.08,1060
"8205838","SBSmc1",51.7,-120.65,1300
"8205842","SBSmc1",52.07,-121.13,1330
"8205843","SBPSmk",51.35,-120.74,1145
"8306699","SBSmc3",53.29,-124.39,1110
"8306704","SBSmc3",53.58,-124.4,1065
"8306705","SBSmc3",53.5,-123.95,950
"8306710","SBSmc3",53.37,-124.5,1110
"8306713","SBSwk2",55.71,-123.48,830
"8306714","SBSwk2",55.84,-123.68,823
"8306715","SBSwk2",55.84,-123.68,762
"831305","BGxh2",50.73,-120.24,580
"831309","PPxh2",50.63,-120.14,590
"831312","BGxh2",50.66,-120.3,480
"831314","BGxh2",50.66,-120.36,470
"831315","PPxh2",50.82,-120.32,390
"831316","BGxh2",50.72,-120.49,400
"831322","BGxh2",50.8,-121.31,490
"831324","PPxh2",50.89,-121.46,650
"831333","BGxh2",50.71,-120.6,570
"831334","BGxh2",50.81,-120.27,670
"831336","BGxh2",50.65,-120.11,450
"762180","ESSFmw",50.13,-121.75,1592
"762202","MSmw1",50.14,-121.4,1270
"762204","MSmw",50.12,-121.39,1204
"762216","ESSFdc2",50.14,-121.3,1708
"762282","ESSFdc2",49.07,-120.77,1704
"764-A","ESSFwc4",50.44,-118.17,1863
"764-B","ESSFwc4",50.44,-118.17,1864
"764-C","ESSFwc4",50.44,-118.17,1864
"6-A","ICHmw2",49.98,-118.05,795
"6-B","ICHmw2",49.98,-118.05,797
"6-C","ICHmw2",49.98,-118.05,793
"6SIB 10","IDFmw1",50.31,-118.92,966
"6SIB 14","IDFmw1",50.15,-118.59,1110
"6SIB10-","ESSFwc4",50.3,-118.53,1625
"6SIB106","IDFdk2",50.57,-119.65,767
"6SIB107","IDFdk2",50.57,-119.65,782
"6SIB111","ESSFxc",50.09,-118.76,1729
"6SIB113","IDFdk2",50.57,-119.65,790
"6SIB1-5","ESSFwc4",50.29,-118.53,1650
"6SIB8-1","IDFmw1",50.18,-119.12,1070
"7^395","ICHmw3",51.34,-118.35,698
"7^500","ICHmw3",51.34,-118.35,717
"7^566","ICHmw3",51.34,-118.35,733
"701450","CWHvh2",53.52,-129.29,360
"701550","CWHvm1",53.87,-128.75,100
"701650","CWHvm1",53.75,-128.27,60
"701750","CWHvm1",53.32,-128.14,50
"702-1","ICHmw2",49.3,-117.76,1331
"702450","SBSmc2",52.84,-126.17,750
"703150","CWHws2",54.75,-128.75,800
"703250","MHmm2",54.75,-128.75,850
"703350","MHmm2",54.75,-128.75,840
"703450","SBSmc2",54.65,-127.52,NA
"703750","ESSFmcu",54.67,-127.5,1400
"704-A","ICHmw2",49.49,-118.23,1405
"704-B","ICHmw2",49.49,-118.23,1409
"704-C","ICHmw2",49.49,-118.23,1411
"712-1","ICHmw2",49.73,-117.37,1395
"716-2","ESSFwc1",49.3,-117.73,1550
"716-3","ESSFwc1",49.3,-117.73,1543
"717-A","ESSFwc1",49.64,-118.23,1480
"717-B","ESSFwc1",49.64,-118.23,1475
"717-C","ESSFwc1",49.64,-118.23,1478
"718-A","ICHmw2",49.67,-118.26,1393
"72-B","ESSFwc1",49.66,-117.79,1438
"72-C","ESSFwc1",49.66,-117.79,1446
"733-1","ICHmw2",49.28,-118.01,1439
"733-2","ICHmw2",49.28,-118.01,1429
"733-3","ICHmw2",49.28,-118,1424
"7399","ICHwk4",52.97,-121.09,1072
"740-1","ICHmw2",49.27,-117.89,1387
"740-2","ICHmw2",49.27,-117.89,1375
"740-3","ICHmw2",49.27,-117.89,1363
"742-1","ICHmw2",49.27,-117.89,1452
"742-3","ICHmw2",49.27,-117.89,1410
"744-A","ICHwk1",50.71,-118.11,1313
"744-B","ICHwk1",50.71,-118.11,1314
"744-C","ICHwk1",50.71,-118.11,1324
"75-A","ESSFwc1",49.75,-117.66,1557
"75-B","ESSFwc1",49.75,-117.66,1564
"760-A","ICHmw2",50.31,-118.05,694
"760-B","ICHmw2",50.31,-118.05,692
"760-C","ICHmw2",50.31,-118.05,684
"768-A","ESSFwc4",49.93,-117.94,1715
"768-B","ESSFwc4",49.93,-117.94,1715
"768-C","ESSFwc4",49.93,-117.94,1714
"770045","ESSFmw",50.6,-122.54,1670
"770051","IDFdk1",50.98,-121.95,1225
"770055","IDFdc",50.93,-122.3,1010
"770061","IDFdc",50.88,-122.81,940
"770071","IDFdc",50.87,-122.52,1310
"770080","MSdc1",50.87,-122.67,1310
"770007","IDFdk1",50.97,-122.02,1210
"770018","IDFdc",50.52,-122.13,990
"770097","IDFdk1",50.49,-121.46,1335
"770098","IDFdk1",50.44,-121.45,945
"770107","MSxk2",50.59,-120.65,1653
"770112","MSxk2",50.53,-120.51,1475
"770113","MSxk2",50.35,-120.17,1255
"770123","IDFdk1",50.4,-119.89,1058
"770124","IDFdk1",50.4,-119.9,1067
"770134","MSdm3",50.97,-120.36,1204
"770135","ESSFxc2",51.01,-120.49,1814
"770144","IDFdk2",50.97,-120.29,1052
"770147","IDFdk1",50.29,-120.29,1280
"770203","ESSFmw2",50.6,-122.55,1396
"770223","MSdc1",51.07,-122.77,1435
"770242","IDFdk1",50.47,-121.49,1134
"770252","MSxk2",50.38,-120.12,1384
"770256","IDFdk2",50.49,-119.91,1314
"770271","IDFdk1",50.66,-121.42,1420
"770C017","ICHwk4",52.93,-121.15,900
"770C018","ICHwk4",52.93,-121.14,1036
"770C019","ICHwk4",52.93,-121.15,939
"770L011","ICHwk4",52.8,-121.2,1097
"770L017","ICHwk4",52.78,-121.29,965
"771-B","ESSFwc4",49.92,-117.91,1763
"772-A","ESSFwc4",49.92,-117.93,1938
"772-B","ESSFwc4",49.92,-117.93,1940
"772-C","ESSFwc4",49.92,-117.93,1942
"777-1","ICHmw2",49.23,-117.47,1191
"777-2","ICHmw2",49.23,-117.48,1199
"7801659","IDFdk3",51.91,-121.84,930
"7801701","IDFdk3",51.61,-121.58,1130
"7802138","IDFdk3",51.97,-122.22,1190
"7801705","IDFdk3",51.38,-121.87,1090
"7802140","IDFdk3",52.21,-122.18,910
"7802143","IDFdk3",52.2,-122.39,880
"780300","PPxh2",50.75,-120.58,652
"780304","IDFdk1",51.03,-120.92,1109
"780307","IDFdk2",49.68,-120.33,1012
"780309","IDFdk2",49.65,-120.5,1426
"780310","IDFdk2",49.65,-120.49,1386
"780311","IDFdk2",49.64,-120.48,1158
"780312","IDFdk2",49.64,-120.47,1158
"780316","IDFdk2",49.61,-120.49,1036
"780320","IDFdk2",49.63,-120.56,1329
"780325","MSdm2",49.28,-120.67,1250
"780326","IDFdk2",49.36,-120.61,1006
"780327","IDFdk2",49.38,-120.62,980
"780329","IDFdk2",49.73,-120.56,1390
"780330","IDFdk1",49.74,-120.58,1270
"780331","MSdm2",49.15,-120.5,1372
"780333","MSdm2",49.16,-120.49,1387
"780342","IDFdk2",49.36,-120.45,1119
"780346","IDFdk2",49.54,-120.57,1333
"780370","IDFdk1",50.47,-120.11,1219
"780375","IDFdk1",50.88,-120.71,975
"780377","IDFdk1",50.91,-120.73,1122
"780399","IDFdk1",50.92,-120.12,1204
"780405","IDFdk1",49.37,-120.25,1402
"780406","IDFdk1",49.35,-120.25,1204
"780407","IDFdk1",49.37,-120.23,1219
"780409","IDFdk2",49.31,-120.65,1359
"780415","MSdm2",49.25,-120.58,1256
"780420","MSdm2",49.27,-120.72,1630
"780442","MSxk",49.92,-120.34,1466
"780445","MSxk",49.94,-120.19,1487
"780446","IDFxh2",50.17,-119.99,1130
"780448","IDFdk2",49.85,-120.85,1402
"780449","IDFdk2",49.84,-120.86,1288
"780467","MSdm2",49.38,-120.36,1524
"780470","IDFdk1",49.42,-120.33,853
"780471","IDFdk1",50.68,-120.86,1250
"780472","IDFdk1",50.68,-120.85,1295
"780473","IDFdk1",50.68,-120.86,1192
"780617","PPxh2",50.74,-120.45,850
"780E069","ICHwk2",52.61,-120.35,870
"780E073","ICHwk2",52.57,-120.69,800
"780E075","ICHwk2",52.81,-120.46,1050
"780E106","ICHwk2",52.62,-120.28,1100
"780E108","ICHwk2",52.63,-120.35,1000
"780N054","ICHwk2",52.75,-120.8,NA
"780N057","ICHwk2",52.72,-120.89,900
"780N058","ICHwk2",52.67,-120.9,NA
"780N059","ICHwk2",52.68,-120.91,NA
"780N080","ICHwk2",52.62,-120.95,780
"780N090","ICHwk2",52.67,-120.96,991
"780N092","ICHwk2",52.79,-120.82,960
"780N094","ICHwk2",52.7,-120.9,820
"780N115","ICHwk2",52.8,-120.67,1240
"780N116","ICHwk2",52.8,-120.67,970
"780N306","ICHwk2",52.78,-120.58,1200
"780N307","ICHwk2",52.79,-120.6,1015
"780N311","ICHwk2",52.65,-120.96,760
"780R061","ICHwk2",52.29,-120.87,1000
"780S066","ICHwk2",52.46,-121.24,800
"780S081","ICHwk2",52.45,-120.9,893
"7900709","ICHmk3",52.51,-121.54,890
"7900710","ICHmk3",52.53,-121.72,1200
"7900711","ICHmk3",52.54,-121.58,1050
"7900712","ICHmk3",52.55,-121.55,990
"7900713","ICHmk3",52.55,-121.65,1030
"7900714","ICHmk3",51.83,-120.74,935
"7900717","ICHmk3",52.47,-121.61,950
"7900720","ICHmk3",52.51,-121.54,915
"7900721","ICHmk3",52.44,-121.45,830
"7900723","ICHmk3",52.47,-121.67,1020
"7900725","SBPSmk",51.95,-121.38,1250
"7900730","ICHmk3",52.49,-121.74,1020
"7900732","ICHmk3",52.41,-121.25,920
"7900735","ICHmk3",51.97,-120.91,1130
"7900737","ICHdk",51.95,-120.89,1015
"7900744","ICHmk3",52.25,-120.92,1080
"7900746","ICHmk3",52.2,-120.8,1010
"7900747","ICHmk3",52.24,-120.86,965
"7900754","ESSFwc3",52.37,-120.87,1500
"7900764","SBPSmk",52.14,-121.37,1070
"7900765","ESSFwc3",52.39,-120.89,1691
"7900768","SBPSmk",52.29,-121.45,870
"7900769","SBPSmk",52.14,-121.37,1050
"7900772","SBSdw1",52.54,-121.84,930
"7900773","SBPSmk",52.16,-121.41,1000
"7900776","SBSdw1",52.53,-121.83,970
"7900779","ESSFwk1",52.55,-120.5,1364
"7900780","ESSFwk1",52.55,-120.47,1420
"7900789","ESSFwc3",52.64,-120.67,1600
"7900800","SBPSmk",52.13,-121.31,1080
"7900808","ESSFwc3",52.12,-120.44,1651
"7900809","ESSFwc3",52.12,-120.45,1515
"7900813","SBSdw1",52.35,-121.74,910
"7900814","SBSdw1",51.86,-121.1,950
"7900822","ESSFwc3",52.64,-120.67,1500
"7900826","SBSdw1",52.33,-121.63,960
"7900831","SBSdw1",51.94,-121.15,990
"7900832","SBSdw1",51.86,-121.1,1000
"7900833","SBPSmk",52.13,-121.34,1070
"7900836","SBPSmk",52.34,-121.81,910
"7900838","ESSFwk1",52.14,-120.89,1450
"7900913","ICHmk3",52.55,-121.65,1040
"7902027","SBSdw1",52.41,-122.76,810
"790-3","ICHmw4",49.2,-117.37,1346
"790500","PPxh2",50.64,-120.05,520
"790504","ICHmw3",51.28,-119.63,1143
"790507","IDFmw2",51.17,-120.17,783
"790508","IDFmw2",51.15,-120.17,838
"790515","ICHmw3",51.3,-119.83,1250
"790544","ICHdw3",51.94,-120.09,820
"790554","ICHmw3",51.55,-119.71,1160
"790565","ICHmw3",51.44,-119.36,1064
"790568","ICHmw3",51.39,-119.46,485
"790571","ICHwk1",51.91,-119.11,792
"790574","ICHwk1",51.74,-119.13,675
"790576","ICHwk1",51.78,-119.13,720
"790578","ICHdw3",51.61,-119.23,620
"790579","ICHmw3",51.52,-119.51,890
"790582","ICHmw3",51.69,-119.3,1050
"790583","ICHmw3",51.68,-119.3,1060
"790585","ESSFwc2",51.52,-119.78,1600
"790586","ESSFwc2",51.86,-119.7,1500
"790587","ESSFwc2",51.85,-119.68,1440
"790589","ICHwk1",52.08,-119.35,860
"790590","ICHwk1",52.08,-119.35,800
"790592","ICHwk1",52.07,-119.4,835
"790596","ESSFwc2",52.04,-119.28,1470
"790635","IDFdk1",50.06,-120.43,1265
"790636","IDFdk1",50.1,-120.41,1240
"790638","IDFxh 2",50.76,-120.45,1100
"790661","ICHmw3",51.64,-120.14,915
"790662","ICHmw3",51.66,-120.12,882
"790672","MSdm2",51.3,-120.1,1212
"790700","IDFmw2",51.16,-120.18,800
"790711","ESSFdc3",51.78,-120.34,1430
"790720","ESSFwc2",51.53,-119.9,1620
"790724","ESSFwc2",51.76,-119.99,1400
"790733","ICHwk1",52.1,-119.25,975
"790747","ICHdw3",51.68,-119.47,830
"790748","ESSFwc2",51.75,-119.41,1640
"790755","ESSFwc2",52.24,-119.23,1530
"790763","ESSFwc2",52.66,-119.84,1480
"790767","ESSFwc2",52.34,-120.19,1480
"790776","ICHwk1",51.97,-119.29,1225
"790777","ICHmw3",51.94,-119.32,1060
"790780","ICHmw3",51.83,-119.32,1010
"790784","ESSFwc2",51.84,-119.36,1450
"790785","ESSFwc2",51.86,-119.45,1520
"790786","ESSFwc2",51.85,-119.44,1520
"790791","ICHwk1",52.13,-119.25,785
"790797","ICHmw3",52.37,-120.18,845
"790799","ICHwk1",52.41,-119.95,1050
"8000525","ESSFwk1",53.2,-121.63,1300
"8000526","ESSFwk1",53.19,-121.61,1400
"8000530","SBSwk1",53.28,-121.55,1050
"8001416","IDFxw",51.15,-121.41,1000
"8001418","IDFxw",51.2,-121.28,860
"8001419","IDFxw",50.96,-121.37,1000
"7CS230","SBSdk",54.04,-125.43,845
"7CS232","SBSdk",54.04,-125.43,851
"7CS243","SBSwk3",55,-125.99,886
"7CS300","SBSwk3",55.02,-125.94,950
"7CS301","SBSwk3",55.04,-126,879
"7SIB120","IDFmw1",50.59,-119.19,642
"7SIB121","IDFmw1",50.19,-119.15,1033
"7SIB127","MSdm1",50.15,-119.12,1370
"7SIB132","MSdm2",49.89,-119.78,1356
"7SIB135","MSxk",49.67,-120.04,1597
"7SIB136","IDFdk2",50.6,-119.67,888
"7SIB140","IDFmw1",50.58,-119.02,898
"7SIB141","IDFdk2",50.56,-119.67,881
"7SIB143","IDFdk2",50.6,-119.62,1122
"7SIB144","IDFdk2",50.6,-119.62,1092
"7SIB145","IDFdk2",50.64,-119.61,933
"7SIB146","IDFdk2",50.62,-119.65,922
"7SIB148","IDFmw1",50.19,-119.07,976
"8^1000","ICHwk1",51.33,-118.31,1010
"8^465","ICHmw3",51.32,-118.32,783
"8^500","ICHmw3",51.32,-118.32,805
"8^663","ICHmw3",51.32,-118.32,875
"8000503","SBSmw",52.97,-122.27,920
"8000511","SBSmw",52.83,-122.95,990
"8000518","ESSFwc3",53,-121.87,1615
"8000523","SBSwk1",53.22,-121.68,1050
"8000533","ESSFwk1",53.29,-121.64,1250
"8000536","SBSwk1",52.93,-121.81,1050
"8000538","ESSFwc3",53.22,-120.8,1720
"8000539","ESSFwk1",53.23,-120.82,1310
"8000540","ESSFwk1",53.25,-120.81,1320
"8000543","SBSwk1",53.24,-120.82,1040
"8000558","SBSmw",52.16,-122.26,875
"8000559","SBSwk1",53.3,-122.07,987
"8000561","ESSFwk1",53.39,-122.01,1185
"8000566","SBSwk1",53.13,-121.95,1085
"8000569","SBSwk1",53.22,-121.86,1050
"8000575","ESSFwk1",53.29,-121.9,1130
"8000578","SBSwk1",53.3,-121.35,980
"8000580","ESSFwk1",53.32,-121.4,1300
"8000583","ESSFwk1",53.31,-121.55,1190
"8000598","SBSwk1",52.87,-121.86,1035
"8000603","SBSmw",52.97,-122.22,920
"8000604","SBSmw",52.95,-122.18,990
"8000605","SBSwk1",53.15,-122.09,1010
"8000613","ESSFwk1",53.38,-121.98,1285
"8000616","SBSwk1",53.27,-121.98,1040
"8000618","ESSFwk1",52.98,-121.85,1250
"8000620","ESSFwk1",53.17,-121.56,1240
"8000631","ESSFwk1",53.01,-121.33,1440
"8000636","ESSFwc3",53.14,-121.98,1580
"8000638","ESSFwk1",52.93,-121,1440
"8000644","ESSFwk1",52.79,-121.14,1400
"8000645","ESSFwk1",52.79,-121.14,1250
"8000648","ESSFwc3",52.87,-121.42,1640
"8000653","SBSwk1",52.89,-121.65,1110
"8000654","SBSmw",52.97,-122.22,920
"8000668","ESSFwk1",53.13,-121.99,1400
"8000671","SBSwk1",53.25,-121.9,1100
"8000672","ESSFwk1",53,-121.39,1260
"8000680","SBSwk1",53.31,-121.91,990
"8001407","IDFxm",52.27,-122.29,590
"8001424","IDFxw",50.98,-121.37,904
"8001425","IDFxw",51.13,-121.41,1000
"8001428","IDFxw",51.16,-121.39,850
"8001430","IDFxw",51.09,-121.49,960
"8001431","IDFxw",51,-121.48,1100
"8001433","IDFxw",51,-121.48,1000
"8001434","IDFxw",51.05,-121.39,900
"8001435","IDFxw",51.08,-121.31,1030
"8001436","IDFxw",51.09,-121.28,1050
"8001437","IDFxw",51.1,-121.62,1190
"8001442","IDFxw",50.95,-121.49,950
"8001449","SBSwk1",53.19,-121.39,1020
"8001452","ESSFwk1",53.16,-121.67,1410
"8001456","ESSFwk1",52.83,-121.48,1275
"8001457","ESSFwc3",52.6,-121.32,1545
"8001472","SBSwk1",53.07,-121.85,1085
"8001481","SBSwk1",53.05,-121.84,1140
"800150","CWHvh2",54.3,-129.97,300
"800450","CWHvh2",51.29,-127.52,155
"800804","ICHwk1",51.09,-119.3,910
"800805","ESSFwc2",51.05,-119.41,1390
"800811","ICHwk1",51.14,-119.49,980
"800812","ICHwk1",51.1,-119.43,800
"800817","ESSFwc2",51.07,-119.38,1550
"800821","MSdm3",50.63,-119.54,1325
"800832","ESSFwc2",51.1,-119.32,1635
"800845","ICHwk1",51.4,-118.89,750
"800846","ICHwk1",51.36,-118.77,665
"800853","ICHmw3",50.9,-119.13,770
"800865","ESSFwc2",50.97,-118.84,1680
"800868","ESSFwc4",50.94,-118.65,1555
"800883","ESSFwc2",52.22,-119.01,1540
"800894","ESSFwc4",50.73,-118.81,1550
"800900","ICHwk1",51.31,-119.03,1245
"800905","ICHwk1",51.36,-118.76,672
"800907","ICHmw3",51.28,-119.19,754
"800933","ESSFwc4",50.84,-118.85,1600
"800934","ESSFwc2",52.17,-119.45,1685
"800940","ESSFwc2",52.03,-119.47,1450
"800942","ESSFwc2",51.17,-119.24,1580
"800995","ESSFwc2",51.16,-119.22,1646
"800997","ESSFwcw",51.88,-119.22,1814
"8012676","SBSmw",52.91,-122.06,1005
