FamilyCode,OldCode,Code,SplCode,TreeCode,ScientificName,Lifeform,Climate,Est_ASMR,NewEst_ASMR,Est_SNR,GSM,EnglishName,Native,Codetype,ID
SCROPHL,MIMUTIL2,MIMUTIL2,MIMUTIL,,Mimulus tilingii var. tilingii,7,0,0,,0,0,mountain monkey-flower,N,U,18466
CARYOPH,MINUMAC,MINUARC,MINUARC,,Minuartia macrocarpa,7,0,0,,0,0,,,S,17659
CARYOPH,ARENMAO,MINUARC,MINUARC,,Arenaria macrocarpa,7,0,0,,0,0,,,S,24194
CARYOPH,MINUARC,MINUARC,MINUARC,,Minuartia arctica,7,0,0,,0,0,arctic sandwort,N,U,25060
CARYOPH,MINUART,MINUART,MINUART,,Minuartia sp.,7,0,0,,0,0,,N,U,17667
CARYOPH,MINUAUS,MINUAUS,MINUAUS,,Minuartia austromontana,7,0,0,,0,0,Rocky Mountain sandwort,N,U,18467
CARYOPH,ARENSAJ,MINUBIF,MINUBIF,,Arenaria sajanensis,7,0,0,,0,0,,,S,16540
CARYOPH,MINUBIF,MINUBIF,MINUBIF,,Minuartia biflora,7,0,0,,0,0,mountain sandwort,N,U,18468
CARYOPH,ARENDAW,MINUDAW,MINUDAW,,Arenaria dawsonensis,7,0,0,,0,0,,,S,16528
CARYOPH,ARENSTR2,MINUDAW,MINUDAW,,Arenaria stricta var. dawsonensis,7,0,0,,0,0,,,S,16544
CARYOPH,MINUDAW,MINUDAW,MINUDAW,,Minuartia dawsonensis,7,0,0,,0,0,bog sandwort,N,U,17657
CARYOPH,ARENELE,MINUELE,MINUELE,,Arenaria elegans,7,0,0,,0,0,,,S,16529
CARYOPH,ARENROS1,MINUELE,MINUELE,,Arenaria rossii ssp. elegans,7,0,0,,0,0,,,S,16537
CARYOPH,ARENROS2,MINUELE,MINUELE,,Arenaria rossii var. columbiana,7,0,0,,0,0,,,S,16538
CARYOPH,MINUELE,MINUELE,MINUELE,,Minuartia elegans,7,0,0,,0,0,northern sandwort,N,U,17658
CARYOPH,MINUROS,MINUELE,MINUELE,,Minuartia rossii,7,0,0,,0,0,,,S,17664
CARYOPH,MINUROS1,MINUELE,MINUELE,,Minuartia rossii var. orthotrichoides,7,0,0,,0,0,,,S,17665
CARYOPH,ARENNUT,MINUNUT1,MINUNUT,,Arenaria nuttallii,7,0,0,,0,0,,,S,16533
CARYOPH,MINUNUT,MINUNUT,MINUNUT,,Minuartia nuttallii,7,0,0,,0,0,Nuttall's sandwort,N,U,17660
CARYOPH,MINUNUT1,MINUNUT1,MINUNUT,,Minuartia nuttallii ssp. nuttallii,7,0,0,,0,0,Nuttall's sandwort,N,U,17661
CARYOPH,ARENOBT,MINUOBT,MINUOBT,,Arenaria obtusiloba,7,0,0,,0,0,,,S,16534
CARYOPH,MINUOBT,MINUOBT,MINUOBT,,Minuartia obtusiloba,7,0,0,,0,0,alpine sandwort,N,U,17662
CARYOPH,ARENPUS,MINUPUS,MINUPUS,,Arenaria pusilla,7,0,0,,0,0,,,S,16536
CARYOPH,MINUPUS,MINUPUS,MINUPUS,,Minuartia pusilla,7,0,0,,0,0,dwarf sandwort,N,U,17663
CARYOPH,ARENRUB,MINURUB,MINURUB,,Arenaria rubella,7,0,0,,0,0,,,S,16539
CARYOPH,MINURUB,MINURUB,MINURUB,,Minuartia rubella,7,0,0,,0,0,boreal sandwort,N,U,17666
CARYOPH,MINUSTR,MINUSTR,MINUSTR,,Minuartia stricta,7,0,0,,0,0,rock sandwort,N,U,17668
CARYOPH,ARENSTR1,MINUTEN,MINUTEN,,Arenaria stricta ssp. macra,7,0,0,,0,0,,,S,16543
CARYOPH,ARENSTR3,MINUTEN,MINUTEN,,Arenaria stricta var. puberulenta,7,0,0,,0,0,,,S,16545
CARYOPH,ARENTEN,MINUTEN,MINUTEN,,Arenaria tenella,7,0,0,,0,0,,,S,16546
CARYOPH,MINUTEN,MINUTEN,MINUTEN,,Minuartia tenella,7,0,0,,0,0,slender sandwort,N,U,17669
CARYOPH,MINUYUK,MINUYUK,MINUYUK,,Minuartia yukonensis,7,0,0,,0,0,Yukon sandwort,,X,17670
CARYOPH,ARENLAR,MINUYUK,MINUYUK,,Arenaria laricifolia,7,0,0,,0,0,,,S,24195
NYCTAGI,MIRABIL,MIRABIL,MIRABIL,,Mirabilis sp.,7,0,0,,0,0,,N,U,17673
NYCTAGI,ALLIHIR,MIRAHIR,MIRAHIR,,Allionia hirsuta,7,0,0,,0,0,,,S,16318
NYCTAGI,MIRAHIR,MIRAHIR,MIRAHIR,,Mirabilis hirsuta,7,0,0,,0,0,hairy umbrellawort,E,U,17671
NYCTAGI,OXYBHIR,MIRAHIR,MIRAHIR,,Oxybaphus hirsutus,7,0,0,,0,0,,,S,18538
NYCTAGI,ALLINYC,MIRANYC,MIRANYC,,Allionia nyctaginea,7,0,0,,0,0,,,S,16319
NYCTAGI,MIRANYC,MIRANYC,MIRANYC,,Mirabilis nyctaginea,7,0,0,,0,0,umbrellawort,E,U,17672
NYCTAGI,OXYBNYC,MIRANYC,MIRANYC,,Oxybaphus nyctagineus,7,0,0,,0,0,,,S,18539
SAXIFRG,MITEBRE,MITEBRE,MITEBRE,,Mitella breweri,7,3,5,5,3,2,Brewer's mitrewort,N,U,17674
SAXIFRG,MITECAU,MITECAU,MITECAU,,Mitella caulescens,7,2,6,6,3,5,leafy mitrewort,N,U,17675
SAXIFRG,MITELLA,MITELLA,MITELLA,,Mitella sp.,7,0,0,,0,0,mitrewort,N,U,17679
SAXIFRG,MITENUD,MITENUD,MITENUD,,Mitella nuda,7,3,4,4,2,0,common mitrewort,N,U,17676
SAXIFRG,MITEOVA,MITEOVA,MITEOVA,,Mitella ovalis,7,4,5,5,3,2,oval-leaved mitrewort,N,U,17677
SAXIFRG,MITEPEN,MITEPEN,MITEPEN,,Mitella pentandra,7,0,5,5,3,2,five-stamened mitrewort,N,U,17678
SAXIFRG,MITETRI,MITETRI,MITETRI,,Mitella trifida,7,0,0,,0,0,three-toothed mitrewort,N,U,17680
MNIACEA,MNIACEA,MNIACEA,MNIACEA,,Mniaceae,9,0,0,,0,0,,N,U,20640
MNIACEA,MNIUAMB,MNIUAMB,MNIUAMB,,Mnium ambiguum,9,0,0,,0,0,ambiguous leafy moss,N,U,20641
MNIACEA,MNIUARI,MNIUARI,MNIUARI,,Mnium arizonicum,9,0,0,,0,0,,N,U,20642
MNIACEA,MNIUSAX,MNIUARI,MNIUARI,,Mnium saximontanum,9,0,0,,0,0,,,S,20661
MNIACEA,MNIUBLY,MNIUBLY,MNIUBLY,,Mnium blyttii,9,0,0,,0,0,,N,U,20643
MNIACEA,MNIUM,MNIUM,MNIUM,,Mnium sp.,9,0,0,,0,0,leafy moss,N,U,20662
MNIACEA,MNIUMAR,MNIUMAR,MNIUMAR,,Mnium marginatum,9,0,0,,0,0,bordered leafy moss,N,U,20652
MNIACEA,MNIUSPN,MNIUSPN,MNIUSPN,,Mnium spinulosum,9,0,0,,0,0,red-mouthed leafy moss,N,U,20663
MNIACEA,MNIUTHO,MNIUTHO,MNIUTHO,,Mnium thomsonii,9,0,0,,0,0,short-beaked leafy moss,N,U,20664
CARYOPH,ARENLAT,MOEHLAT,MOEHLAT,,Arenaria lateriflora,7,0,0,,0,0,,,S,16530
CARYOPH,MOEHLAT,MOEHLAT,MOEHLAT,,Moehringia lateriflora,7,3,3,3,2,0,blunt-leaved sandwort,N,U,17681
CARYOPH,ARENMAC,MOEHMAC,MOEHMAC,,Arenaria macrophylla,7,0,0,,0,0,,,S,16532
CARYOPH,MOEHMAC,MOEHMAC,MOEHMAC,,Moehringia macrophylla,7,5,3,3,3,2,big-leaved sandwort,N,U,17682
CARYOPH,MOEHRIN,MOEHRIN,MOEHRIN,,Moehringia sp.,7,0,0,,0,0,,N,U,17683
CARYOPH,MOENCHI,MOENCHI,MOENCHI,,Moenchia sp.,7,0,0,,0,0,,E,U,17686
CARYOPH,MOENERE,MOENERE,MOENERE,,Moenchia erecta,7,0,0,,0,0,upright chickweed,E,U,17684
CARYOPH,MOENERE1,MOENERE1,MOENERE,,Moenchia erecta var. erecta,7,0,0,,0,0,upright chickweed,E,U,17685
PALLAVC,MOERBLY,MOERBLY,MOERBLY,,Moerckia blyttii,10,0,0,,0,0,,N,U,21797
PALLAVC,MOERCKI,MOERCKI,MOERCKI,,Moerckia sp.,10,0,0,,0,0,,N,U,21799
PALLAVC,MOERHIB,MOERHIB,MOERHIB,,Moerckia hibernica,10,0,0,,0,0,,N,U,21798
POTTIAC,MOLENDO,MOLENDO,MOLENDO,,Molendoa sp.,9,0,0,,0,0,,N,U,14214
POTTIAC,ANOESEN,MOLESEN,MOLESEN,,Anoectangium sendtnerianum,9,0,0,,0,0,,,S,19996
POTTIAC,MOLESEN,MOLESEN,MOLESEN,,Molendoa sendtneriana,9,0,0,,0,0,,N,U,20666
MOLLUGI,MOLLUG,MOLLUGI,MOLLUGI,,Molluginaceae,7,0,0,,0,0,,E,U,17689
MOLLUGI,MOLLUGO,MOLLUGO,MOLLUGO,,Mollugo sp.,7,0,0,,0,0,,E,U,17690
MOLLUGI,MOLLVER,MOLLVER,MOLLVER,,Mollugo verticillata,7,0,0,,0,0,common carpetweed,E,U,17691
LAMIACE,MONAMOL,MONAFIS1,MONAFIS,,Monarda mollis,7,0,0,,0,0,,,S,14347
LAMIACE,MONAFIS,MONAFIS,MONAFIS,,Monarda fistulosa,7,0,0,,0,0,wild bergamot,N,U,17692
LAMIACE,MONAFIS2,MONAFIS2,MONAFIS,,Monarda fistulosa var. menthaefolia,7,0,0,,0,0,wild bergamot,N,U,17693
LAMIACE,MONAFIS1,MONAFIS1,MONAFIS,,Monarda fistulosa var. mollis,7,0,0,,0,0,wild bergamot,N,U,17694
LAMIACE,MONAMEN,MONAFIS2,MONAFIS,,Monarda menthifolia,7,0,0,,0,0,,,S,17695
LAMIACE,MONAODO1,MONAODO1,MONAODO,,Monardella odoratissima ssp. odoratissima,7,0,0,,0,0,monardella,N,U,14348
LAMIACE,MONAODO,MONAODO,MONAODO,,Monardella odoratissima,7,0,0,,0,0,monardella,N,U,17697
LAMIACE,MONAODO2,MONAODO2,MONAODO,,Monardella odoratissima ssp. discolor,7,0,0,,0,0,monardella,N,U,25061
LAMIACE,MONARDA,MONARDA,MONARDA,,Monarda sp.,7,0,0,,0,0,,N,U,17696
LAMIACE,MONARDE,MONARDE,MONARDE,,Monardella sp.,7,0,0,,0,0,,N,U,17698
PYROLAC,MONESES,MONESES,MONESES,,Moneses sp.,7,0,0,,0,0,,N,U,17699
PYROLAC,PYROUNI,MONEUNI,MONEUNI,,Pyrola uniflora,7,0,0,,0,0,,,S,14025
PYROLAC,MONEUNI,MONEUNI,MONEUNI,,Moneses uniflora,7,0,4,4,2,0,single delight,N,U,17700
PYROLAC,MONEUNI1,MONEUNI,MONEUNI,,Moneses uniflora var. reticulata,7,0,0,,0,0,,,S,17701
PYROLAC,MONEUNI2,MONEUNI,MONEUNI,,Moneses uniflora var. uniflora,7,0,0,,0,0,,,S,17702
NOTUSED,MONOBLA,MONOBLA,MONOBLA,,Monoblastiaceae,11,0,0,,0,0,,N,U,23136
MONOTRP,HYPOMON,MONOHYP,MONOHYP,,Hypopitys monotropa,8,0,0,,0,0,,,S,19920
MONOTRP,MONOHYP,MONOHYP,MONOHYP,,Monotropa hypopithys,8,0,0,,0,0,pinesap,N,U,19922
CHENOPD,MONOLEP,MONOLEP,MONOLEP,,Monolepis sp.,7,0,0,,0,0,,E,U,17704
CHENOPD,MONONUT,MONONUT,MONONUT,,Monolepis nuttalliana,7,0,0,,0,0,poverty weed,E,U,17703
MONOTRP,MONOTRO,MONOTRO,MONOTRO,,Monotropa sp.,8,0,0,,0,0,,N,U,19923
MONOTRP,MONOTR,MONOTRP,MONOTRP,,Monotropaceae,8,0,0,,0,0,,N,U,13662
MONOTRP,MONOUNI,MONOUNI,MONOUNI,,Monotropa uniflora,8,0,4,4,2,0,indian-pipe,N,U,19924
PORTULC,CLAYBOS,MONTBOS,MONTBOS,,Claytonia bostockii,7,0,0,,0,0,,,S,17189
PORTULC,MONTBOS,MONTBOS,MONTBOS,,Montia bostockii,7,0,0,,0,0,Bostock's montia,N,U,17705
PORTULC,CLAYCHA,MONTCHA,MONTCHA,,Claytonia chamissoi,7,0,0,,0,0,,,S,17192
PORTULC,MONTCHA,MONTCHA,MONTCHA,,Montia chamissoi,7,0,0,,0,0,Chamisso's montia,N,U,17706
PORTULC,MONTDIC,MONTDIC,MONTDIC,,Montia dichotoma,7,0,0,,0,0,dwarf montia,N,U,17708
PORTULC,MONTDIF,MONTDIF,MONTDIF,,Montia diffusa,7,0,0,,0,0,branching montia,N,U,17709
PORTULC,MONTFON,MONTFON,MONTFON,,Montia fontana,7,0,0,7,0,0,blinks,N,U,17711
PORTULC,MONTFON1,MONTFON,MONTFON,,Montia fontana ssp. amporitana,7,0,0,,0,0,,,S,17712
PORTULC,MONTFON2,MONTFON,MONTFON,,Montia fontana ssp. fontana,7,0,0,,0,0,,,S,17713
PORTULC,MONTFON3,MONTFON,MONTFON,,Montia fontana ssp. variabilis,7,0,0,,0,0,,,S,17714
PORTULC,MONTFON4,MONTFON,MONTFON,,Montia fontana var. tenerrima,7,0,0,,0,0,,,S,17715
PORTULC,MONTLAM,MONTFON,MONTFON,,Montia lamprosperma,7,0,0,,0,0,,,S,17717
PORTULC,MONTHOW,MONTHOW,MONTHOW,,Montia howellii,7,0,0,,0,0,Howell's montia,N,U,17716
PORTULC,MONTIA,MONTIA,MONTIA,,Montia sp.,7,0,0,,0,0,,N,U,17726
PORTULC,MONTLIN,MONTLIN,MONTLIN,,Montia linearis,7,0,0,,0,0,narrow-leaved montia,N,U,17718
PORTULC,MONTFLA,MONTPAR3,MONTPAR,,Montia flagellaris,7,0,0,,0,0,,,S,17710
PORTULC,MONTPAR,MONTPAR,MONTPAR,,Montia parvifolia,7,5,0,,2,4,small-leaved montia,N,U,17719
PORTULC,MONTPAR3,MONTPAR3,MONTPAR,,Montia parvifolia var. flagellaris,7,0,0,,0,0,small-leaved montia,N,U,17720
PORTULC,MONTPAR4,MONTPAR4,MONTPAR,,Montia parvifolia var. parvifolia,7,0,0,,0,0,small-leaved montia,N,U,17721
MORACEA,MORACE,MORACEA,MORACEA,,Moraceae,4,0,0,,0,0,,E,U,14493
MORACEA,MORUALB,MORUALB,MORUALB,,Morus alba,4,0,0,,0,0,white mulberry,E,U,14494
MORACEA,MORUS,MORUS,MORUS,,Morus sp.,4,0,0,,0,0,,E,U,14495
POACEAE,MUHLAND,MUHLAND,MUHLAND,,Muhlenbergia andina,6,0,0,,0,0,foxtail muhly,N,U,15942
POACEAE,MUHLASP,MUHLASP,MUHLASP,,Muhlenbergia asperifolia,6,0,0,,0,0,alkali muhly,N,U,15943
POACEAE,MUHLENB,MUHLENB,MUHLENB,,Muhlenbergia sp.,6,0,0,,0,0,,N,U,15949
POACEAE,MUHLFIL,MUHLFIL,MUHLFIL,,Muhlenbergia filiformis,6,0,0,,0,0,slender muhly,N,U,15944
POACEAE,MUHLGLO,MUHLGLO,MUHLGLO,,Muhlenbergia glomerata,6,0,0,,0,0,marsh muhly,N,U,15945
POACEAE,MUHLMEX,MUHLMEX,MUHLMEX,,Muhlenbergia mexicana,6,0,0,,0,0,wirestem muhly,N,U,15946
POACEAE,MUHLRAC,MUHLRAC,MUHLRAC,,Muhlenbergia racemosa,6,0,0,,0,0,satin grass,N,U,15947
POACEAE,MUHLRIC,MUHLRIC,MUHLRIC,,Muhlenbergia richardsonis,6,0,0,,0,0,mat muhly,N,U,15948
POACEAE,MUHLUNI,MUHLUNI,MUHLUNI,,Muhlenbergia uniflora,6,0,0,,0,0,bog muhly,E,U,14229
ASTERAC,MULGEDI,MULGEDI,MULGEDI,,Mulgedium sp.,7,0,0,,0,0,blue lettuce,N,U,25107
ASTERAC,LACTPUL,MULGPUL,MULGPUL,,Lactuca pulchella,7,0,0,,0,0,,,S,18292
ASTERAC,LACTTAT,MULGPUL,MULGPUL,,Lactuca tatarica,7,0,0,,0,0,,,S,18296
ASTERAC,LACTTAT1,MULGPUL,MULGPUL,,Lactuca tatarica ssp. pulchella,7,0,0,,0,0,,,S,18297
ASTERAC,MULGPUL,MULGPUL,MULGPUL,,Mulgedium pulchellum,7,0,0,,0,0,blue lettuce,N,U,25106
NOTUSED,MULTCOR,MULTCOR,MULTCOR,,Multiclavula corynoides,11,0,0,,0,0,,N,U,23137
NOTUSED,MULTCOY,MULTCOR,MULTCOR,,Multiclavula corynoides_,11,0,0,,0,0,,,S,23138
NOTUSED,MULTICL,MULTICL,MULTICL,,Multiclavula sp.,11,0,0,,0,0,,N,U,23140
NOTUSED,MULTSHA,MULTSHA,MULTSHA,,Multiclavula sharpii,11,0,0,,0,0,,N,U,23139
LILIACE,MUSCARI,MUSCARI,MUSCARI,,Muscari sp.,7,0,0,,0,0,,E,U,25219
LILIACE,MUSCBOT,MUSCBOT,MUSCBOT,,Muscari botryoides,7,0,0,,0,0,common grape-hyacinth,E,U,25217
LILIACE,MUSCNEG,MUSCNEG,MUSCNEG,,Muscari neglectum,7,0,0,,0,0,starch grape hyacinth,E,U,25348
ASTERAC,MYCEMUR,MYCEMUR,MYCEMUR,,Mycelis muralis,7,4,4,4,3,0,wall lettuce,E,U,17728
ASTERAC,LACTMUR,MYCEMUR,MYCEMUR,,Lactuca muralis,7,0,0,,0,0,,,S,18291
NOTUSED,MYCOAFF,MYCOAFF,MYCOAFF,,Mycoblastus affinis,11,0,0,,0,0,,N,U,23144
NOTUSED,MYCOBIL,MYCOBIL,MYCOBIL,,Mycobilimbia sp.,11,0,0,,0,0,,N,U,23142
NOTUSED,MYCOBLA,MYCOBLA,MYCOBLA,,Mycoblastus sp.,11,0,0,,0,0,,N,U,23148
NOTUSED,MYCOBLS,MYCOBLS,MYCOBLS,,Mycoblastaceae,11,0,0,,0,0,,N,U,23143
NOTUSED,MYCOCAC,MYCOCAC,MYCOCAC,,Mycocalicium sp.,11,0,0,,0,0,pin lichens,N,U,23150
NOTUSED,MYCOCAE,MYCOCAE,MYCOCAE,,Mycoblastus caesius,11,0,0,,0,0,,N,U,23145
NOTUSED,MYCOCAL,MYCOCAL,MYCOCAL,,Mycocaliciaceae,11,0,0,,0,0,,N,U,23149
NOTUSED,MYCOFUC,MYCOFUC,MYCOFUC,,Mycoblastus fucatus,11,0,0,,0,0,,N,U,23146
NOTUSED,MYCOLOB,MYCOLOB,MYCOLOB,,Mycobilimbia lobulata,11,0,0,,0,0,,N,U,23141
NOTUSED,TONILOB,MYCOLOB,MYCOLOB,,Toninia lobulata,11,0,0,,0,0,,,S,23752
NOTUSED,MYCOSAN,MYCOSAN,MYCOSAN,,Mycoblastus sanguinarius,11,0,0,,0,0,bloody heart,N,U,23147
NOTUSED,MYCOSPH,MYCOSPH,MYCOSPH,,Mycosphaerellaceae,11,0,0,,0,0,,N,U,23152
NOTUSED,CALISUT,MYCOSUB,MYCOSUB,,Calicium subtile,11,0,0,,0,0,,,S,22417
NOTUSED,MYCOSUB,MYCOSUB,MYCOSUB,,Mycocalicium subtile,11,0,0,,0,0,snag pin,N,U,23151
JUNGERA,MYLIA,MYLIA,MYLIA,,Mylia sp.,10,0,0,,0,0,,N,U,21801
JUNGERA,MYLIANO,MYLIANO,MYLIANO,,Mylia anomala,10,0,5,5,1,1,,N,U,21800
JUNGERA,MYLITAY,MYLITAY,MYLITAY,,Mylia taylorii,10,0,4,4,0,0,hard-scale liverwort,N,U,21802
RANUNCL,MYOSAPE,MYOSAPE,MYOSAPE,,Myosurus apetalus,7,0,0,,0,0,bristly mousetail,N,U,17743
RANUNCL,MYOSAPE1,MYOSAPE1,MYOSAPE,,Myosurus apetalus var. borealis,7,0,0,,0,0,bristly mousetail,N,U,17744
RANUNCL,MYOSARI,MYOSAPE1,MYOSAPE,,Myosurus aristatus,7,0,0,,0,0,,,S,17745
RANUNCL,MYOSARI1,MYOSAPE1,MYOSAPE,,Myosurus aristatus ssp. aristatus,7,0,0,,0,0,,,S,17746
RANUNCL,MYOSMIN2,MYOSAPE1,MYOSAPE,,Myosurus minimus var. aristatus,7,0,0,,0,0,,,S,17750
CARYOPH,MYOSAQU,MYOSAQU,MYOSAQU,,Myosoton aquaticum,7,0,0,,0,0,water chickweed,E,U,17741
CARYOPH,MALAAQU,MYOSAQU,MYOSAQU,,Malachium aquaticum,7,0,0,,0,0,,,S,17997
CARYOPH,STELAQU,MYOSAQU,MYOSAQU,,Stellaria aquatica,7,0,0,,0,0,,,S,19446
BORAGIN,MYOSARV,MYOSARV,MYOSARV,,Myosotis arvensis,7,0,0,,0,0,field forget-me-not,E,U,17730
BORAGIN,MYOSALP,MYOSASI,MYOSASI,,Myosotis alpestris,7,0,0,,0,0,,,S,17729
BORAGIN,MYOSASI,MYOSASI,MYOSASI,,Myosotis asiatica,7,0,0,,0,0,mountain forget-me-not,N,U,17731
BORAGIN,MYOSSYL1,MYOSASI,MYOSASI,,Myosotis sylvatica var. alpestris,7,0,0,,0,0,,,S,17739
BORAGIN,MYOSALP1,MYOSASI,MYOSASI,,Myosotis alpestris ssp. asiatica,7,0,0,,0,0,,,S,24133
BORAGIN,MYOSDIS,MYOSDIS,MYOSDIS,,Myosotis discolor,7,0,0,,0,0,common forget-me-not,E,U,17732
BORAGIN,MYOSLAX,MYOSLAX,MYOSLAX,,Myosotis laxa,7,5,6,6,3,5,small-flowered forget-me-not,N,U,17733
RANUNCL,MYOSMAJ,MYOSMIN,MYOSMIN,,Myosurus major,7,0,0,,0,0,,,S,17747
RANUNCL,MYOSMIN,MYOSMIN,MYOSMIN,,Myosurus minimus,7,0,0,,0,0,tiny mousetail,N,U,17748
RANUNCL,MYOSMIN1,MYOSMIN,MYOSMIN,,Myosurus minimus ssp. minimus,7,0,0,,0,0,,,S,17749
RANUNCL,MYOSMIN3,MYOSMIN,MYOSMIN,,Myosurus minimus var. major,7,0,0,,0,0,,,S,17751
BORAGIN,MYOSOTI,MYOSOTI,MYOSOTI,,Myosotis sp.,7,0,0,,0,0,,N,U,17736
CARYOPH,MYOSOTO,MYOSOTO,MYOSOTO,,Myosoton sp.,7,0,0,,0,0,,E,U,17742
BORAGIN,MYOSSCO,MYOSSCO,MYOSSCO,,Myosotis scorpioides,7,0,0,,0,0,European forget-me-not,E,U,17735
BORAGIN,MYOSMIC,MYOSSTR,MYOSSTR,,Myosotis micrantha,7,0,0,,0,0,,,S,17734
BORAGIN,MYOSSTR,MYOSSTR,MYOSSTR,,Myosotis stricta,7,0,2,2,1,1,blue forget-me-not,E,U,17737
BORAGIN,MYOSSYL,MYOSSYL,MYOSSYL,,Myosotis sylvatica,7,0,0,,0,0,wood forget-me-not,E,U,17738
RANUNCL,MYOSURU,MYOSURU,MYOSURU,,Myosurus sp.,7,0,0,,0,0,,N,U,17752
BORAGIN,MYOSVER,MYOSVER,MYOSVER,,Myosotis verna,7,0,0,,0,0,spring forget-me-not,E,U,17740
HALORAG,MYRIAQU,MYRIAQU,MYRIAQU,,Myriophyllum aquaticum,7,0,0,7,0,0,Brazilian water-milfoil,E,U,17753
HALORAG,MYRIBRA,MYRIAQU,MYRIAQU,,Myriophyllum brasiliense,7,0,0,7,0,0,,,X,17754
MYRICAC,MYRICA,MYRICA,MYRICA,,Myrica sp.,0,0,0,,0,0,,N,U,13663
MYRICAC,MYRICA,MYRICAC,MYRICAC,,Myricaceae,0,0,0,,0,0,,N,U,13664
MYRICAC,MYRICAL,MYRICAL,MYRICAL,,Myrica californica,3,4,5,5,3,0,California wax-myrtle,N,U,14374
HALORAG,MYRIFAR,MYRIFAR,MYRIFAR,,Myriophyllum farwellii,7,5,6,7,0,5,Farwell's water-milfoil,N,U,17757
MYRICAC,MYRIGAL,MYRIGAL,MYRIGAL,,Myrica gale,4,0,6,6,2,5,sweet gale,N,U,14496
HALORAG,MYRIHET,MYRIHET,MYRIHET,,Myriophyllum heterophyllum,7,0,0,7,0,0,vari-leaved water-milfoil,E,U,17758
HALORAG,MYRIHIP,MYRIHIP,MYRIHIP,,Myriophyllum hippuroides,7,0,0,7,0,0,western water-milfoil,N,U,17759
MYRINIA,MYRINIA,MYRINIA,MYRINIA,,Myrinia sp.,9,0,0,,0,0,,N,U,20668
MYRINIC,MYRINIC,MYRINIC,MYRINIC,,Myriniaceae,9,0,0,,0,0,,N,U,20669
HALORAG,MYRIOPH,MYRIOPH,MYRIOPH,,Myriophyllum sp.,7,0,0,7,0,0,,N,U,17763
HALORAG,MYRIPIN,MYRIPIN,MYRIPIN,,Myriophyllum pinnatum,7,0,0,7,0,0,green parrot's-feather,N,U,17760
MYRINIA,MYRIPUL,MYRIPUL,MYRIPUL,,Myrinia pulvinata,9,0,0,,0,0,flood-moss,N,U,20667
HALORAG,MYRIELA,MYRIQUI,MYRIQUI,,Myriophyllum elatinoides,7,0,0,7,0,0,,,S,17755
HALORAG,MYRIQUI,MYRIQUI,MYRIQUI,,Myriophyllum quitense,7,0,0,7,0,0,waterwort water-milfoil,N,U,17761
HALORAG,MYRIEXA,MYRISIB,MYRISIB,,Myriophyllum exalbescens,7,0,0,7,0,0,,,S,17756
HALORAG,MYRISIB,MYRISIB,MYRISIB,,Myriophyllum sibiricum,7,0,0,7,0,0,Siberian water-milfoil,N,U,17762
HALORAG,MYRISPI2,MYRISIB,MYRISIB,,Myriophyllum spicatum ssp. squamosum,7,0,0,7,0,0,,,S,17766
HALORAG,MYRISPI3,MYRISIB,MYRISIB,,Myriophyllum spicatum var. exalbescens,7,0,0,7,0,0,,,S,17767
HALORAG,MYRISPI,MYRISPI,MYRISPI,,Myriophyllum spicatum,7,0,0,7,0,0,Eurasian water-milfoil,E,U,17764
HALORAG,MYRISPI1,MYRISPI,MYRISPI,,Myriophyllum spicatum ssp. exalbescens,7,0,0,7,0,0,,,S,17765
HALORAG,MYRIUSS,MYRIUSS,MYRIUSS,,Myriophyllum ussuriense,7,0,0,7,0,0,Ussurian water-milfoil,N,U,17768
HALORAG,MYRIVER,MYRIVER,MYRIVER,,Myriophyllum verticillatum,7,0,6,7,3,5,verticillate water-milfoil,N,U,18469
APIACEA,MYRRHIS,MYRRHIS,MYRRHIS,,Myrrhis sp.,7,0,0,,0,0,,N,U,24060
APIACEA,MYRRODO,MYRRODO,MYRRODO,,Myrrhis odorata,7,0,0,,0,0,sweet cicely,E,U,24059
PTERIGN,MYURELL,MYURELL,MYURELL,,Myurella sp.,9,0,0,,0,0,mouse-tail moss,N,U,20673
PTERIGN,MYURJUL,MYURJUL,MYURJUL,,Myurella julacea,9,0,0,6,0,0,small mouse-tail moss,N,U,20670
PTERIGN,MYURSIB,MYURSIB,MYURSIB,,Myurella sibirica,9,0,0,,0,0,,N,U,20671
PTERIGN,MYURSIB2,MYURSIB,MYURSIB,,Myurella sibirica var. tenella,9,0,0,,0,0,,,S,20672
PTERIGN,MYURTEN,MYURTEN,MYURTEN,,Myurella tenerrima,9,0,0,,0,0,dwarf mouse-tail moss,N,U,20674
NAJADAC,NAJADA,NAJADAC,NAJADAC,,Najadaceae,7,0,0,,0,0,,N,U,18470
NAJADAC,NAJAFLE,NAJAFLE,NAJAFLE,,Najas flexilis,7,5,6,7,0,5,wavy water nymph,N,U,18471
NAJADAC,NAJAS,NAJAS,NAJAS,,Najas sp.,7,0,0,,0,0,,N,U,17810
NOTUSED,NANOPEL,NANOPEL,NANOPEL,,Nanostictis peltigerae,11,0,0,,0,0,,N,U,23153
NOTUSED,NANOSTI,NANOSTI,NANOSTI,,Nanostictis sp.,11,0,0,,0,0,,N,U,23154
LILIACE,NARCISS,NARCISS,NARCISS,,Narcissus sp.,7,0,0,,0,0,,E,U,17813
