"Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at"
-4.9,4.8,15,4.5,-11.8,-4.2,5.2,-3,5.5683445037611,5.31811999384422,5.50125821054473,5.52545293913178
-4.6,4.9,15.1,4.8,-11.8,-4.5,5,-3,5.54907608489522,5.30826769740121,5.50938833662798,5.52146091786225
-2.1,10.4,20.7,9.4,-11.7,-2.4,6.4,-1.8,4.84418708645859,4.56434819146784,5.17614973257383,4.85981240436167
2.7,11.1,17.6,10.9,-2.5,2.2,9.9,4.4,6.96129604591017,6.4707995037826,5.99396142730657,7.02553831463852
-1.8,10.8,21.2,9.4,-10.8,-2,7,-1,5.04985600724954,4.76217393479776,5.26785815906333,5.04985600724954
-3.1,10.7,21,9.4,-13.3,-3.3,5.7,-2.8,4.81218435537242,4.43081679884331,5.11198778835654,4.85981240436167
-0.4,14.2,25.2,12.1,-7.6,1.7,10.6,1.8,4.48863636973214,4.02535169073515,4.56434819146784,4.31748811353631
-4.4,9.6,20.1,7.8,-13.2,-2.8,6.9,-1.7,5.03695260241363,4.57471097850338,5.02388052084628,5.05624580534831
-5.5,8,18.2,6.3,-13.4,-3.6,6.1,-2.2,5.22035582507832,4.76217393479776,5.00394630594546,5.18738580584075
-5.7,8.7,18.7,6.7,-13.6,-3.5,6.5,-2,5.15329159449778,4.7361984483945,4.97673374242057,5.13579843705026
-5.3,9.1,20.1,7.6,-14,-3.3,6.3,-2.3,5.13579843705026,4.68213122712422,4.99043258677874,5.12989871492307
-5.7,8.8,19.8,7.2,-14.4,-3.6,6.4,-2.3,5.2257466737132,4.79579054559674,5.01727983681492,5.20948615284142
-7.4,7.8,19,5.8,-15.6,-4.4,4.7,-3.3,4.99043258677874,4.68213122712422,5.21493575760899,5.06890420222023
-0.3,13.7,24.8,11.7,-7.3,1.2,10.1,1.5,4.59511985013459,4.34380542185368,4.7361984483945,4.59511985013459
0.1,14.5,25.3,12.5,-7.3,1.7,11.3,2,4.43081679884331,3.98898404656427,4.48863636973214,4.33073334028633
-1.8,9.1,20.3,8.9,-8.5,-1.4,7.3,-0.2,5.08140436498446,4.75359019110636,4.8283137373023,4.87519732320115
-1.8,9.1,20.2,8.9,-8.6,-1.4,7.3,-0.2,5.08140436498446,4.75359019110636,4.8283137373023,4.87519732320115
-4.1,5.3,15.3,5.6,-11,-5,4,-2.8,5.79909265446053,5.12989871492307,5.08140436498446,5.61312810638807
-1.5,8.8,18.9,8.5,-9.1,-2.6,5.9,-0.8,5.74620319054015,5.06890420222023,4.71849887129509,5.65599181081985
-0.2,11.9,23.1,11.4,-7.5,0.6,9.5,1.2,4.87519732320115,4.75359019110636,4.71849887129509,4.60517018598809
-1,10.2,21.2,10.1,-8.6,-0.7,8.2,0.2,5.08759633523238,4.91998092582813,4.81218435537242,4.78749174278205
-1.3,9.5,20.3,9.5,-9.1,-1.3,7.5,-0.3,5.17614973257383,4.99043258677874,4.85981240436167,4.86753445045558
-2.2,8.9,19.7,8.9,-9.7,-1.9,6.9,-0.8,5.33753807970132,5.12989871492307,4.89783979995091,5.01063529409626
-2.6,8.4,19.6,8.5,-10.9,-2.7,6.2,-2.1,5.38449506278909,5.13579843705026,4.93447393313069,5.05624580534831
-3.2,5.8,16.6,6.5,-11.6,-4.5,4.4,-2.9,5.40717177146012,5.19295685089021,5.03043792139244,5.0998664278242
-1.3,9.6,21,9.8,-9.9,-1.7,7.1,-1.1,5.04342511691925,4.89034912822175,4.78749174278205,4.70048036579242
-0.5,11.2,22.5,10.9,-8.6,-0.3,8.6,0.1,4.87519732320115,4.77068462446567,4.80402104473326,4.61512051684126
-1.7,9.1,19.8,9.1,-9.4,-1.7,7.1,-0.5,5.29831736654804,5.09375020080676,4.89034912822175,4.97673374242057
-1.5,9.8,20.7,9.6,-8.8,-1.2,7.6,-0.2,5.2257466737132,5.06259503302697,4.86753445045558,4.92725368515721
-2.6,7.5,18.7,7.8,-10.8,-3.3,5.5,-2.2,5.44241771052179,5.2040066870768,5.02388052084628,5.12396397940326
-0.6,10.8,22,10.6,-9,-0.6,8.3,-0.3,4.91998092582813,4.79579054559674,4.80402104473326,4.65396035015752
-1.1,9.9,21.1,9.9,-9.5,-1.3,7.6,-0.8,5.02388052084628,4.88280192258637,4.84418708645859,4.74493212836325
-2.3,10,20.4,8.5,-11.7,-3.5,5.2,-2.3,5.06890420222023,4.8283137373023,5.29330482472449,5.08140436498446
-2.7,9.1,19.6,8,-11.8,-3.8,4.8,-2.6,5.03695260241363,4.85981240436167,5.31320597904179,5.08140436498446
-2.5,9.3,19.7,8.1,-11.9,-3.8,4.7,-2.7,5.03695260241363,4.83628190695148,5.30826769740121,5.08759633523238
-2.6,9.9,20.2,8.6,-11.5,-2.9,5.7,-2.1,4.9416424226093,4.72738781871234,5.24174701505964,4.96284463025991
-2.4,9.8,20.1,8.4,-11.6,-3.3,5.2,-2.4,4.969813299576,4.81218435537242,5.28826703069454,5.01727983681492
-2.4,9.7,20,8.6,-11.6,-3,5.6,-2.2,4.91265488573605,4.7361984483945,5.23644196282995,4.93447393313069
-2.2,10,20.4,8.7,-11.5,-3.2,5.3,-2.3,4.94875989037817,4.77068462446567,5.28826703069454,4.99043258677874
-3.9,7.4,17.8,6.4,-11.8,-4.1,4.7,-2.9,5.31811999384422,5.08140436498446,5.3890717298165,5.32300997913841
-3.6,8.1,18.7,7,-11.7,-3.7,5,-2.6,5.29330482472449,5.04342511691925,5.3890717298165,5.28826703069454
-3.6,7.8,18.3,6.8,-11.7,-3.9,4.8,-2.8,5.28320372873799,5.03695260241363,5.37989735354046,5.28826703069454
-3.6,8.1,18.6,7,-11.6,-3.7,5.1,-2.6,5.27299955856375,5.02388052084628,5.37527840768417,5.27299955856375
-3.9,7.3,17.6,6.4,-11.7,-4,4.7,-2.9,5.30330490805908,5.06259503302697,5.37989735354046,5.30330490805908
-2.9,9,19.4,7.8,-11.7,-3.7,4.9,-2.6,5.0998664278242,4.90527477843843,5.32787616878958,5.12396397940326
-2.9,9,19.4,7.7,-11.7,-3.7,4.9,-2.6,5.0998664278242,4.90527477843843,5.32300997913841,5.12396397940326
-3.6,8,18.5,6.9,-11.6,-3.7,5,-2.6,5.27811465923052,5.03043792139244,5.37989735354046,5.27811465923052
-3.8,7.5,17.8,6.5,-11.7,-3.9,4.9,-2.8,5.33753807970132,5.08759633523238,5.40267738187228,5.33271879326537
-3.3,8.7,19.1,7.4,-11.5,-3.4,5.3,-2.4,5.25749537202778,5.00394630594546,5.36597601502185,5.25227342804663
-4.1,6.5,16.9,5.8,-11.7,-4.1,5.1,-2.7,5.4510384535657,5.2040066870768,5.44673737166631,5.42053499927229
-3.7,7.9,18.4,6.9,-11.3,-3.1,6.1,-2,5.29330482472449,5.08140436498446,5.38449506278909,5.28826703069454
-3.1,9.1,19.7,7.7,-11,-2.5,6.5,-1.6,5.20948615284142,4.97673374242057,5.31811999384422,5.19295685089021
-3.4,8.1,18.6,7,-11.2,-3,6.2,-1.9,5.31811999384422,5.09375020080676,5.38449506278909,5.31811999384422
-4.4,6.5,17,5.7,-11.7,-4,5.2,-2.7,5.50533153593236,5.2257466737132,5.4510384535657,5.47646355193151
-3.9,6.7,17,6,-11.6,-3.8,5.4,-2.5,5.41164605185504,5.16478597392351,5.43372200355424,5.38449506278909
-2.7,10,20.6,8.4,-10.9,-2.3,6.4,-1.5,5.13579843705026,4.86753445045558,5.27811465923052,5.09375020080676
-3.6,7.5,17.9,6.5,-12,-4.2,4.8,-2.8,5.36129216570943,5.11799381241676,5.40717177146012,5.35658627467201
-2.5,8.9,19.4,7.8,-11.9,-3.9,4.9,-2.5,5.24174701505964,5.01063529409626,5.34710753071747,5.24702407216049
-3.9,7.1,17.4,6.2,-12,-4.2,4.8,-2.9,5.42053499927229,5.15905529921453,5.42934562895444,5.40717177146012
0,10.9,20.1,9.2,-5.1,1,9.5,3.1,6.64509096950564,5.73979291217923,5.18738580584075,6.59987049921284
-3.8,9.8,20.3,8,-11.9,-2.5,6.8,-1.5,5.48479693349065,4.9416424226093,5.27299955856375,5.46383180502561
-2.9,10,20.2,8.3,-9.7,-1.1,7.4,0.2,5.26269018890489,4.51085950651685,4.78749174278205,5.94542060860658
-0.5,9.2,18.4,8.2,-5.9,0,8.7,2.2,6.83410873881384,6.11809719804135,5.67332326717149,6.82979373751242
-4.1,10.3,20.7,8,-12.4,-2,7.6,-1.1,5.2257466737132,4.77912349311153,5.12989871492307,5.25749537202778
-3.2,11.1,21.3,8.7,-12,-1.6,7.8,-0.8,5.26785815906333,4.84418708645859,5.18738580584075,5.35658627467201
-5.4,6.8,17.8,5.7,-12.9,-3.8,5.9,-2.1,5.77765232322266,5.48893772615669,5.55295958492162,5.87493073085203
-6,9.2,20.5,7.7,-16.3,-3.6,7.2,-2.6,4.48863636973214,4.51085950651685,5.31811999384422,4.76217393479776
-6,7.8,18.9,6.4,-14.9,-3.6,7,-2.3,4.72738781871234,4.64439089914137,5.35185813347607,4.95582705760126
-6.2,8.1,19.4,6.7,-15.8,-3.9,7.1,-2.8,4.69134788222914,4.62497281328427,5.35185813347607,4.91998092582813
-5.9,8.5,19.8,7.1,-15.6,-3.6,7.1,-2.6,4.75359019110636,4.64439089914137,5.34710753071747,4.9416424226093
-6,9,20,7.2,-16,-3.7,7,-2.6,4.48863636973214,4.49980967033027,5.32787616878958,4.7361984483945
-7.1,7.2,18.4,5.7,-16.5,-4,7,-3.1,4.48863636973214,4.48863636973214,5.39362754635236,4.76217393479776
-2.7,8.9,19,7.7,-10.6,-2.4,6.4,-1.7,4.96284463025991,4.74493212836325,5.12396397940326,4.96284463025991
-2.8,8.3,18.2,7.3,-11.3,-3.2,5.7,-2.3,4.969813299576,4.78749174278205,5.18738580584075,4.99043258677874
-2.2,8.5,17.7,6.9,-8.6,-1.7,6.8,0,6.13772705408623,5.15905529921453,5.23644196282995,6.1527326947041
-3.2,9.8,20.3,8.3,-11.7,-2.6,6.5,-1.4,5.59842195899838,5.12989871492307,5.50938833662798,5.61312810638807
-3.5,8.3,18.6,7.1,-11.5,-2.9,6.2,-1.6,5.8111409929767,5.26269018890489,5.63121178182137,5.74939298590825
-3.6,9.5,19.9,7.7,-11.6,-2.4,6.9,-1.1,5.71042701737487,5.20948615284142,5.59842195899838,5.79909265446053
-4,7.7,18.1,6.5,-11.6,-3,6.2,-1.6,5.89440283426485,5.35658627467201,5.68357976733868,5.91079664404053
-3.8,9,19.5,7.5,-11.8,-2.5,6.7,-1.3,5.75257263882563,5.28320372873799,5.60947179518496,5.8406416573734
-3.3,10.7,21.2,8.6,-11.6,-1.9,7.3,-0.7,5.51342874616498,5.08759633523238,5.50533153593236,5.68017260901707
-3.4,10.5,21,8.6,-11.9,-1.9,7.3,-0.7,5.59098698051086,5.18738580584075,5.51745289646471,5.70711026474888
-3.4,10.5,21.1,8.6,-11.9,-1.9,7.3,-0.7,5.58724865840025,5.18178355029209,5.51342874616498,5.7037824746562
-4.3,8.2,19,6.7,-12.1,-2.9,6.6,-1.3,5.86929691313377,5.4510384535657,5.67332326717149,5.99893656194668
-3.3,9.4,19.7,7.6,-11.3,-2.1,6.9,-1,5.75257263882563,5.14166355650266,5.61312810638807,5.6970934865054
-3.6,9.4,19.8,7.6,-11.5,-2.2,7,-0.9,5.73009978297357,5.13579843705026,5.59842195899838,5.71702770140622
-3.6,10.2,20.7,8.3,-12,-2.1,7.3,-0.9,5.60947179518496,5.17614973257383,5.50938833662798,5.70711026474888
-3.7,8.1,18.3,7.7,-12.4,-3.4,5.9,-1.4,5.00394630594546,4.31748811353631,4.9416424226093,5.03043792139244
-4,8.3,18.6,7.5,-12.4,-3.5,5.9,-1.6,4.81218435537242,4.34380542185368,5.01727983681492,4.96284463025991
-2.4,7.6,18.4,7.8,-9.5,-2.8,5.4,-1.4,5.42934562895444,4.84418708645859,4.89783979995091,5.14166355650266
-1.6,9,19.9,9,-9.1,-2.1,6.2,-0.9,5.26269018890489,4.71849887129509,4.83628190695148,4.95582705760126
-1.6,8.7,19.5,8.9,-8.8,-1.9,6.4,-0.5,5.24702407216049,4.7361984483945,4.84418708645859,4.969813299576
-5.6,7.6,17.4,5.1,-14.1,-4.4,4.9,-2.8,5.44673737166631,4.67282883446191,5.14749447681345,5.62401750618734
-1.4,8.8,19.5,9.2,-8.8,-2.6,5.8,-1,5.78382518232974,5.15329159449778,4.80402104473326,5.41610040220442
-2.7,7.7,18.7,7.8,-9.9,-2.9,5.6,-1.6,5.53733426701854,4.85981240436167,4.91998092582813,5.24174701505964
-2.5,6.4,16.1,7.1,-9.1,-3.9,4.8,-1.8,6.15697898558556,5.44673737166631,4.91265488573605,5.83188247728352
-1.9,7.5,17.3,8,-9,-3.2,5.6,-1.5,5.97888576490112,5.34710753071747,4.62497281328427,5.605802066296
-1.8,8.6,19.5,8.8,-9.2,-2.2,6.1,-0.9,5.29330482472449,4.7361984483945,4.84418708645859,4.99043258677874
-1.9,8,18.8,8.3,-9,-2.3,6.1,-0.8,5.29330482472449,4.80402104473326,4.89034912822175,5.02388052084628
-1.7,7.7,18.2,8.2,-9.2,-3,5.6,-1.2,5.45958551414416,4.91998092582813,4.92725368515721,5.18738580584075
-2.4,5.7,16.2,6.5,-9.5,-3.8,4.9,-1.7,5.4510384535657,5.04985600724954,4.86753445045558,5.13579843705026
-1.2,10.1,20.6,10,-8.7,-1.8,6.6,-0.6,5.44241771052179,4.83628190695148,4.77068462446567,5.15329159449778
-2.5,6.4,16.1,7.1,-9.1,-3.8,4.8,-1.8,6.16961073249146,5.45958551414416,4.91998092582813,5.84354441703136
-2,6.1,16,6.9,-9,-3.9,4.9,-1.7,6.10031895202006,5.39362754635236,4.87519732320115,5.77455154554441
-2.4,6.2,15.9,7,-9.1,-3.9,4.8,-1.8,6.20253551718792,5.48479693349065,4.94875989037817,5.87493073085203
-2.4,6.3,16.2,7.2,-8.9,-3.6,5.1,-1.6,6.21860011969173,5.50938833662798,4.969813299576,5.89440283426485
-2.3,6.6,16.5,7.4,-9.2,-3.6,5,-1.8,6.17586727010576,5.47227067367148,4.89783979995091,5.8111409929767
-2.4,6.3,16.2,7.2,-9.2,-3.8,4.9,-1.8,6.18414889093748,5.47227067367148,4.89783979995091,5.82008293035236
-2.5,5.9,15.7,6.9,-9.2,-4,4.7,-1.9,6.25190388316589,5.54517744447956,4.97673374242057,5.88887795833288
-2.1,7.9,18.7,8.1,-9.1,-2.3,6,-1,5.34233425196481,4.83628190695148,4.89034912822175,5.08759633523238
-1.6,9.5,20.4,9.5,-9.6,-2.3,5.7,-1.3,5.19295685089021,4.66343909411207,4.79579054559674,4.92725368515721
-2,8.9,19.7,9,-9.7,-2.5,5.5,-1.4,5.28826703069454,4.70048036579242,4.82028156560504,5.01727983681492
-1.7,8.5,18.7,8.8,-8.9,-2.6,5.9,-1,5.72358510195238,5.06259503302697,4.82028156560504,5.42053499927229
-1.5,6.8,16.9,7.4,-8.8,-3.4,5.1,-1.5,5.74620319054015,5.05624580534831,4.91998092582813,5.36129216570943
-4.1,8.6,19.2,6.5,-12.5,-3.2,6.5,-2.4,5.64190707093811,5.14749447681345,5.37063802812766,5.5834963087817
-5.1,6.6,16.9,5.7,-14.9,-5.1,5.2,-4.3,5.23110861685459,4.74493212836325,4.85203026391962,5.2040066870768
-4.5,7.6,18.1,6.4,-14.4,-4.4,5.7,-3.7,5.26785815906333,4.69134788222914,4.75359019110636,5.11198778835654
-1.6,7.7,18.3,8.2,-9.2,-2.9,5.6,-1.2,5.44241771052179,4.88280192258637,4.91998092582813,5.17614973257383
-0.6,11.3,21.9,11.1,-9.4,-1.7,6.1,-1.1,5.32787616878958,4.49980967033027,4.54329478227,4.85981240436167
-0.7,11.2,21.9,11.1,-9.4,-1.7,6.1,-1.1,5.25227342804663,4.55387689160054,4.65396035015752,4.85203026391962
-2.5,4.7,15.1,5.9,-9.8,-4.5,4.1,-2.1,5.48893772615669,5.12989871492307,4.99721227376411,5.19295685089021
-2.7,6,15.6,6.4,-10.6,-4,5,-2,5.48063892334199,4.89783979995091,4.67282883446191,5.19849703126583
-0.9,10.7,21.2,10.5,-9.7,-2,5.9,-1.3,5.26269018890489,4.4188406077966,4.36944785246702,4.77068462446567
-0.9,10.2,20.4,10.1,-9.5,-2.4,5.8,-1.4,5.57594910314632,4.8283137373023,4.54329478227,5.16478597392351
-3.1,8.2,18.4,7.3,-10.8,-2.8,6.7,-1.4,5.22035582507832,4.95582705760126,5.08140436498446,5.10594547390058
-3.9,6.4,16.2,6.2,-11.5,-3.9,5.3,-2.3,5.76832099579377,5.17614973257383,5.19295685089021,5.61312810638807
-3.9,6.5,16.3,6.3,-11.5,-3.9,5.3,-2.3,5.75890177387728,5.17048399503815,5.19295685089021,5.6021188208797
-3.2,7.6,17.4,7.2,-11.1,-3.4,5.5,-2,5.63835466933375,5.08759633523238,5.15905529921453,5.48893772615669
-1.5,9.5,20.5,8.9,-7.5,-0.2,8.9,0.9,5.53733426701854,4.91265488573605,4.85981240436167,5.29330482472449
-1.6,9.3,20.3,8.7,-7.5,-0.3,9,1,5.55295958492162,4.91998092582813,4.85981240436167,5.30826769740121
-1.6,9.1,20.1,8.5,-7.5,-0.3,8.9,0.9,5.54517744447956,4.93447393313069,4.89783979995091,5.30330490805908
-1.7,9.3,20.1,8.7,-7.7,-0.5,8.7,0.7,5.57972982598622,4.9416424226093,4.86753445045558,5.33753807970132
-2,8.7,19.6,8.2,-8,-0.9,8.4,0.4,5.62401750618734,4.969813299576,4.89034912822175,5.3890717298165
-2.6,8.2,18.2,7.9,-10,-2.5,6.4,-1,5.68017260901707,5.07517381523383,5.08759633523238,5.50533153593236
-1.4,9.4,20,9,-8.3,-0.9,8,0.4,5.61312810638807,5.04985600724954,5.05624580534831,5.42053499927229
-2.8,7.9,17.8,7.6,-10.9,-3.1,5.7,-1.7,5.605802066296,5.01063529409626,5.06890420222023,5.4510384535657
-1.5,11.4,22.3,10,-7.9,0.1,9.4,1,5.17614973257383,4.77912349311153,4.98360662170834,5.04342511691925
-1.1,11.7,22.7,10.4,-7.4,0.5,9.8,1.4,5.2040066870768,4.79579054559674,4.94875989037817,5.04985600724954
-0.6,12.9,24.1,11.3,-6.3,1.4,10.5,2.1,4.99043258677874,4.65396035015752,4.80402104473326,4.8283137373023
-2,8.4,18.3,8.1,-9.4,-1.9,7.7,-0.1,5.72031177660741,5.15329159449778,5.04342511691925,5.52545293913178
-2.2,7.8,17.4,7.7,-9.9,-2.4,7.4,-0.4,5.78689738136671,5.21493575760899,5.07517381523383,5.5834963087817
-2.4,7.2,16.7,7.3,-10.2,-2.8,7.1,-0.6,5.84354441703136,5.24174701505964,5.08140436498446,5.63835466933375
-2.4,7.9,18.7,7.5,-8.9,-2,7.3,-0.5,5.72031177660741,5.07517381523383,5.00394630594546,5.51342874616498
-3,6.8,17.6,6.4,-9.5,-2.6,6.7,-1,5.8111409929767,5.12396397940326,5.01727983681492,5.57215403217776
-3.3,6.3,17.2,6,-9.8,-2.9,6.3,-1.3,5.84932477994686,5.14166355650266,5.01063529409626,5.6021188208797
-2.8,7.5,17.4,7.3,-10.8,-3.4,5.4,-2.1,5.68357976733868,5.04985600724954,5.05624580534831,5.51745289646471
-2.9,7.4,17.2,7.1,-10.9,-3.5,5.3,-2.1,5.71042701737487,5.06890420222023,5.06890420222023,5.54517744447956
-2.9,7.4,17.2,7.1,-10.9,-3.5,5.3,-2.1,5.70711026474888,5.06890420222023,5.06890420222023,5.54126354515843
-3.9,6.3,16.1,6.1,-11.5,-3.9,5.3,-2.3,5.77455154554441,5.17614973257383,5.19295685089021,5.61677109766657
-2.9,9.1,19.5,7.5,-10.8,-2.4,6.6,-1.5,5.25749537202778,5.03043792139244,5.34233425196481,5.25749537202778
-3.3,8.7,19.2,7.4,-11.1,-2.8,6.3,-1.8,5.24702407216049,5.01063529409626,5.34233425196481,5.2257466737132
-2.5,9.5,19.8,8.3,-11.7,-3.4,5.2,-2.4,4.969813299576,4.81218435537242,5.29330482472449,5.00394630594546
-2.2,10.1,20.5,8.8,-11.5,-3.1,5.3,-2.2,4.92725368515721,4.76217393479776,5.28320372873799,4.96284463025991
-2.3,10.1,20.5,8.7,-11.5,-3.1,5.4,-2.2,4.9416424226093,4.76217393479776,5.28320372873799,4.97673374242057
-2.2,10.1,20.4,8.7,-11.5,-3.3,5.2,-2.3,4.969813299576,4.79579054559674,5.29330482472449,5.01063529409626
-2.7,9.4,19.8,8.1,-11.6,-3.4,5.1,-2.4,5.03043792139244,4.84418708645859,5.30330490805908,5.06259503302697
-2.7,9.4,19.8,8.1,-11.6,-3.4,5.1,-2.4,5.03043792139244,4.84418708645859,5.30330490805908,5.06259503302697
-2.3,10,20.4,8.7,-11.5,-3.2,5.3,-2.3,4.969813299576,4.79579054559674,5.29330482472449,5.01063529409626
-2.7,8.9,19.2,7.8,-12,-3.9,4.9,-2.6,5.08140436498446,4.85203026391962,5.31811999384422,5.08140436498446
-2.7,8.9,19.3,7.8,-11.9,-3.9,4.9,-2.6,5.08140436498446,4.85203026391962,5.31811999384422,5.08140436498446
-2.6,9.2,19.6,8,-11.7,-3.6,5.1,-2.4,5.08140436498446,4.85981240436167,5.31320597904179,5.08759633523238
-2.6,9.3,19.8,8.1,-11.7,-3.5,5.2,-2.3,5.08759633523238,4.85203026391962,5.30330490805908,5.08759633523238
-3.6,7.1,17.3,6.5,-12.1,-4.5,4.4,-3.1,5.14749447681345,4.99721227376411,5.36129216570943,5.14166355650266
-3.2,8,18.3,7.2,-12,-4.1,4.6,-2.8,5.08759633523238,4.9416424226093,5.33271879326537,5.10594547390058
-2.1,10.3,20.7,8.9,-11.5,-3.1,5.3,-2.2,4.9416424226093,4.77068462446567,5.28320372873799,4.98360662170834
-2.7,8.9,19.2,7.8,-11.9,-3.9,4.7,-2.7,5.03695260241363,4.85981240436167,5.32300997913841,5.06890420222023
-2.4,10.2,20.7,8.6,-11.3,-2.7,6,-1.8,5.08140436498446,4.81218435537242,5.27299955856375,5.04342511691925
-2.4,10.1,20.6,8.6,-11.3,-2.7,6,-1.8,5.08759633523238,4.82028156560504,5.27811465923052,5.04985600724954
-3.6,8,18.3,6.9,-11.6,-3.6,5.2,-2.6,5.30826769740121,5.05624580534831,5.39362754635236,5.30330490805908
-4.1,6.4,16.8,5.8,-11.5,-3.8,5.3,-2.6,5.51342874616498,5.24174701505964,5.4553211153577,5.48063892334199
-4,6.6,17,5.9,-11.5,-3.8,5.4,-2.6,5.50125821054473,5.23110861685459,5.4510384535657,5.47227067367148
-4.1,6.4,16.9,5.8,-11.6,-3.8,5.3,-2.7,5.50533153593236,5.24174701505964,5.4553211153577,5.47646355193151
-5,5.1,15.3,4.5,-12,-4.7,4.7,-3.3,5.54907608489522,5.27811465923052,5.4971682252932,5.54126354515843
-5,4.6,14.7,4.4,-11.8,-4.6,4.7,-3.2,5.57594910314632,5.32300997913841,5.50533153593236,5.53733426701854
-2.8,9,19.5,7.7,-11.9,-3.8,4.9,-2.6,5.19849703126583,4.97673374242057,5.33271879326537,5.21493575760899
-2.4,9.7,20.2,8.3,-11.7,-3.5,5.2,-2.4,5.08140436498446,4.85203026391962,5.29831736654804,5.09375020080676
-2,10.7,21.1,9.2,-11.4,-2.8,5.6,-2,4.8283137373023,4.67282883446191,5.26269018890489,4.89034912822175
-2.3,10.1,20.5,8.7,-11.5,-3.1,5.4,-2.2,4.95582705760126,4.77912349311153,5.28826703069454,4.99721227376411
-3.7,7.7,18,6.7,-11.7,-4,4.8,-2.9,5.26785815906333,5.03695260241363,5.37063802812766,5.27299955856375
-3.4,8.2,18.6,7.1,-11.7,-3.9,4.8,-2.7,5.19849703126583,4.97673374242057,5.34710753071747,5.20948615284142
-3.3,8.3,18.7,7.1,-11.7,-3.9,4.8,-2.8,5.15905529921453,4.95582705760126,5.33753807970132,5.18178355029209
-3.5,8.2,18.6,7,-11.6,-3.7,5.1,-2.6,5.27811465923052,5.03043792139244,5.37989735354046,5.27811465923052
-4.3,6.3,16.7,5.7,-11.7,-4,5.3,-2.8,5.50938833662798,5.24702407216049,5.45958551414416,5.49306144334055
-4.1,6.5,16.9,5.8,-11.6,-3.9,5.5,-2.6,5.4971682252932,5.24174701505964,5.4510384535657,5.48063892334199
-2.7,10.1,20.7,8.4,-10.7,-2.1,6.7,-1.3,5.13579843705026,4.87519732320115,5.27299955856375,5.10594547390058
-2.6,10,20.6,8.4,-11.1,-2.6,6.2,-1.7,5.11198778835654,4.85203026391962,5.28320372873799,5.07517381523383
-2.6,10.3,21,8.6,-10.9,-2.2,6.5,-1.4,5.11198778835654,4.84418708645859,5.26785815906333,5.07517381523383
-3.8,7.5,18,6.5,-11.7,-3.7,5.4,-2.5,5.39816270151775,5.12396397940326,5.41610040220442,5.37527840768417
-4.9,5,15.4,4.7,-12.3,-5,4.2,-3.4,5.50938833662798,5.25227342804663,5.48479693349065,5.49306144334055
-2.2,10.3,20.7,8.7,-11.6,-3.3,5.4,-2.2,5.06259503302697,4.82028156560504,5.28826703069454,5.08140436498446
-2.2,10.2,20.6,8.7,-11.6,-3.4,5.3,-2.3,5.06890420222023,4.82028156560504,5.28826703069454,5.08140436498446
-2.7,9.1,19.6,7.9,-11.8,-3.8,5,-2.5,5.0998664278242,4.86753445045558,5.31320597904179,5.10594547390058
-2.4,9.8,20.2,8.4,-11.7,-3.5,5.2,-2.4,5.07517381523383,4.83628190695148,5.29831736654804,5.08759633523238
-3.9,7.4,17.9,6.5,-11.7,-3.8,5.1,-2.6,5.40267738187228,5.13579843705026,5.42053499927229,5.3890717298165
-3.7,7.9,18.4,6.8,-11.7,-3.7,5.1,-2.5,5.35185813347607,5.08759633523238,5.40267738187228,5.33753807970132
-3.9,7.4,17.9,6.5,-11.8,-3.9,4.9,-2.7,5.39816270151775,5.13579843705026,5.42053499927229,5.38449506278909
-3.3,8.5,19,7.3,-11.8,-3.9,4.8,-2.7,5.17048399503815,4.94875989037817,5.33753807970132,5.19295685089021
-2.6,8.8,19.3,7.7,-11.9,-3.9,5,-2.5,5.26785815906333,5.03043792139244,5.35185813347607,5.26269018890489
-4,7.3,17.8,6.4,-11.7,-3.7,5.4,-2.4,5.41164605185504,5.15905529921453,5.42053499927229,5.38449506278909
-2.9,8.7,19.3,7.5,-11.9,-3.9,4.8,-2.6,5.27299955856375,5.03695260241363,5.35658627467201,5.27811465923052
-3.9,7.5,18,6.5,-11.6,-3.5,5.6,-2.3,5.3890717298165,5.14166355650266,5.41164605185504,5.36597601502185
-4.5,5.3,15.5,5,-11.9,-4.5,5,-2.9,5.54126354515843,5.28826703069454,5.4971682252932,5.50938833662798
-4.7,4.8,15,4.7,-11.8,-4.6,4.9,-3,5.55682806169954,5.31320597904179,5.51342874616498,5.52942908751142
-4.2,6.2,16.5,5.7,-11.6,-3.9,5.4,-2.6,5.46806014113513,5.21493575760899,5.4553211153577,5.42934562895444
-1.6,8.9,19.8,9,-9.1,-2.1,6.2,-0.9,5.26785815906333,4.71849887129509,4.83628190695148,4.95582705760126
-1.7,7.2,17.7,7.8,-9.2,-3.1,5.5,-1.3,5.51342874616498,4.96284463025991,4.92725368515721,5.23110861685459
-2.5,8.2,18.7,7.4,-9.9,-2.6,6.8,-1.1,5.64897423816121,5.35658627467201,5.3890717298165,5.54907608489522
-2.4,8.2,18.6,7.8,-9.9,-2.6,6.5,-1.2,5.51342874616498,5.27299955856375,5.35185813347607,5.42934562895444
-0.9,12.6,23.8,10.5,-6.3,1,9.7,2.1,5.88610403145016,5.20948615284142,5.08759633523238,5.54907608489522
