,Source,BGC,SS_NoSpace,Edatopic
2830,BECv13,CWHds2,CWHds2/Wb51,B7
2831,BECv13,CWHds2,CWHds2/Ws56,E7
2832,BECv13,CWHds2,CWHds2/Ws56,D7
2833,BECv13,CWHds2,CWHds2/Ws56,C7
2834,USA_2019,CWHmh_OR,CWHmh_OR/101,D4
2835,USA_2019,CWHmh_OR,CWHmh_OR/101,D3
2836,USA_2019,CWHmh_OR,CWHmh_OR/101,C4
2837,USA_2019,CWHmh_OR,CWHmh_OR/101,C3
2838,USA_2019,CWHmh_OR,CWHmh_OR/101,B4
2839,USA_2019,CWHmh_OR,CWHmh_OR/101,B3
2840,USA_2019,CWHmh_OR,CWHmh_OR/102,D1
2841,USA_2019,CWHmh_OR,CWHmh_OR/102,C1
2842,USA_2019,CWHmh_OR,CWHmh_OR/102,B1
2843,USA_2019,CWHmh_OR,CWHmh_OR/102,A1
2844,USA_2019,CWHmh_OR,CWHmh_OR/103,D2
2845,USA_2019,CWHmh_OR,CWHmh_OR/103,C2
2846,USA_2019,CWHmh_OR,CWHmh_OR/103,B2
2847,USA_2019,CWHmh_OR,CWHmh_OR/103,A2
2848,USA_2019,CWHmh_OR,CWHmh_OR/110,C5
2849,USA_2019,CWHmh_OR,CWHmh_OR/110,B5
2850,USA_2019,CWHmh_OR,CWHmh_OR/111,C6
2851,USA_2019,CWHmh_OR,CWHmh_OR/111,B6
2852,USA_2019,CWHmh_OR,CWHmh_OR/112,E5
2853,USA_2019,CWHmh_OR,CWHmh_OR/112,D5
2854,USA_2019,CWHmh_OR,CWHmh_OR/113,E6
2855,USA_2019,CWHmh_OR,CWHmh_OR/113,D6
2856,Add_2021,CWHmh_OR,CWHmh_OR/Ro,A0
2857,Add_2021,CWHmh_OR,CWHmh_OR/Ro,B0
2858,BECv13,CWHmm1,CWHmm1/101,A3
2859,BECv13,CWHmm1,CWHmm1/101,A4
2860,BECv13,CWHmm1,CWHmm1/101,B4
2861,BECv13,CWHmm1,CWHmm1/101,C3
2862,BECv13,CWHmm1,CWHmm1/101,B3
2863,BECv13,CWHmm1,CWHmm1/101,C4
2864,BECv13,CWHmm1,CWHmm1/101a,A3
2865,BECv13,CWHmm1,CWHmm1/101a,A4
2866,BECv13,CWHmm1,CWHmm1/101a,C4
2867,BECv13,CWHmm1,CWHmm1/101a,C3
2868,BECv13,CWHmm1,CWHmm1/101a,B3
2869,BECv13,CWHmm1,CWHmm1/101a,B4
2870,BECv13,CWHmm1,CWHmm1/101b,A4
2871,BECv13,CWHmm1,CWHmm1/101b,B4
2872,BECv13,CWHmm1,CWHmm1/101b,C4
2873,BECv13,CWHmm1,CWHmm1/101b,C3
2874,BECv13,CWHmm1,CWHmm1/101b,B3
2875,BECv13,CWHmm1,CWHmm1/101b,A3
2876,BECv13,CWHmm1,CWHmm1/102,A1
2877,BECv13,CWHmm1,CWHmm1/102,B1
2878,BECv13,CWHmm1,CWHmm1/102,C1
2879,BECv13,CWHmm1,CWHmm1/102,C0
2880,BECv13,CWHmm1,CWHmm1/102,B0
2881,BECv13,CWHmm1,CWHmm1/102,A0
2882,BECv13,CWHmm1,CWHmm1/103,A1
2883,BECv13,CWHmm1,CWHmm1/103,A2
2884,BECv13,CWHmm1,CWHmm1/103,B2
2885,BECv13,CWHmm1,CWHmm1/103,C2
2886,BECv13,CWHmm1,CWHmm1/103,C1
2887,BECv13,CWHmm1,CWHmm1/103,B1
2888,BECv13,CWHmm1,CWHmm1/104,D2
2889,BECv13,CWHmm1,CWHmm1/104,D3
2890,BECv13,CWHmm1,CWHmm1/104,E3
2891,BECv13,CWHmm1,CWHmm1/104,E2
2892,BECv13,CWHmm1,CWHmm1/110,D4
2893,BECv13,CWHmm1,CWHmm1/110,E4
2894,BECv13,CWHmm1,CWHmm1/110,E5
2895,BECv13,CWHmm1,CWHmm1/110,D5
2896,BECv13,CWHmm1,CWHmm1/111,A5
2897,BECv13,CWHmm1,CWHmm1/111,A6
2898,BECv13,CWHmm1,CWHmm1/111,B6
2899,BECv13,CWHmm1,CWHmm1/111,C6
2900,BECv13,CWHmm1,CWHmm1/111,C5
2901,BECv13,CWHmm1,CWHmm1/111,B5
2902,BECv13,CWHmm1,CWHmm1/112,D6
2903,BECv13,CWHmm1,CWHmm1/112,E6
2904,BECv13,CWHmm1,CWHmm1/112,E5
2905,BECv13,CWHmm1,CWHmm1/112,D5
2906,BECv13,CWHmm1,CWHmm1/113,D5
2907,BECv13,CWHmm1,CWHmm1/113,E5
2908,BECv13,CWHmm1,CWHmm1/113,E6
2909,BECv13,CWHmm1,CWHmm1/113,D6
2910,BECv13,CWHmm1,CWHmm1/Fl50,D5
2911,BECv13,CWHmm1,CWHmm1/Fl50,D6
2912,BECv13,CWHmm1,CWHmm1/Fl50,E6
2913,BECv13,CWHmm1,CWHmm1/Fl50,E5
2914,BECv13,CWHmm1,CWHmm1/Fm51,D5
2915,BECv13,CWHmm1,CWHmm1/Fm51,E5
2916,BECv13,CWHmm1,CWHmm1/Fm51,E6
2917,BECv13,CWHmm1,CWHmm1/Fm51,D6
2918,BECv13,CWHmm1,CWHmm1/Ro,A0
2919,BECv13,CWHmm1,CWHmm1/Ro,B0
2920,BECv13,CWHmm1,CWHmm1/Ro,C0
2921,BECv13,CWHmm1,CWHmm1/Wb51,A7
2922,BECv13,CWHmm1,CWHmm1/Wb51,B7
2923,BECv13,CWHmm1,CWHmm1/Ws54,C7
2924,BECv13,CWHmm1,CWHmm1/Ws54,D7
2925,BECv13,CWHmm1,CWHmm1/Ws54,E7
2926,BECv13,CWHmm1,CWHmm1/Ws56,C7
2927,BECv13,CWHmm1,CWHmm1/Ws56,D7
2928,BECv13,CWHmm1,CWHmm1/Ws56,E7
2929,BECv13,CWHmm1,CWHmm1/Ws##,C7
2930,BECv13,CWHmm1,CWHmm1/Ws##,D7
2931,BECv13,CWHmm1,CWHmm1/Ws##,E7
2932,BECv13,CWHmm2,CWHmm2/101,A3
2933,BECv13,CWHmm2,CWHmm2/101,C4
2934,BECv13,CWHmm2,CWHmm2/101,C3
2935,BECv13,CWHmm2,CWHmm2/101,B3
2936,BECv13,CWHmm2,CWHmm2/101,B4
2937,BECv13,CWHmm2,CWHmm2/101,A4
2938,BECv13,CWHmm2,CWHmm2/101a,A3
2939,BECv13,CWHmm2,CWHmm2/101a,B3
2940,BECv13,CWHmm2,CWHmm2/101a,C3
2941,BECv13,CWHmm2,CWHmm2/101a,C4
2942,BECv13,CWHmm2,CWHmm2/101a,B4
2943,BECv13,CWHmm2,CWHmm2/101a,A4
2944,BECv13,CWHmm2,CWHmm2/101b,A3
2945,BECv13,CWHmm2,CWHmm2/101b,B3
2946,BECv13,CWHmm2,CWHmm2/101b,C3
2947,BECv13,CWHmm2,CWHmm2/101b,C4
2948,BECv13,CWHmm2,CWHmm2/101b,B4
2949,BECv13,CWHmm2,CWHmm2/101b,A4
2950,BECv13,CWHmm2,CWHmm2/102,A1
2951,BECv13,CWHmm2,CWHmm2/102,B1
2952,BECv13,CWHmm2,CWHmm2/102,C1
2953,BECv13,CWHmm2,CWHmm2/102,C0
2954,BECv13,CWHmm2,CWHmm2/102,B0
2955,BECv13,CWHmm2,CWHmm2/102,A0
2956,BECv13,CWHmm2,CWHmm2/103,A1
2957,BECv13,CWHmm2,CWHmm2/103,B1
2958,BECv13,CWHmm2,CWHmm2/103,C1
2959,BECv13,CWHmm2,CWHmm2/103,C2
2960,BECv13,CWHmm2,CWHmm2/103,B2
2961,BECv13,CWHmm2,CWHmm2/103,A2
2962,BECv13,CWHmm2,CWHmm2/110,D3
2963,BECv13,CWHmm2,CWHmm2/110,E3
2964,BECv13,CWHmm2,CWHmm2/110,E4
2965,BECv13,CWHmm2,CWHmm2/110,D4
2966,BECv13,CWHmm2,CWHmm2/111,A5
2967,BECv13,CWHmm2,CWHmm2/111,A6
2968,BECv13,CWHmm2,CWHmm2/111,B6
2969,BECv13,CWHmm2,CWHmm2/111,B5
2970,BECv13,CWHmm2,CWHmm2/111,C5
2971,BECv13,CWHmm2,CWHmm2/111,C6
2972,BECv13,CWHmm2,CWHmm2/112,C5
2973,BECv13,CWHmm2,CWHmm2/112,C6
2974,BECv13,CWHmm2,CWHmm2/112,D5
2975,BECv13,CWHmm2,CWHmm2/112,D6
2976,BECv13,CWHmm2,CWHmm2/112,E5
2977,BECv13,CWHmm2,CWHmm2/113,E6
2978,BECv13,CWHmm2,CWHmm2/113,E5
2979,BECv13,CWHmm2,CWHmm2/113,D5
2980,BECv13,CWHmm2,CWHmm2/113,D6
2981,BECv13,CWHmm2,CWHmm2/Ro,A0
2982,BECv13,CWHmm2,CWHmm2/Ro,B0
2983,BECv13,CWHmm2,CWHmm2/Ro,C0
2984,BECv13,CWHmm2,CWHmm2/Wb51,A7
2985,BECv13,CWHmm2,CWHmm2/Wb51,B7
2986,BECv13,CWHmm2,CWHmm2/Ws55,C7
2987,BECv13,CWHmm2,CWHmm2/Ws55,D7
2988,BECv13,CWHmm2,CWHmm2/Ws55,E7
2989,USA_2019,CWHms_OR,CWHms_OR/101,D4
2990,USA_2019,CWHms_OR,CWHms_OR/101,D3
2991,USA_2019,CWHms_OR,CWHms_OR/101,C4
2992,USA_2019,CWHms_OR,CWHms_OR/101,C3
2993,USA_2019,CWHms_OR,CWHms_OR/101,B4
2994,USA_2019,CWHms_OR,CWHms_OR/101,B3
2995,USA_2019,CWHms_OR,CWHms_OR/102,D1
2996,USA_2019,CWHms_OR,CWHms_OR/102,C1
2997,USA_2019,CWHms_OR,CWHms_OR/102,B1
2998,USA_2019,CWHms_OR,CWHms_OR/102,A1
2999,USA_2019,CWHms_OR,CWHms_OR/103,D2
3000,USA_2019,CWHms_OR,CWHms_OR/103,C2
3001,USA_2019,CWHms_OR,CWHms_OR/103,B2
3002,USA_2019,CWHms_OR,CWHms_OR/103,A2
3003,USA_2019,CWHms_OR,CWHms_OR/110,C5
3004,USA_2019,CWHms_OR,CWHms_OR/110,B5
3005,USA_2019,CWHms_OR,CWHms_OR/111,C6
3006,USA_2019,CWHms_OR,CWHms_OR/111,B6
3007,USA_2019,CWHms_OR,CWHms_OR/112,E5
3008,USA_2019,CWHms_OR,CWHms_OR/112,D5
3009,USA_2019,CWHms_OR,CWHms_OR/113,E6
3010,USA_2019,CWHms_OR,CWHms_OR/113,D6
3011,Add_2021,CWHms_OR,CWHms_OR/Ro,A0
3012,Add_2021,CWHms_OR,CWHms_OR/Ro,B0
3013,USA_2019,CWHms_WA,CWHms_WA/101,D4
3014,USA_2019,CWHms_WA,CWHms_WA/101,D3
3015,USA_2019,CWHms_WA,CWHms_WA/101,C4
3016,USA_2019,CWHms_WA,CWHms_WA/101,C3
3017,USA_2019,CWHms_WA,CWHms_WA/101,B4
3018,USA_2019,CWHms_WA,CWHms_WA/101,B3
3019,USA_2019,CWHms_WA,CWHms_WA/102,D1
3020,USA_2019,CWHms_WA,CWHms_WA/102,C1
3021,USA_2019,CWHms_WA,CWHms_WA/102,B1
3022,USA_2019,CWHms_WA,CWHms_WA/102,A1
3023,USA_2019,CWHms_WA,CWHms_WA/103,D2
3024,USA_2019,CWHms_WA,CWHms_WA/103,C2
3025,USA_2019,CWHms_WA,CWHms_WA/103,B2
3026,USA_2019,CWHms_WA,CWHms_WA/103,A2
3027,USA_2019,CWHms_WA,CWHms_WA/110,C5
3028,USA_2019,CWHms_WA,CWHms_WA/110,B5
3029,USA_2019,CWHms_WA,CWHms_WA/111,C6
3030,USA_2019,CWHms_WA,CWHms_WA/111,B6
3031,USA_2019,CWHms_WA,CWHms_WA/112,E5
3032,USA_2019,CWHms_WA,CWHms_WA/112,D5
3033,USA_2019,CWHms_WA,CWHms_WA/113,E6
3034,USA_2019,CWHms_WA,CWHms_WA/113,D6
3035,Add_2021,CWHms_WA,CWHms_WA/Ro,A0
3036,Add_2021,CWHms_WA,CWHms_WA/Ro,B0
3037,BECv13,CWHms3,CWHms3/101,A3
3038,BECv13,CWHms3,CWHms3/101,A4
3039,BECv13,CWHms3,CWHms3/101,B4
3040,BECv13,CWHms3,CWHms3/101,B3
3041,BECv13,CWHms3,CWHms3/101,C3
3042,BECv13,CWHms3,CWHms3/101,C4
3043,BECv13,CWHms3,CWHms3/102,A0
3044,BECv13,CWHms3,CWHms3/102,A1
3045,BECv13,CWHms3,CWHms3/102,B1
3046,BECv13,CWHms3,CWHms3/102,B0
3047,BECv13,CWHms3,CWHms3/102,C0
3048,BECv13,CWHms3,CWHms3/102,C1
3049,BECv13,CWHms3,CWHms3/103,A1
3050,BECv13,CWHms3,CWHms3/103,B1
3051,BECv13,CWHms3,CWHms3/103,B2
3052,BECv13,CWHms3,CWHms3/103,C2
3053,BECv13,CWHms3,CWHms3/103,C1
3054,BECv13,CWHms3,CWHms3/103,A2
3055,BECv13,CWHms3,CWHms3/104,A3
3056,BECv13,CWHms3,CWHms3/104,A4
3057,BECv13,CWHms3,CWHms3/104,B4
3058,BECv13,CWHms3,CWHms3/104,B3
3059,BECv13,CWHms3,CWHms3/104,C3
3060,BECv13,CWHms3,CWHms3/104,C4
3061,BECv13,CWHms3,CWHms3/110,D3
3062,BECv13,CWHms3,CWHms3/110,D4
3063,BECv13,CWHms3,CWHms3/110,E4
3064,BECv13,CWHms3,CWHms3/110,E3
3065,BECv13,CWHms3,CWHms3/111,A5
3066,BECv13,CWHms3,CWHms3/111,B5
3067,BECv13,CWHms3,CWHms3/111,C5
3068,BECv13,CWHms3,CWHms3/111,C6
3069,BECv13,CWHms3,CWHms3/111,B6
3070,BECv13,CWHms3,CWHms3/111,A6
3071,BECv13,CWHms3,CWHms3/112,D5
3072,BECv13,CWHms3,CWHms3/112,E5
3073,BECv13,CWHms3,CWHms3/112,D6
3074,BECv13,CWHms3,CWHms3/112,E6
3075,BECv13,CWHms3,CWHms3/113,D5
3076,BECv13,CWHms3,CWHms3/113,E5
3077,BECv13,CWHms3,CWHms3/113,E6
3078,BECv13,CWHms3,CWHms3/113,D6
3079,BECv13,CWHms3,CWHms3/Fl51,D6
3080,BECv13,CWHms3,CWHms3/Fl51,D5
3081,BECv13,CWHms3,CWHms3/Fl51,E6
3082,BECv13,CWHms3,CWHms3/Fl51,E5
3083,BECv13,CWHms3,CWHms3/Fm51.1,D5
3084,BECv13,CWHms3,CWHms3/Fm51.1,D6
3085,BECv13,CWHms3,CWHms3/Fm51.1,E6
3086,BECv13,CWHms3,CWHms3/Fm51.1,E5
3087,BECv13,CWHms3,CWHms3/Wb50.2,A7
3088,BECv13,CWHms3,CWHms3/Wb50.2,B7
3089,BECv13,CWHms3,CWHms3/Wf,C7
3090,BECv13,CWHms3,CWHms3/Wf,D7
3091,BECv13,CWHms3,CWHms3/Wf,E7
3092,BECv13,CWHms3,CWHms3/Wm,C7
3093,BECv13,CWHms3,CWHms3/Wm,D7
3094,BECv13,CWHms3,CWHms3/Wm,E7
3095,BECv13,CWHms3,CWHms3/Ws56.1,C7
3096,BECv13,CWHms3,CWHms3/Ws56.1,D7
3097,BECv13,CWHms3,CWHms3/Ws56.1,E7
3098,BECv13,CWHms4,CWHms4/101,A3
3099,BECv13,CWHms4,CWHms4/101,A4
3100,BECv13,CWHms4,CWHms4/101,B4
3101,BECv13,CWHms4,CWHms4/101,B3
3102,BECv13,CWHms4,CWHms4/101,C3
3103,BECv13,CWHms4,CWHms4/101,C4
3104,BECv13,CWHms4,CWHms4/102,A0
3105,BECv13,CWHms4,CWHms4/102,A1
3106,BECv13,CWHms4,CWHms4/102,B1
3107,BECv13,CWHms4,CWHms4/102,B0
3108,BECv13,CWHms4,CWHms4/102,C0
3109,BECv13,CWHms4,CWHms4/102,C1
3110,BECv13,CWHms4,CWHms4/103,A1
3111,BECv13,CWHms4,CWHms4/103,A2
3112,BECv13,CWHms4,CWHms4/103,B2
3113,BECv13,CWHms4,CWHms4/103,B1
3114,BECv13,CWHms4,CWHms4/103,C1
3115,BECv13,CWHms4,CWHms4/103,C2
3116,BECv13,CWHms4,CWHms4/104,A1
3117,BECv13,CWHms4,CWHms4/104,A2
3118,BECv13,CWHms4,CWHms4/104,B2
3119,BECv13,CWHms4,CWHms4/104,B1
3120,BECv13,CWHms4,CWHms4/104,C1
3121,BECv13,CWHms4,CWHms4/104,C2
3122,BECv13,CWHms4,CWHms4/105,A4
3123,BECv13,CWHms4,CWHms4/105,A3
3124,BECv13,CWHms4,CWHms4/105,B3
3125,BECv13,CWHms4,CWHms4/105,C3
3126,BECv13,CWHms4,CWHms4/105,C4
3127,BECv13,CWHms4,CWHms4/105,B4
3128,BECv13,CWHms4,CWHms4/110,D3
3129,BECv13,CWHms4,CWHms4/110,D4
3130,BECv13,CWHms4,CWHms4/110,E4
3131,BECv13,CWHms4,CWHms4/110,E3
3132,BECv13,CWHms4,CWHms4/111,A5
3133,BECv13,CWHms4,CWHms4/111,A6
3134,BECv13,CWHms4,CWHms4/111,B6
3135,BECv13,CWHms4,CWHms4/111,C5
3136,BECv13,CWHms4,CWHms4/111,C6
3137,BECv13,CWHms4,CWHms4/111,B5
3138,BECv13,CWHms4,CWHms4/112,D5
3139,BECv13,CWHms4,CWHms4/112,D6
3140,BECv13,CWHms4,CWHms4/112,E6
3141,BECv13,CWHms4,CWHms4/112,E5
3142,BECv13,CWHms4,CWHms4/Wb50.2,A7
3143,BECv13,CWHms4,CWHms4/Wb50.2,B7
3144,BECv13,CWHms4,CWHms4/Ws56.1,C7
3145,BECv13,CWHms4,CWHms4/Ws56.1,D7
3146,BECv13,CWHms4,CWHms4/Ws56.1,E7
3147,BECv13,CWHms5,CWHms5/101,A3
3148,BECv13,CWHms5,CWHms5/101,A4
3149,BECv13,CWHms5,CWHms5/101,B4
3150,BECv13,CWHms5,CWHms5/101,B3
3151,BECv13,CWHms5,CWHms5/101,C3
3152,BECv13,CWHms5,CWHms5/101,C4
3153,BECv13,CWHms5,CWHms5/101.1,A3
3154,BECv13,CWHms5,CWHms5/101.1,A4
3155,BECv13,CWHms5,CWHms5/101.1,B4
3156,BECv13,CWHms5,CWHms5/101.1,B3
3157,BECv13,CWHms5,CWHms5/101.1,C3
3158,BECv13,CWHms5,CWHms5/101.1,C4
3159,BECv13,CWHms5,CWHms5/101.2,A3
3160,BECv13,CWHms5,CWHms5/101.2,B3
3161,BECv13,CWHms5,CWHms5/101.2,C3
3162,BECv13,CWHms5,CWHms5/101.2,C4
3163,BECv13,CWHms5,CWHms5/101.2,B4
3164,BECv13,CWHms5,CWHms5/101.2,A4
3165,BECv13,CWHms5,CWHms5/102,A0
3166,BECv13,CWHms5,CWHms5/102,B0
3167,BECv13,CWHms5,CWHms5/102,C0
3168,BECv13,CWHms5,CWHms5/102,A1
3169,BECv13,CWHms5,CWHms5/102,B1
3170,BECv13,CWHms5,CWHms5/102,C1
3171,BECv13,CWHms5,CWHms5/103,A1
3172,BECv13,CWHms5,CWHms5/103,A2
3173,BECv13,CWHms5,CWHms5/103,B2
3174,BECv13,CWHms5,CWHms5/103,B1
3175,BECv13,CWHms5,CWHms5/103,C1
3176,BECv13,CWHms5,CWHms5/103,C2
3177,BECv13,CWHms5,CWHms5/103.1,A1
3178,BECv13,CWHms5,CWHms5/103.1,A2
3179,BECv13,CWHms5,CWHms5/103.1,B2
3180,BECv13,CWHms5,CWHms5/103.1,B1
3181,BECv13,CWHms5,CWHms5/103.1,C2
3182,BECv13,CWHms5,CWHms5/103.1,C1
3183,BECv13,CWHms5,CWHms5/103.2,A1
3184,BECv13,CWHms5,CWHms5/103.2,A2
3185,BECv13,CWHms5,CWHms5/103.2,B2
3186,BECv13,CWHms5,CWHms5/103.2,B1
3187,BECv13,CWHms5,CWHms5/103.2,C1
3188,BECv13,CWHms5,CWHms5/103.2,C2
3189,BECv13,CWHms5,CWHms5/110,D3
3190,BECv13,CWHms5,CWHms5/110,D4
3191,BECv13,CWHms5,CWHms5/110,E3
3192,BECv13,CWHms5,CWHms5/110,E4
3193,BECv13,CWHms5,CWHms5/111,A5
3194,BECv13,CWHms5,CWHms5/111,A6
3195,BECv13,CWHms5,CWHms5/111,B6
3196,BECv13,CWHms5,CWHms5/111,C6
3197,BECv13,CWHms5,CWHms5/111,C5
3198,BECv13,CWHms5,CWHms5/111,B5
3199,BECv13,CWHms5,CWHms5/112,D5
3200,BECv13,CWHms5,CWHms5/112,E5
3201,BECv13,CWHms5,CWHms5/112,E6
3202,BECv13,CWHms5,CWHms5/112,D6
3203,BECv13,CWHms5,CWHms5/113,D5
3204,BECv13,CWHms5,CWHms5/113,D6
3205,BECv13,CWHms5,CWHms5/113,E6
3206,BECv13,CWHms5,CWHms5/113,E5
3207,BECv13,CWHms5,CWHms5/Fl51,D5
3208,BECv13,CWHms5,CWHms5/Fl51,D6
3209,BECv13,CWHms5,CWHms5/Fl51,E6
3210,BECv13,CWHms5,CWHms5/Fl51,E5
3211,BECv13,CWHms5,CWHms5/Fm51.1,D5
3212,BECv13,CWHms5,CWHms5/Fm51.1,D6
3213,BECv13,CWHms5,CWHms5/Fm51.1,E6
3214,BECv13,CWHms5,CWHms5/Fm51.1,E5
3215,BECv13,CWHms5,CWHms5/Wb50.2,A7
3216,BECv13,CWHms5,CWHms5/Wb50.2,B7
3217,BECv13,CWHms5,CWHms5/Wm,C7
3218,BECv13,CWHms5,CWHms5/Wm,D7
3219,BECv13,CWHms5,CWHms5/Wm,E7
3220,BECv13,CWHms5,CWHms5/Ws56.1,C7
3221,BECv13,CWHms5,CWHms5/Ws56.1,D7
3222,BECv13,CWHms5,CWHms5/Ws56.1,E7
3223,USA_2019,CWHvh_WA,CWHvh_WA/101,D4
3224,USA_2019,CWHvh_WA,CWHvh_WA/101,D3
3225,USA_2019,CWHvh_WA,CWHvh_WA/101,C4
3226,USA_2019,CWHvh_WA,CWHvh_WA/101,C3
3227,USA_2019,CWHvh_WA,CWHvh_WA/101,B4
3228,USA_2019,CWHvh_WA,CWHvh_WA/101,B3
3229,USA_2019,CWHvh_WA,CWHvh_WA/102,D1
3230,USA_2019,CWHvh_WA,CWHvh_WA/102,C1
3231,USA_2019,CWHvh_WA,CWHvh_WA/102,B1
3232,USA_2019,CWHvh_WA,CWHvh_WA/102,A1
3233,USA_2019,CWHvh_WA,CWHvh_WA/103,D2
3234,USA_2019,CWHvh_WA,CWHvh_WA/103,C2
3235,USA_2019,CWHvh_WA,CWHvh_WA/103,B2
3236,USA_2019,CWHvh_WA,CWHvh_WA/103,A2
3237,USA_2019,CWHvh_WA,CWHvh_WA/110,C5
3238,USA_2019,CWHvh_WA,CWHvh_WA/110,B5
3239,USA_2019,CWHvh_WA,CWHvh_WA/111,C6
3240,USA_2019,CWHvh_WA,CWHvh_WA/111,B6
3241,USA_2019,CWHvh_WA,CWHvh_WA/112,E5
3242,USA_2019,CWHvh_WA,CWHvh_WA/112,D5
3243,USA_2019,CWHvh_WA,CWHvh_WA/113,E6
3244,USA_2019,CWHvh_WA,CWHvh_WA/113,D6
3245,Add_2021,CWHvh_WA,CWHvh_WA/Ro,A0
3246,Add_2021,CWHvh_WA,CWHvh_WA/Ro,B0
3247,BECv13,CWHvh1,CWHvh1/101,A4
3248,BECv13,CWHvh1,CWHvh1/101,B4
3249,BECv13,CWHvh1,CWHvh1/101,C4
3250,BECv13,CWHvh1,CWHvh1/101,A5
3251,BECv13,CWHvh1,CWHvh1/101,B5
3252,BECv13,CWHvh1,CWHvh1/101,C5
3253,BECv13,CWHvh1,CWHvh1/101,B3
3254,BECv13,CWHvh1,CWHvh1/102,A0
3255,BECv13,CWHvh1,CWHvh1/102,B0
3256,BECv13,CWHvh1,CWHvh1/102,C0
3257,BECv13,CWHvh1,CWHvh1/102,C1
3258,BECv13,CWHvh1,CWHvh1/102,B1
3259,BECv13,CWHvh1,CWHvh1/102,A1
3260,BECv13,CWHvh1,CWHvh1/103,A1
3261,BECv13,CWHvh1,CWHvh1/103,A2
3262,BECv13,CWHvh1,CWHvh1/103,A3
3263,BECv13,CWHvh1,CWHvh1/103,B1
3264,BECv13,CWHvh1,CWHvh1/103,B2
3265,BECv13,CWHvh1,CWHvh1/103,B3
3266,BECv13,CWHvh1,CWHvh1/104,C2
3267,BECv13,CWHvh1,CWHvh1/104,C3
3268,BECv13,CWHvh1,CWHvh1/105,D2
3269,BECv13,CWHvh1,CWHvh1/105,D3
3270,BECv13,CWHvh1,CWHvh1/105,E3
3271,BECv13,CWHvh1,CWHvh1/105,E2
3272,BECv13,CWHvh1,CWHvh1/110,D4
3273,BECv13,CWHvh1,CWHvh1/110,D5
3274,BECv13,CWHvh1,CWHvh1/110,E5
3275,BECv13,CWHvh1,CWHvh1/110,E4
3276,BECv13,CWHvh1,CWHvh1/111,D4
3277,BECv13,CWHvh1,CWHvh1/111,D5
3278,BECv13,CWHvh1,CWHvh1/111,E5
3279,BECv13,CWHvh1,CWHvh1/111,E4
3280,BECv13,CWHvh1,CWHvh1/112,A5
3281,BECv13,CWHvh1,CWHvh1/112,A6
3282,BECv13,CWHvh1,CWHvh1/112,B6
3283,BECv13,CWHvh1,CWHvh1/112,B5
3284,BECv13,CWHvh1,CWHvh1/112,C5
3285,BECv13,CWHvh1,CWHvh1/112,C6
3286,BECv13,CWHvh1,CWHvh1/120,B0
3287,BECv13,CWHvh1,CWHvh1/120,B1
3288,BECv13,CWHvh1,CWHvh1/120,B2
3289,BECv13,CWHvh1,CWHvh1/120,B3
3290,BECv13,CWHvh1,CWHvh1/120,C3
3291,BECv13,CWHvh1,CWHvh1/120,C2
3292,BECv13,CWHvh1,CWHvh1/120,C1
3293,BECv13,CWHvh1,CWHvh1/120,C0
3294,BECv13,CWHvh1,CWHvh1/120.1,B0
3295,BECv13,CWHvh1,CWHvh1/120.1,C0
3296,BECv13,CWHvh1,CWHvh1/120.1,C1
3297,BECv13,CWHvh1,CWHvh1/120.1,B1
3298,BECv13,CWHvh1,CWHvh1/120.1,B2
3299,BECv13,CWHvh1,CWHvh1/120.1,C2
3300,BECv13,CWHvh1,CWHvh1/120.1,B3
3301,BECv13,CWHvh1,CWHvh1/120.1,C3
3302,BECv13,CWHvh1,CWHvh1/120.2,B3
3303,BECv13,CWHvh1,CWHvh1/120.2,C3
3304,BECv13,CWHvh1,CWHvh1/120.2,C2
3305,BECv13,CWHvh1,CWHvh1/120.2,B2
3306,BECv13,CWHvh1,CWHvh1/120.2,B1
3307,BECv13,CWHvh1,CWHvh1/120.2,C1
3308,BECv13,CWHvh1,CWHvh1/120.2,B0
3309,BECv13,CWHvh1,CWHvh1/120.2,C0
3310,BECv13,CWHvh1,CWHvh1/121,B4
3311,BECv13,CWHvh1,CWHvh1/121,B5
3312,BECv13,CWHvh1,CWHvh1/121,C5
3313,BECv13,CWHvh1,CWHvh1/121,C4
3314,BECv13,CWHvh1,CWHvh1/Bb,D0
3315,BECv13,CWHvh1,CWHvh1/Bb,E0
3316,BECv13,CWHvh1,CWHvh1/Bb,E1
3317,BECv13,CWHvh1,CWHvh1/Bb,D1
3318,BECv13,CWHvh1,CWHvh1/Bb,D2
3319,BECv13,CWHvh1,CWHvh1/Bb,E2
3320,BECv13,CWHvh1,CWHvh1/Bb,D3
3321,BECv13,CWHvh1,CWHvh1/Bb,E3
3322,BECv13,CWHvh1,CWHvh1/Br,D0
3323,BECv13,CWHvh1,CWHvh1/Br,D1
3324,BECv13,CWHvh1,CWHvh1/Br,D2
3325,BECv13,CWHvh1,CWHvh1/Br,D3
3326,BECv13,CWHvh1,CWHvh1/Br,E3
3327,BECv13,CWHvh1,CWHvh1/Br,E2
3328,BECv13,CWHvh1,CWHvh1/Br,E1
3329,BECv13,CWHvh1,CWHvh1/Br,E0
3330,BECv13,CWHvh1,CWHvh1/Em,E7
3331,BECv13,CWHvh1,CWHvh1/Em,C7
