"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"4727","CWHvh2","CWHvh2/112",NA,"Yc",1,"inputed",NA,"EBM3F55","CALLNOO",8,34,"B",6,600,30,160,"MD",51.41722106,-127.50080108,NA,"7",NA,"1",42
"4728","CWHvh3","CWHvh3/112",NA,"Yc",1,"inputed",NA,"EBM3F55","CALLNOO",8,34,"B",6,600,30,160,"MD",51.41722106,-127.50080108,NA,"7",NA,"1",42
"4731","CWHvh3","CWHvh3/101",NA,"Ba",2,"inputed",NA,"EBM3F36","ABIEAMA",8,8,"C",4,610,40,220,"MD",51.33472061,-127.35079956,NA,"7",NA,"2",16
"4736","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"EBM3F24","CALLNOO",26,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",34
"4737","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"EBM3F24","CALLNOO",26,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",34
"4738","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"EBM3F24","TSUGMER",0,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",8
"4739","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM3F24","TSUGMER",0,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",8
"4740","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM3F24","TSUGMER",0,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",8
"4741","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"EBM3F24","TSUGMER",0,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",8
"4742","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM3F24","TSUGMER",0,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",8
"4743","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM3F24","TSUGMER",0,8,"B",4,630,60,300,"MD",51.35111236,-127.16750335,NA,"7",NA,"2",8
"4752","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM3F14","TSUGMER",0,8,"B",5,710,50,150,"MD",51.3675003,-127.26750183,NA,"7",NA,"2",8
"4753","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"EBM3F14","TSUGMER",0,8,"B",5,710,50,150,"MD",51.3675003,-127.26750183,NA,"7",NA,"2",8
"4754","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM3F14","TSUGMER",0,8,"B",5,710,50,150,"MD",51.3675003,-127.26750183,NA,"7",NA,"2",8
"4755","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM3F14","TSUGMER",0,8,"B",5,710,50,150,"MD",51.3675003,-127.26750183,NA,"7",NA,"2",8
"4756","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"EBM3F14","TSUGMER",0,8,"B",5,710,50,150,"MD",51.3675003,-127.26750183,NA,"7",NA,"2",8
"4757","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM3F14","TSUGMER",0,8,"B",5,710,50,150,"MD",51.3675003,-127.26750183,NA,"7",NA,"2",8
"4758","CWHvh3","CWHvh3/110",NA,"Ba",1,"inputed",NA,"EBM3F13","ABIEAMA",51,0,"D",4,5,15,130,"LW",51.36777877,-127.43440246,NA,"6",NA,"1",51
"4760","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"EBM3F1","TSUGMER",8,8,"B",2,550,20,220,"UP",51.40139007,-127.38469696,NA,"7",NA,"2",16
"4764","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"EBM2S34","CALLNOO",1.5,0,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4765","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"EBM2S34","CALLNOO",1.5,0,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4766","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"EBM2S34","TSUGMER",0,1.5,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4767","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM2S34","TSUGMER",0,1.5,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4768","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM2S34","TSUGMER",0,1.5,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4769","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"EBM2S34","TSUGMER",0,1.5,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4770","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM2S34","TSUGMER",0,1.5,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4771","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM2S34","TSUGMER",0,1.5,"B",4,380,40,260,"MD",51.35250091,-127.13359832,NA,"7",NA,"2",1.5
"4772","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"EBM2S31","TSUGMER",0,1.5,"B",4,250,40,170,"MD",51.25111007,-127.18360137,NA,"7",NA,"2",1.5
"4773","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM2S31","TSUGMER",0,1.5,"B",4,250,40,170,"MD",51.25111007,-127.18360137,NA,"7",NA,"2",1.5
"4774","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM2S31","TSUGMER",0,1.5,"B",4,250,40,170,"MD",51.25111007,-127.18360137,NA,"7",NA,"2",1.5
"4775","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"EBM2S31","TSUGMER",0,1.5,"B",4,250,40,170,"MD",51.25111007,-127.18360137,NA,"7",NA,"2",1.5
"4776","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM2S31","TSUGMER",0,1.5,"B",4,250,40,170,"MD",51.25111007,-127.18360137,NA,"7",NA,"2",1.5
"4777","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM2S31","TSUGMER",0,1.5,"B",4,250,40,170,"MD",51.25111007,-127.18360137,NA,"7",NA,"2",1.5
"4778","CWHvh3","CWHvh3/101",NA,"Ba",2,"inputed",NA,"EBM2S21","ABIEAMA",0,1.5,"C",3,480,60,290,"MD",51.53416824,-127.25060272,NA,"6",NA,"2",1.5
"4779","CWHvh2","CWHvh2/101",NA,"Tw",3,"inputed",NA,"EBM2M57","TAXUBRE",0,1.5,"C",4,10,40,150,"MD",51.48389053,-127.63359832,NA,"7",NA,"3",1.5
"4781","CWHvh2","CWHvh2/101",NA,"Tw",3,"inputed",NA,"EBM2M53","TAXUBRE",0,1.5,"C",3,20,60,210,"MD",51.65083312,-127.8510971,NA,"7",NA,"3",1.5
"4783","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"EBM2M51","TSUGMER",1.5,1.5,"C",6,190,30,100,"LW",51.68361282,-127.68470001,NA,"7",NA,"3",3
"4784","CWHvh3","CWHvh3/101",NA,"Ba",2,"inputed",NA,"EBM2M50","ABIEAMA",0,1.5,"C",4,90,10,200,"CR",51.65083312,-127.48439788,NA,"7",NA,"2",1.5
"4785","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM2M5","TSUGMER",0,1.5,"C",5,200,80,190,"MD",51.41805648,-127.06279754,NA,"7",NA,"2",1.5
"4786","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"EBM2M5","TSUGMER",0,1.5,"C",5,200,80,190,"MD",51.41805648,-127.06279754,NA,"7",NA,"2",1.5
"4787","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM2M5","TSUGMER",0,1.5,"C",5,200,80,190,"MD",51.41805648,-127.06279754,NA,"7",NA,"2",1.5
"4788","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM2M5","TSUGMER",0,1.5,"C",5,200,80,190,"MD",51.41805648,-127.06279754,NA,"7",NA,"2",1.5
"4789","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"EBM2M5","TSUGMER",0,1.5,"C",5,200,80,190,"MD",51.41805648,-127.06279754,NA,"7",NA,"2",1.5
"4790","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM2M5","TSUGMER",0,1.5,"C",5,200,80,190,"MD",51.41805648,-127.06279754,NA,"7",NA,"2",1.5
"4791","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"EBM2M47","CALLNOO",8,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",8
"4792","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"EBM2M47","CALLNOO",8,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",8
"4793","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"EBM2M47","TSUGMER",1.5,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",1.5
"4794","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM2M47","TSUGMER",1.5,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",1.5
"4795","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM2M47","TSUGMER",1.5,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",1.5
"4796","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"EBM2M47","TSUGMER",1.5,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",1.5
"4797","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM2M47","TSUGMER",1.5,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",1.5
"4798","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM2M47","TSUGMER",1.5,0,"B",3,110,50,240,"MD",51.28527832,-127.33439636,NA,"7",NA,"2",1.5
"4800","CWHvh1","CWHvh1/101",NA,"Tw",3,"inputed",NA,"EBM2M42","TAXUBRE",0,1.5,"C",4,20,30,350,"MD",51.30055618,-127.51750183,NA,"7",NA,"3",1.5
"4801","CWHvm1","CWHvm1/113",NA,"Pl",2,"inputed",NA,"EBM2M36","PINUCON",1.5,8,"B",6,270,5,30,"MD",51.26777648,-127.23390197,NA,"7",NA,"2",9.5
"4802","CWHvm1","CWHvm1/Ws54",NA,"Yc",2,"inputed",NA,"EBM2M35","CALLNOO",8,0,"C",6,310,20,240,"MD",51.26750183,-127.1603012,NA,"6",NA,"2",8
"4803","CWHvm1","CWHvm1/Ws56",NA,"Yc",2,"inputed",NA,"EBM2M35","CALLNOO",8,0,"C",6,310,20,240,"MD",51.26750183,-127.1603012,NA,"6",NA,"2",8
"4804","CWHvm3","CWHvm3/Ws54",NA,"Yc",2,"inputed",NA,"EBM2M35","CALLNOO",8,0,"C",6,310,20,240,"MD",51.26750183,-127.1603012,NA,"6",NA,"2",8
"4805","CWHvm3","CWHvm3/Ws56",NA,"Yc",2,"inputed",NA,"EBM2M35","CALLNOO",8,0,"C",6,310,20,240,"MD",51.26750183,-127.1603012,NA,"6",NA,"2",8
"4806","CWHvm1","CWHvm1/113",NA,"Ba",3,"inputed",NA,"EBM2M32","ABIEAMA",0,1.5,"B",6,430,30,270,"MD",51.33472061,-127.13059997,NA,"7",NA,"3",1.5
"4807","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"EBM2M32","ABIEAMA",0,1.5,"B",6,430,30,270,"MD",51.33472061,-127.13059997,NA,"7",NA,"3",1.5
"4808","CWHvm1","CWHvm1/Fl51",NA,"Pl",2,"inputed",NA,"EBM2M30","PINUCON",8,0,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"2",8
"4809","CWHvm3","CWHvm3/Fl51",NA,"Pl",2,"inputed",NA,"EBM2M30","PINUCON",8,0,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"2",8
"4810","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"EBM2M30","TSUGHET",0,8,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"1",8
"4811","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"EBM2M30","TSUGHET",0,8,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"1",8
"4812","CWHvm1","CWHvm1/Fl51",NA,"Hm",2,"inputed",NA,"EBM2M30","TSUGMER",0,1.5,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"2",1.5
"4813","CWHvm3","CWHvm3/Fl51",NA,"Hm",2,"inputed",NA,"EBM2M30","TSUGMER",0,1.5,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"2",1.5
"4814","CWHvm1","CWHvm1/Fl51",NA,"Cw",2,"inputed",NA,"EBM2M30","THUJPLI",8,8,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"2",16
"4815","CWHvm3","CWHvm3/Fl51",NA,"Cw",2,"inputed",NA,"EBM2M30","THUJPLI",8,8,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"2",16
"4816","CWHvm1","CWHvm1/Fl51",NA,"Yc",1,"inputed",NA,"EBM2M30","CALLNOO",26,8,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"1",34
"4817","CWHvm3","CWHvm3/Fl51",NA,"Yc",1,"inputed",NA,"EBM2M30","CALLNOO",26,8,"B",5,230,20,130,"MD",51.2508316,-127.15000152,NA,"7",NA,"1",34
"4819","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"EBM2M1","TSUGMER",1.5,0,"C",2,270,80,160,"MD",51.60083389,-127.65059661,NA,"7",NA,"2",1.5
"4823","CWHvm1","CWHvm1/103",NA,"Hm",2,"inputed",NA,"EBM1F48","TSUGMER",1.5,8,"B",2,670,40,130,"CR",51.09999847,-126.57810211,NA,"7",NA,"2",9.5
"4824","CWHvm3","CWHvm3/103",NA,"Hm",2,"inputed",NA,"EBM1F48","TSUGMER",1.5,8,"B",2,670,40,130,"CR",51.09999847,-126.57810211,NA,"7",NA,"2",9.5
"4825","CWHvm1","CWHvm1/103",NA,"Yc",2,"inputed",NA,"EBM1F48","CALLNOO",8,26,"B",2,670,40,130,"CR",51.09999847,-126.57810211,NA,"7",NA,"2",34
"4826","CWHvm3","CWHvm3/103",NA,"Yc",2,"inputed",NA,"EBM1F48","CALLNOO",8,26,"B",2,670,40,130,"CR",51.09999847,-126.57810211,NA,"7",NA,"2",34
"4837","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"EBM1F32","CALLNOO",1.5,0,"C",4,350,60,150,"MD",50.86333465,-125.97779846,NA,"7",NA,"2",1.5
"4838","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"EBM1F32","CALLNOO",1.5,0,"C",4,350,60,150,"MD",50.86333465,-125.97779846,NA,"7",NA,"2",1.5
"4839","CWHvm1","CWHvm1/103",NA,"Yc",2,"inputed",NA,"EBM1F28","CALLNOO",26,0,"C",3,400,90,310,"UP",50.83972167,-125.9389038,NA,"7",NA,"2",26
"4840","CWHvm3","CWHvm3/103",NA,"Yc",2,"inputed",NA,"EBM1F28","CALLNOO",26,0,"C",3,400,90,310,"UP",50.83972167,-125.9389038,NA,"7",NA,"2",26
"4841","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"EBM1F24","CALLNOO",8,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",9.5
"4842","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"EBM1F24","CALLNOO",8,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",9.5
"4843","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"EBM1F24","TSUGMER",1.5,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",3
"4844","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"EBM1F24","TSUGMER",1.5,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",3
"4845","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"EBM1F24","TSUGMER",1.5,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",3
"4846","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"EBM1F24","TSUGMER",1.5,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",3
"4847","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"EBM1F24","TSUGMER",1.5,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",3
"4848","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"EBM1F24","TSUGMER",1.5,1.5,"B",4,410,30,180,"MD",51.09999847,-126.38999938,NA,"7",NA,"2",3
"4849","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"EBM1B62","CALLNOO",26,0,"C",4,590,40,170,"MD",50.69388961,-125.58670043,NA,"7",NA,"2",26
"4850","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"EBM1B62","CALLNOO",26,0,"C",4,590,40,170,"MD",50.69388961,-125.58670043,NA,"7",NA,"2",26
"4861","CWHvm1","CWHvm1/Ws54",NA,"Yc",2,"inputed",NA,"EBM1B25","CALLNOO",26,34,"C",6,220,5,40,"LV",50.88916778,-125.90689849,NA,"7",NA,"2",60
"4862","CWHvm1","CWHvm1/Ws56",NA,"Yc",2,"inputed",NA,"EBM1B25","CALLNOO",26,34,"C",6,220,5,40,"LV",50.88916778,-125.90689849,NA,"7",NA,"2",60
"4863","CWHvm3","CWHvm3/Ws54",NA,"Yc",2,"inputed",NA,"EBM1B25","CALLNOO",26,34,"C",6,220,5,40,"LV",50.88916778,-125.90689849,NA,"7",NA,"2",60
"4864","CWHvm3","CWHvm3/Ws56",NA,"Yc",2,"inputed",NA,"EBM1B25","CALLNOO",26,34,"C",6,220,5,40,"LV",50.88916778,-125.90689849,NA,"7",NA,"2",60
"4865","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB3Y39","PICESIT",7,0,"C",4,270,20,320,"MD",51.59666824,-126.51249694,NA,"7",NA,"2",7
"4866","CWHws3","CWHws3/101",NA,"Hm",2,"inputed",NA,"EB3Y33","TSUGMER",2.5,0,"C",4,460,30,290,"LW",52.40555572,-127.13749694,NA,"7",NA,"2",2.5
"4867","CWHws3","CWHws3/101",NA,"Yc",2,"inputed",NA,"EB3Y33","CALLNOO",27,0,"C",4,460,30,290,"LW",52.40555572,-127.13749694,NA,"7",NA,"2",27
"4869","CWHws2","CWHws2/101",NA,"Yc",2,"inputed",NA,"EB3M9","CALLNOO",22,2.5,"C",4,700,30,260,"MD",52.04722213,-126.89469909,NA,"6",NA,"2",24.5
"4870","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB3M3","PICESIT",2.5,0,"C",4,50,20,80,"MD",52.20694351,-126.93859863,NA,"5",NA,"2",2.5
"4871","CWHws2","CWHws2/101",NA,"Yc",2,"inputed",NA,"EB3M21","CALLNOO",7,0,"C",4,860,20,330,"MD",51.67222213,-126.62059783,NA,"6",NA,"2",7
"4872","CWHws2","CWHws2/101",NA,"Fd",2,"inputed",NA,"EB3M10","PSEUMEN",0.5,0,"C",4,280,40,220,"TO",52.04750061,-126.89440155,NA,"6",NA,"2",0.5
"4875","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB2Y36","PICESIT",7,0,"C",4,480,90,200,"LW",51.86500167,-126.77420043,NA,"6",NA,"2",7
"4876","CWHvm2","CWHvm2/102",NA,"Ba",3,"inputed",NA,"EB2Y35","ABIEAMA",2.5,2.5,"B",2,880,40,200,"CR",51.85277938,-126.69809722,NA,"7",NA,"3",5
"4877","CWHvm4","CWHvm4/102",NA,"Ba",3,"inputed",NA,"EB2Y35","ABIEAMA",2.5,2.5,"B",2,880,40,200,"CR",51.85277938,-126.69809722,NA,"7",NA,"3",5
"4878","CWHvm2","CWHvm2/102",NA,"Ba",3,"inputed",NA,"EB2Y31","ABIEAMA",0,0.0500000007450581,"B",1,980,30,290,"MD",51.84333419,-126.6339035,NA,"7",NA,"3",0.0500000007450581
"4879","CWHvm4","CWHvm4/102",NA,"Ba",3,"inputed",NA,"EB2Y31","ABIEAMA",0,0.0500000007450581,"B",1,980,30,290,"MD",51.84333419,-126.6339035,NA,"7",NA,"3",0.0500000007450581
"4880","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB2Y3","PICESIT",2.5,0,"C",4,10,10,270,"TO",52.56750106,-127.15689849,NA,"5",NA,"2",2.5
"4881","CWHws2","CWHws2/101",NA,"Yc",2,"inputed",NA,"EB2Y26","CALLNOO",12,0,"C",3,790,60,200,"MD",51.77083206,-126.60720062,NA,"6",NA,"2",12
"4883","CWHws3","CWHws3/111",NA,"Fd",3,"inputed",NA,"EB2Y19","PSEUMEN",7,0,"C",4,140,70,290,"LW",51.82472229,-126.39140319,NA,"7",NA,"3",7
"4884","CWHws2","CWHws2/101",NA,"Yc",2,"inputed",NA,"EB2Y12","CALLNOO",2.5,0,"C",4,920,50,90,"MD",51.53527832,-126.45919799,NA,"7",NA,"2",2.5
"4885","CWHws3","CWHws3/103",NA,"Hm",2,"inputed",NA,"EB2Y10","TSUGMER",0,0.5,"B",1,340,70,140,"MD",51.59916687,-126.43560028,NA,"6",NA,"2",0.5
"4887","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB2Y1","PICESIT",7,0,"C",4,460,10,180,"TO",52.48166656,-127.16750335,NA,"7",NA,"2",7
"4890","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB2B16","PICESIT",12,0,"C",4,10,20,350,"LW",51.69583511,-126.61859893,NA,"7",NA,"2",12
"4891","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB1M53","PICESIT",35,0,"C",3,40,50,10,"MD",52.36444473,-126.86499786,NA,"6",NA,"2",35
"4893","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB1M50","PICESIT",12,0,"C",4,400,60,230,"MD",52.35388946,-126.98580169,NA,"6",NA,"2",12
"4894","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB1B35","PICESIT",34,0,"C",3,10,20,130,"LW",51.97360992,-126.66750335,NA,"7",NA,"2",34
"4895","CWHws2","CWHws2/101",NA,"Fd",2,"inputed",NA,"EB1B23","PSEUMEN",22,0,"C",3,700,20,260,"MD",52.03333282,-126.60639953,NA,"7",NA,"2",22
"4896","MHmm2","MHmm2/111",NA,"Ss",1,"inputed",NA,"EB1B17","PICESIT",35,0,"D",4,860,40,360,"MD",52.21777725,-126.54139709,NA,"7",NA,"1",35
"4897","CWHws3","CWHws3/101",NA,"Ss",2,"inputed",NA,"EB1B14","PICESIT",7,0,"C",4,420,20,290,"MD",52.10555648,-126.53389739,NA,"7",NA,"2",7
"4905","CWHds1","CWHds1/101",NA,"Mv",3,"inputed",NA,"Dewd05","ACERCIR",3,0,"C",3,634,30,210,"MD",49.46938578,-121.1974136,NA,"6",NA,"3",3
"4906","CWHds1","CWHds1/101a",NA,"Mv",3,"inputed",NA,"Dewd05","ACERCIR",3,0,"C",3,634,30,210,"MD",49.46938578,-121.1974136,NA,"6",NA,"3",3
"4910","CWHms4","CWHms4/101",NA,"Mv",2,"inputed",NA,"Dewd02","ACERCIR",38,0,"C",3,760,10,20,"LV",49.46908043,-121.16995667,NA,"7",NA,"2",38
"4911","CWHms5","CWHms5/101",NA,"Mv",1,"inputed",NA,"Dewd02","ACERCIR",38,0,"C",3,760,10,20,"LV",49.46908043,-121.16995667,NA,"7",NA,"1",38
"4912","CWHms5","CWHms5/101.2",NA,"Mv",1,"inputed",NA,"Dewd02","ACERCIR",38,0,"C",3,760,10,20,"LV",49.46908043,-121.16995667,NA,"7",NA,"1",38
"4913","CWHms3","CWHms3/103",NA,"Mv",4,"inputed",NA,"Dewd01","ACERCIR",0.100000001490116,0,"B",2,858,56,180,"MD",49.45952644,-121.17788901,NA,"6",NA,"4",0.100000001490116
"4914","CWHms4","CWHms4/103",NA,"Mv",4,"inputed",NA,"Dewd01","ACERCIR",0.100000001490116,0,"B",2,858,56,180,"MD",49.45952644,-121.17788901,NA,"6",NA,"4",0.100000001490116
"4916","CWHms5","CWHms5/103.1",NA,"Mv",2,"inputed",NA,"Dewd01","ACERCIR",0.100000001490116,0,"B",2,858,56,180,"MD",49.45952644,-121.17788901,NA,"6",NA,"2",0.100000001490116
"4917","CWHms5","CWHms5/103.2",NA,"Mv",3,"inputed",NA,"Dewd01","ACERCIR",0.100000001490116,0,"B",2,858,56,180,"MD",49.45952644,-121.17788901,NA,"6",NA,"3",0.100000001490116
"4922","MHmm1","MHmm1/104",NA,"Cw",3,"inputed",NA,"DMSI22","THUJPLI",15,0,"B",3,172,15,170,"MD",54.375,-129.25830078,"YCC",NA,NA,"3",15
"4923","CWHvm2","CWHvm2/112",NA,"Dr",2,"inputed",NA,"DMSI141","ALNURUB",25,0,"D",6,25,2,94,"LW",54.07500076,-129.82499694,"YS",NA,NA,"2",25
"4924","CWHvm2","CWHvm2/112.2",NA,"Dr",2,"inputed",NA,"DMSI141","ALNURUB",25,0,"D",6,25,2,94,"LW",54.07500076,-129.82499694,"YS",NA,NA,"2",25
"4925","CWHvm4","CWHvm4/112",NA,"Dr",2,"inputed",NA,"DMSI141","ALNURUB",25,0,"D",6,25,2,94,"LW",54.07500076,-129.82499694,"YS",NA,NA,"2",25
"4926","IDFdk2","IDFdk2/103",NA,"At",3,"inputed",NA,"DM2140","POPUTRE",0,8,"C",2,1015,64,154,"MD",49.7482389109491,-120.629559908878,"MEC","6",NA,"3",8
"4927","IDFdk1","IDFdk1/105",NA,"Sx",3,"inputed",NA,"DM2135","PICEENE",0,1,"B",3,1347,7,236,"UP",49.8320878007572,-120.461037378434,"YEC","5",NA,"3",1
"4928","ESSFmw1","ESSFmw1/110",NA,"Ba",2,"inputed",NA,"DM2132","ABIEAMA",0,2,"C",5,1355,17,335,"TO",49.841251615951,-121.104939080523,"YS","3b",NA,"2",2
"4931","ESSFmw1","ESSFmw1/110",NA,"Ba",2,"inputed",NA,"DM2129","ABIEAMA",7,8,"D",5,1210,13,324,"TO",49.6418198839294,-121.077800385446,"YS","4",NA,"2",15
"4932","ESSFmw1","ESSFmw1/110",NA,"Hw",3,"inputed",NA,"DM2129","TSUGHET",8,3,"D",5,1210,13,324,"TO",49.6418198839294,-121.077800385446,"YS","4",NA,"3",11
