"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"2987","CWHvm1","CWHvm1/113",NA,"Ba",3,"inputed",NA,"MAD0190","ABIEAMA",0,0.100000001490116,"B",6,330,10,220,"LW",49.253274,-125.359144,"PS","3/C",NA,"3",0.100000001490116
"2988","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"MAD0190","ABIEAMA",0,0.100000001490116,"B",6,330,10,220,"LW",49.253274,-125.359144,"PS","3/C",NA,"3",0.100000001490116
"2993","MHmm1","MHmm1/102",NA,"Fd",3,"inputed",NA,"MAD0177","PSEUMEN",0,2,"A",2,1134,100,215,"MD",49.39944076,-125.71440124,"DC","3a",NA,"3",2
"2994","ICHmw2","ICHmw2/112",NA,"Fd",3,"inputed",NA,"M812084","PSEUMEN",6,0,"C",4,1370,35,40,"MD",50.0830672210594,-118.029397187434,"MCC",NA,"ICH mw 2 /112","3",6
"2997","ESSFmw1","ESSFmw1/110",NA,"Ba",2,"inputed",NA,"M207","ABIEAMA",15,11,"D",5,1379,12,75,"TO",49.6114892112024,-120.937374668479,"yc","4",NA,"2",26
"3001","ESSFmw1","ESSFmw1/105",NA,"Pw",3,"inputed",NA,"M144","PINUMON",2,0,"B",3,1156,9,195,"MD",49.4868268410992,-121.00555746895,"MS","6",NA,"3",2
"3002","ESSFmw1","ESSFmw1/103",NA,"Ba",3,"inputed",NA,"M141","ABIEAMA",0,1.30000007152557,"B",2,1458,35,90,"UP",49.5642037433277,-120.960970990939,"MS","6",NA,"3",1.30000007152557
"3005","IDFdk2","IDFdk2/110",NA,"Ac",3,"inputed",NA,"M131","POPUTRI",12,0,"D",5,955,15,250,"TO",50.0428611600445,-121.147013435032,"YS","5",NA,"3",12
"3006","MSxk1","MSxk1/103",NA,"Sx",3,"inputed",NA,"M116","PICEENE",6,0,"C",2,1504,42,270,"UP",49.2810508640439,-120.377071359789,"YS","5",NA,"3",6
"3009","IDFdk1","IDFdk1/105",NA,"Sx",3,"inputed",NA,"M115","PICEENE",2,1,"C",4,1243,7,135,"LV",49.8771781494301,-120.676438403375,"YS","6",NA,"3",3
"3011","MSdm2","MSdm2/105",NA,"Fd",3,"inputed",NA,"M113","PSEUMEN",6,3.29999995231628,"C",3,1259,32,20,"MD",49.7319840093009,-120.292406882262,"YS","5",NA,"3",9.29999995231628
"3012","MSdm2","MSdm2/105",NA,"Fd",3,"inputed",NA,"M109","PSEUMEN",13,7,"C",4,1366,13,270,"LW",49.4013315438215,-120.658827890393,"YS","5",NA,"3",20
"3013","MSdm2","MSdm2/104",NA,"At",3,"inputed",NA,"M101","POPUTRE",0,0.5,"C",3,1493,30,240,"MD",49.1753916418035,-120.492302543739,"YS","4",NA,"3",0.5
"3019","IDFdk5","IDFdk5/103",NA,"Pl",3,"inputed",NA,"LU17","PINUCON",12,0,"C",3,870,7,200,"MD",49.984867508494,-115.698396659625,"PS","3a",NA,"3",12
"3020","MSdc3","MSdc3/04",NA,"Fd",2,"inputed",NA,"LPxm6","PSEUMEN",25,10,"C",3,1080,30,276,"CR",51.1498083614809,-122.116992838981,NA,"5",NA,"2",35
"3023","ESSFxc3","ESSFxc3/04",NA,"Pl",1,"inputed",NA,"LPxc310","PINUCON",50,2,"B",2,1588,36,192,"MD",50.9825025777993,-122.159931528037,NA,"6","ESSFxc3/103","1",52
"3026","MSxk3","MSxk3/04",NA,"Fd",2,"inputed",NA,"LPmk6","PSEUMEN",20,2,"B",3,1540,45,142,"MD",50.8683489161014,-121.96727474538,NA,"5","MSxk3/103","2",22
"3029","MSxk3","MSxk3/03",NA,"Pl",1,"inputed",NA,"LPmk34","PINUCON",10,7,"B",3,1438,60,140,"MD",50.963892573608,-122.046941357487,NA,"7","MSxk3/103","1",17
"3031","MSdc1","MSdc1/05",NA,"Fd",2,"inputed",NA,"LPmc23","PSEUMEN",25,2,"C",2,1225,47,244,"MD",50.7507246920202,-122.801034493206,NA,"7","MSdc1/104","2",27
"3032","MSdc1","MSdc1/05",NA,"Pl",1,"inputed",NA,"LPmc23","PINUCON",10,0,"C",2,1225,47,244,"MD",50.7507246920202,-122.801034493206,NA,"7","MSdc1/104","1",10
"3033","MSdc1","MSdc1/05",NA,"Pl",1,"inputed",NA,"LPmc16","PINUCON",30,0,"C",3,1007,30,130,"MD",50.7625772042596,-122.909736822187,NA,"3b","MSdc1/104","1",30
"3034","MSdc1","MSdc1/05",NA,"Bl",2,"inputed",NA,"LPmc16","ABIELAS",10,0,"C",3,1007,30,130,"MD",50.7625772042596,-122.909736822187,NA,"3b","MSdc1/104","2",10
"3035","MSdc1","MSdc1/05",NA,"Fd",2,"inputed",NA,"LPmc16","PSEUMEN",25,0,"C",3,1007,30,130,"MD",50.7625772042596,-122.909736822187,NA,"3b","MSdc1/104","2",25
"3036","MSdc1","MSdc1/05",NA,"Pl",1,"inputed",NA,"LPmc12","PINUCON",60,0,"B",2,1048,50,138,"MD",50.7207872590676,-122.95711851284,NA,"6","MSdc1/104","1",60
"3037","MSdc1","MSdc1/05",NA,"Fd",2,"inputed",NA,"LPmc12","PSEUMEN",10,0,"B",2,1048,50,138,"MD",50.7207872590676,-122.95711851284,NA,"6","MSdc1/104","2",10
"3041","ESSFxv2","ESSFxv2/03",NA,"At",3,"inputed",NA,"LPed11","POPUTRE",0,3,"B",1,1710,60,186,"MD",51.1231209632979,-122.596391181285,NA,"4",NA,"3",3
"3051","IDFdc","IDFdc/04",NA,"Ep",3,"inputed",NA,"LPdk21","BETUPAP",5,2,"C",3,925,40,325,"MD",50.8592875741147,-122.474250504617,NA,"6","IDFdc/101.2","3",7
"3052","IDFdk1","IDFdk1/103",NA,"At",3,"inputed",NA,"LPdk20b","POPUTRE",0,2,"B",2,897,65,194,"MD",50.9559072561491,-122.298334277483,NA,"6","IDF dk 1 /103","3",2
"3057","IDFdc","IDFdc/03",NA,"At",3,"inputed",NA,"LPdk1","POPUTRE",5,2,"A",2,920,44,112,"CR",50.8405295786067,-122.831159960851,NA,"6","IDFdc/104","3",7
"3059","MSdc3","MSdc3/02",NA,"Bl",3,"inputed",NA,"LPc29","ABIELAS",0,5,"A",0,1455,8,196,"CR",51.040312856394,-122.713116976511,NA,"3a",NA,"3",5
"3068","CWHwh2","CWHwh2/111",NA,"Dr",2,"inputed",NA,"L95C157","ALNURUB",5,30,"D",5,460,60,100,"MD",53.162672,-131.955255,"YS",NA,NA,"2",35
"3069","CWHwh1","CWHwh1/101",NA,"Yc",3,"inputed",NA,"L95C151","CALLNOO",15,0,"B",4,310,45,190,"MD",52.984349,-131.712222,"MCC",NA,NA,"3",15
"3071","CWHwh1","CWHwh1/Wb51",NA,"Hm",2,"inputed",NA,"L95C119","TSUGMER",2,5,"A",7,139,5,30,"LW",53.004262,-131.970988,"MEC",NA,NA,"2",7
"3074","CWHwh1","CWHwh1/101",NA,"Yc",3,"inputed",NA,"L95C099","CALLNOO",2,0,"B",3,370,25,220,"UP",52.982912,-131.715724,"MCC",NA,NA,"3",2
"3075","CWHwh1","CWHwh1/116",NA,"Tw",3,"inputed",NA,"L95C093","TAXUBRE",0,5,"D",6,540,30,160,"MD",52.981344,-131.667434,"MEC",NA,NA,"3",5
"3076","CWHwh1","CWHwh1/116",NA,"Yc",1,"inputed",NA,"L95C093","CALLNOO",5,10,"D",6,540,30,160,"MD",52.981344,-131.667434,"MEC",NA,NA,"1",15
"3078","CWHwh1","CWHwh1/102",NA,"Tw",3,"inputed",NA,"L95C083","TAXUBRE",0,3,"A",2,580,25,260,"MD",52.987398,-131.90464,NA,NA,NA,"3",3
"3079","CWHwh1","CWHwh1/101",NA,"Yc",3,"inputed",NA,"L95C077","CALLNOO",5,0,"C",4,1350,75,70,"MD",52.933874,-131.695749,"MCC",NA,NA,"3",5
"3081","CWHwh2","CWHwh2/101",NA,"Pl",2,"inputed",NA,"L95C071","PINUCON",5,5,"B",1,312,15,135,"TO",52.961448,-131.779257,"MEC",NA,NA,"2",10
"3082","CWHwh2","CWHwh2/101",NA,"Pl",2,"inputed",NA,"L95C061","PINUCON",0,25,"A",1,606,50,220,"MD",52.939774,-131.740367,"MEC",NA,NA,"2",25
"3084","CWHwh1","CWHwh1/115",NA,"Tw",3,"inputed",NA,"L95C040","TAXUBRE",0,5,"B",6,61,15,200,"LW",53.001426,-131.86997,"MEC",NA,NA,"3",5
"3087","CWHwh1","CWHwh1/102",NA,"Tw",3,"inputed",NA,"L95C009","TAXUBRE",0,2,"B",1,1000,35,70,"MD",52.886907,-131.822822,"MEC",NA,NA,"3",2
"3088","CWHwh1","CWHwh1/102",NA,"Yc",3,"inputed",NA,"L95C009","CALLNOO",3,0,"B",1,1000,35,70,"MD",52.886907,-131.822822,"MEC",NA,NA,"3",3
"3095","CWHwh1","CWHwh1/Wb51",NA,"Ss",3,"inputed",NA,"L95B109","PICESIT",0,3,"B",5,140,3,35,"LV",52.990124,-131.990864,"MEC",NA,NA,"3",3
"3098","CWHwh1","CWHwh1/Wb51",NA,"Hm",2,"inputed",NA,"L95B109","TSUGMER",5,5,"B",5,140,3,35,"LV",52.990124,-131.990864,"MEC",NA,NA,"2",10
"3100","CWHwh1","CWHwh1/101",NA,"Yc",3,"inputed",NA,"L95B108","CALLNOO",1,1,"B",4,155,55,35,"MD",52.990614,-131.991144,"MEC",NA,NA,"3",2
"3101","CWHwh1","CWHwh1/101",NA,"Yc",3,"inputed",NA,"L95B103","CALLNOO",5,0,"C",4,380,35,160,"UP",53.000395,-131.721698,"MCC",NA,NA,"3",5
"3103","CWHwh1","CWHwh1/110",NA,"Tw",3,"inputed",NA,"L95B081","TAXUBRE",0,3,"C",5,350,20,110,"MD",52.926504,-131.795684,"MEC",NA,NA,"3",3
"3108","CWHwh1","CWHwh1/Wb51",NA,"Hm",2,"inputed",NA,"L95B073","TSUGMER",5,15,"B",5,280,5,40,"LV",52.989085,-131.741196,"MEC",NA,NA,"2",20
"3109","CWHwh1","CWHwh1/Wb51",NA,"Ss",3,"inputed",NA,"L95B073","PICESIT",0,2,"B",5,280,5,40,"LV",52.989085,-131.741196,"MEC",NA,NA,"3",2
"3114","CWHwh1","CWHwh1/110",NA,"Tw",3,"inputed",NA,"L95B030","TAXUBRE",0,5,"C",5,21,10,140,"LV",52.9992,-131.817762,"MEC",NA,NA,"3",5
"3115","CWHwh1","CWHwh1/116",NA,"Yc",1,"inputed",NA,"L95B021","CALLNOO",20,15,"D",5,230,3,355,"LV",52.926018,-131.758069,NA,NA,NA,"1",35
"3116","CWHwh1","CWHwh1/116",NA,"Tw",3,"inputed",NA,"L95B021","TAXUBRE",0,5,"D",5,230,3,355,"LV",52.926018,-131.758069,NA,NA,NA,"3",5
"3117","CWHwh1","CWHwh1/116",NA,"Hm",2,"inputed",NA,"L95B021","TSUGMER",10,10,"D",5,230,3,355,"LV",52.926018,-131.758069,NA,NA,NA,"2",20
"3118","CWHwh1","CWHwh1/116",NA,"Pl",3,"inputed",NA,"L95B021","PINUCON",10,1,"D",5,230,3,355,"LV",52.926018,-131.758069,NA,NA,NA,"3",11
"3120","CWHwh1","CWHwh1/102",NA,"Yc",3,"inputed",NA,"L95B020","CALLNOO",8,10,"B",1,240,40,290,"LW",52.926561,-131.758303,"MEC",NA,NA,"3",18
"3123","CWHwh1","CWHwh1/115",NA,"Tw",3,"inputed",NA,"L95B008","TAXUBRE",1,2,"D",5,275,20,105,"LW",52.889944,-131.825483,"MEC",NA,NA,"3",3
"3131","SWBmk","SWBmk/03",NA,"Sb",2,"inputed",NA,"L204","PICEMAR",25,0,"C",4,1050,10,144,"UP",59.625,-125.0333023,"OS",NA,NA,"2",25
"3132","SWBmk","SWBmk/03",NA,"Bl",2,"inputed",NA,"L204","ABIELAS",2,0,"C",4,1050,10,144,"UP",59.625,-125.0333023,"OS",NA,NA,"2",2
"3139","BWBSmk","BWBSmk/101",NA,"Lt",3,"inputed",NA,"L068","LARILAR",5,0,"C",5,640,15,282,"LW",59.57500076,-126.98329925,"YEC",NA,"BWBSmk   /101","3",5
"3141","CWHwm","CWHwm/111",NA,"Dr",2,"inputed",NA,"KZ42652","ALNURUB",10,5,"D",5,50,35,170,"LW",54.609485,-129.79263,"MS",NA,NA,"2",15
"3145","CWHvm2","CWHvm2/112",NA,"Dr",2,"inputed",NA,"KZ33952","ALNURUB",5,0,"D",5,430,55,240,"LW",54.62105,-129.880668,"DC",NA,NA,"2",5
"3146","CWHvm2","CWHvm2/112.2",NA,"Dr",2,"inputed",NA,"KZ33952","ALNURUB",5,0,"D",5,430,55,240,"LW",54.62105,-129.880668,"DC",NA,NA,"2",5
"3147","CWHvm4","CWHvm4/112",NA,"Dr",2,"inputed",NA,"KZ33952","ALNURUB",5,0,"D",5,430,55,240,"LW",54.62105,-129.880668,"DC",NA,NA,"2",5
"3149","CWHwm","CWHwm/111",NA,"Dr",2,"inputed",NA,"KZ15452","ALNURUB",5,8,"D",5,60,28,340,"MD",54.600322,-129.781023,"YEC",NA,NA,"2",13
"3151","CWHwm","CWHwm/Wb51",NA,"Hm",1,"inputed",NA,"KZ01952","TSUGMER",0,45,"A",6,670,15,260,"UP",54.70832824,-129.74169921,"MEC",NA,NA,"1",45
"3153","CWHwm","CWHwm/Wb51",NA,"Hm",1,"inputed",NA,"KZ00852","TSUGMER",2,10,"A",6,870,20,35,"UP",54.65832901,-129.64169311,"MEC",NA,NA,"1",12
"3154","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KZ00252","CALLNOO",17,1,"C",4,300,35,68,"MD",54.60832977,-129.92500305,"MCC",NA,"CWH vm 3 /101","2",18
"3155","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KZ00252","CALLNOO",17,1,"C",4,300,35,68,"MD",54.60832977,-129.92500305,"MCC",NA,"CWH vm 3 /101","2",18
"3156","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KZ00252","CALLNOO",17,1,"C",4,300,35,68,"MD",54.60832977,-129.92500305,"MCC",NA,"CWH vm 3 /101","2",18
"3157","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KZ00252","CALLNOO",17,1,"C",4,300,35,68,"MD",54.60832977,-129.92500305,"MCC",NA,"CWH vm 3 /101","2",18
"3158","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KZ00252","CALLNOO",17,1,"C",4,300,35,68,"MD",54.60832977,-129.92500305,"MCC",NA,"CWH vm 3 /101","2",18
"3159","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KZ00252","CALLNOO",17,1,"C",4,300,35,68,"MD",54.60832977,-129.92500305,"MCC",NA,"CWH vm 3 /101","2",18
"3181","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KTZ014","CALLNOO",5,0,"C",4,475,45,180,"MD",53.18027877,-128.27830505,"MC",NA,"CWH vm 3 /101","2",5
"3182","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KTZ014","CALLNOO",5,0,"C",4,475,45,180,"MD",53.18027877,-128.27830505,"MC",NA,"CWH vm 3 /101","2",5
"3183","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KTZ014","CALLNOO",5,0,"C",4,475,45,180,"MD",53.18027877,-128.27830505,"MC",NA,"CWH vm 3 /101","2",5
"3184","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"KTZ014","CALLNOO",5,0,"C",4,475,45,180,"MD",53.18027877,-128.27830505,"MC",NA,"CWH vm 3 /101","2",5
"3189","CWHvm1","CWHvm1/Wb51",NA,"Ba",2,"inputed",NA,"KTZ012","ABIEAMA",0,7,"D",7,270,25,30,"TO",53.06528091,-128.52279663,NA,NA,NA,"2",7
"3190","CWHvm1","CWHvm1/Wb55",NA,"Ba",2,"inputed",NA,"KTZ012","ABIEAMA",0,7,"D",7,270,25,30,"TO",53.06528091,-128.52279663,NA,NA,NA,"2",7
"3191","CWHvm3","CWHvm3/Wb51",NA,"Ba",2,"inputed",NA,"KTZ012","ABIEAMA",0,7,"D",7,270,25,30,"TO",53.06528091,-128.52279663,NA,NA,NA,"2",7
"3192","CWHvm3","CWHvm3/Wb53",NA,"Ba",2,"inputed",NA,"KTZ012","ABIEAMA",0,7,"D",7,270,25,30,"TO",53.06528091,-128.52279663,NA,NA,NA,"2",7
"3193","CWHvm1","CWHvm1/105",NA,"Yc",2,"inputed",NA,"KTZ011","CALLNOO",38,3.5,"C",2,400,60,90,"MD",53.06666946,-128.52780151,NA,NA,NA,"2",41.5
"3194","CWHvm3","CWHvm3/104",NA,"Yc",2,"inputed",NA,"KTZ011","CALLNOO",38,3.5,"C",2,400,60,90,"MD",53.06666946,-128.52780151,NA,NA,NA,"2",41.5
"3195","CWHvm1","CWHvm1/105",NA,"Hm",2,"inputed",NA,"KTZ011","TSUGMER",20,2.5,"C",2,400,60,90,"MD",53.06666946,-128.52780151,NA,NA,NA,"2",22.5
"3196","CWHvm3","CWHvm3/104",NA,"Hm",2,"inputed",NA,"KTZ011","TSUGMER",20,2.5,"C",2,400,60,90,"MD",53.06666946,-128.52780151,NA,NA,NA,"2",22.5
"3205","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3206","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3207","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3208","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3209","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3210","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3211","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3212","CWHvm3","CWHvm3/113",NA,"Tw",3,"inputed",NA,"KP 247","TAXUBRE",3,1,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",4
"3213","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3214","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3215","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3216","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3217","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3218","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3219","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3220","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"KP 247","ABIEAMA",3,3.70000004768372,"C",6,214,10,180,NA,50.52471923,-127.77390289,"MC",NA,"CWH vm 3 /113","3",6.70000004768372
"3223","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"KP 238","TSUGHET",51,9,"C",5,122,35,20,NA,50.50749969,-127.77719879,"MC",NA,NA,"1",60
"3224","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"KP 238","TSUGHET",51,9,"C",5,122,35,20,NA,50.50749969,-127.77719879,"MC",NA,NA,"1",60
"3227","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"KP 236","TSUGHET",63,12,"C",4,30,25,225,NA,50.49916839,-127.8082962,"MC",NA,NA,"1",75
"3228","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"KP 236","TSUGHET",63,12,"C",4,30,25,225,NA,50.49916839,-127.8082962,"MC",NA,NA,"1",75
"3235","CWHvm1","CWHvm1/Wb51",NA,"Ba",2,"inputed",NA,"KP 231","ABIEAMA",1,4,"E",7,46,2,260,NA,50.50500106,-127.81639862,"MC",NA,NA,"2",5
"3236","CWHvm1","CWHvm1/Wb55",NA,"Ba",2,"inputed",NA,"KP 231","ABIEAMA",1,4,"E",7,46,2,260,NA,50.50500106,-127.81639862,"MC",NA,NA,"2",5
"3237","CWHvm3","CWHvm3/Wb51",NA,"Ba",2,"inputed",NA,"KP 231","ABIEAMA",1,4,"E",7,46,2,260,NA,50.50500106,-127.81639862,"MC",NA,NA,"2",5
"3238","CWHvm3","CWHvm3/Wb53",NA,"Ba",2,"inputed",NA,"KP 231","ABIEAMA",1,4,"E",7,46,2,260,NA,50.50500106,-127.81639862,"MC",NA,NA,"2",5
"3239","CWHvm4","CWHvm4/113",NA,"Tw",4,"inputed",NA,"KP 228","TAXUBRE",0,0.699999988079071,"E",7,488,25,130,NA,50.56999969,-127.87310028,NA,NA,"CWH vm 4 /113","4",0.699999988079071
"3240","CWHvm4","CWHvm4/113",NA,"Tw",4,"inputed",NA,"KP 228","TAXUBRE",0,0.699999988079071,"E",7,488,25,130,NA,50.56999969,-127.87310028,NA,NA,"CWH vm 4 /113","4",0.699999988079071
"3241","CWHvm4","CWHvm4/113",NA,"Tw",4,"inputed",NA,"KP 228","TAXUBRE",0,0.699999988079071,"E",7,488,25,130,NA,50.56999969,-127.87310028,NA,NA,"CWH vm 4 /113","4",0.699999988079071
"3242","CWHvm4","CWHvm4/113",NA,"Tw",4,"inputed",NA,"KP 228","TAXUBRE",0,0.699999988079071,"E",7,488,25,130,NA,50.56999969,-127.87310028,NA,NA,"CWH vm 4 /113","4",0.699999988079071
"3243","CWHvm4","CWHvm4/113",NA,"Tw",4,"inputed",NA,"KP 228","TAXUBRE",0,0.699999988079071,"E",7,488,25,130,NA,50.56999969,-127.87310028,NA,NA,"CWH vm 4 /113","4",0.699999988079071
"3244","CWHvm2","CWHvm2/Wb51",NA,"Cw",1,"inputed",NA,"KP 220","THUJPLI",12,32,"E",7,590,8,210,NA,50.54278182,-127.85749816,NA,NA,NA,"1",44
"3245","CWHvm2","CWHvm2/Wb53",NA,"Cw",1,"inputed",NA,"KP 220","THUJPLI",12,32,"E",7,590,8,210,NA,50.54278182,-127.85749816,NA,NA,NA,"1",44
"3246","CWHvm4","CWHvm4/Wb51",NA,"Cw",1,"inputed",NA,"KP 220","THUJPLI",12,32,"E",7,590,8,210,NA,50.54278182,-127.85749816,NA,NA,NA,"1",44
"3247","CWHvm4","CWHvm4/Wb53",NA,"Cw",1,"inputed",NA,"KP 220","THUJPLI",12,32,"E",7,590,8,210,NA,50.54278182,-127.85749816,NA,NA,NA,"1",44
"3248","CWHvm2","CWHvm2/Wb51",NA,"Cw",1,"inputed",NA,"KP 217","THUJPLI",22,26,"C",7,515,35,100,NA,50.54360961,-127.85079956,NA,NA,NA,"1",48
"3249","CWHvm2","CWHvm2/Wb53",NA,"Cw",1,"inputed",NA,"KP 217","THUJPLI",22,26,"C",7,515,35,100,NA,50.54360961,-127.85079956,NA,NA,NA,"1",48
"3250","CWHvm4","CWHvm4/Wb51",NA,"Cw",1,"inputed",NA,"KP 217","THUJPLI",22,26,"C",7,515,35,100,NA,50.54360961,-127.85079956,NA,NA,NA,"1",48
"3251","CWHvm4","CWHvm4/Wb53",NA,"Cw",1,"inputed",NA,"KP 217","THUJPLI",22,26,"C",7,515,35,100,NA,50.54360961,-127.85079956,NA,NA,NA,"1",48
"3252","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"KP 214","TSUGHET",28,6,"D",5,30,30,150,"LW",50.51445007,-127.83249664,"MC",NA,NA,"1",34
"3253","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"KP 214","TSUGHET",28,6,"D",5,30,30,150,"LW",50.51445007,-127.83249664,"MC",NA,NA,"1",34
"3256","CWHvm1","CWHvm1/Fl51",NA,"Cw",2,"inputed",NA,"KP 214","THUJPLI",0,3,"D",5,30,30,150,"LW",50.51445007,-127.83249664,"MC",NA,NA,"2",3
"3257","CWHvm3","CWHvm3/Fl51",NA,"Cw",2,"inputed",NA,"KP 214","THUJPLI",0,3,"D",5,30,30,150,"LW",50.51445007,-127.83249664,"MC",NA,NA,"2",3
"3258","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"KP 212","TSUGHET",66,6,"B",5,61,48,166,NA,50.51860809,-127.84999847,"MC",NA,NA,"1",72
"3259","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"KP 212","TSUGHET",66,6,"B",5,61,48,166,NA,50.51860809,-127.84999847,"MC",NA,NA,"1",72
"3263","CWHdm2","CWHdm2/112.1",NA,"Ba",3,"inputed",NA,"KO 077","ABIEAMA",6,0,"C",6,269,53,90,NA,49.6889038,-125.53919219,NA,NA,"CWH dm 2 /112.1","3",6
"3264","CWHdm2","CWHdm2/112.1",NA,"Ba",3,"inputed",NA,"KO 077","ABIEAMA",6,0,"C",6,269,53,90,NA,49.6889038,-125.53919219,NA,NA,"CWH dm 2 /112.1","3",6
"3265","CWHdm2","CWHdm2/112.1",NA,"Ba",3,"inputed",NA,"KO 077","ABIEAMA",6,0,"C",6,269,53,90,NA,49.6889038,-125.53919219,NA,NA,"CWH dm 2 /112.1","3",6
"3266","CWHdm2","CWHdm2/101",NA,"Tw",4,"inputed",NA,"KO 069","TAXUBRE",0,0.200000002980232,"D",4,253,27,25,NA,49.76414489,-125.61904144,NA,NA,NA,"4",0.200000002980232
"3268","CWHmm1","CWHmm1/110",NA,"Bg",3,"inputed",NA,"KO 032","ABIEGRA",0,3,"D",5,335,9,150,NA,49.84355926,-125.89463806,NA,NA,"CWH mm 1 /110","3",3
"3269","CWHmm1","CWHmm1/110",NA,"Bg",3,"inputed",NA,"KO 032","ABIEGRA",0,3,"D",5,335,9,150,NA,49.84355926,-125.89463806,NA,NA,"CWH mm 1 /110","3",3
