PlotNumber,SiteUnit
MH94101,MH  mm 2 /101a
MH94100,MH  mm 2 /101a
MH94095,CWH ws 2 /101
MH94094,MH  mm 2 /101a
MH94093,MH  mm 2 /111
MH94091,MH  mm 2 /101a
MH94084,MH  mm 2 /103
MH94083,MH  mm 2 /112
MH94082,MH  mm 2 /111
MH94081,MH  mm 2 /101a
MH94080,MH  mm 2 /113
MH94079,MH  mm 2 /101a
MH94077,MH  mm 2 /113
MH94075,MH  mm 2 /111
MH94073,CWH ws 2 /101
MH94072,MH  mm 2 /110
MH94071,MH  mm 2 /113
MH94068,MH  mm 2 /110
MH94067,MH  mm 2 /113
MH94066,MH  mm 2 /110
MH94062,MH  mm 2 /112
MH94061,MH  mm 2 /111
MH94058,MH  mm 2 /113
MH94056,MH  mm 2 /112
MH94055,MH  mm 2 /113
MH94054,MH  mm 2 /113
MH94053,MH  mm 2 /101a
MH94050,MH  mm 2 /112
MH94049,MH  mm 2 /113
MH94048,MH  mm 2 /113
MH94047,MH  mm 2 /113
MH94046,MH  mm 2 /113
MH94045,MH  mm 2 /101a
MH94044,MH  mm 2 /103
MH94043,MH  mm 2 /110
MH94042,MH  mm 2 /110
MH94040,MH  mm 2 /112
MH94039,MH  mm 2 /113
MH94037,MH  mm 2 /102
MH94031,MH  mm 2 /113
MH94029,MH  mm 2 /112
MH94028,MH  mm 2 /101a
MH94027,MH  mm 2 /113
MH94025,MH  mm 2 /102
MH94024,MH  mm 2 /101a
MH94022,CWH ws 2 /101
MH94021,CWH ws 2 /101
MH94020,MH  mm 2 /113
MH94019,MH  mm 2 /101a
MH94017,MH  mm 2 /103
MH94016,MH  mm 2 /103
MH94015,MH  mm 2 /101a
MH94014,MH  mm 2 /101a
MH94013,MH  mm 2 /101a
MH94012,MH  mm 2 /101a
MH94011,MH  mm 2 /111
MH94009,MH  mm 2 /101a
MH94007,MH  mm 2 /103
MH94003,CWH ws 2 /101
MH94002,MH  mm 2 /112
MCT6,CWH ws 3 /101
MCT5,CWH ws 3 /112
MCP5,CWH dm 1 /112
MCP4,CWH dm 1 /112
MCP3,CWH dm 1 /112
MCP2,CWH dm 2 /112.1
MCP1,CWH dm 2 /110
MCM5,CWH dm 1 /101
MCM4,CWH dm 1 /101
MCM3,CWH dm 1 /101
MCM2,CWH dm 2 /101
MCM1,CWH dm 2 /101
MCL5,CWH dm 1 /103
MCL4,CWH dm 1 /103
MCL3,CWH dm 1 /103
MCL2,CWH dm 1 /103
MCL1,CWH dm 2 /104
MCG6,CWH dm 1 /101
MCG5,CWH dm 1 /101
MCG4,CWH dm 1 /101
MCG3,CWH dm 1 /101
MCG2,CWH mm 1 /103
MCG1,CWH dm 2 /104
MAD4014,CDF mm   /102.1
MAD3850,CDF mm   /101
MAD3809,CDF mm   /110
MAD3751,CDF mm   /112b
MAD3734,CDF mm   /101
MAD3706,CWH dm 1 /101
MAD3705,CWH dm 1 /101
MAD3574,CDF mm   /102.2
MAD3559,CDF mm   /111
MAD3541,CDF mm   /111
MAD3540,CDF mm   /102.2
MAD3536,CDF mm   /102.2
MAD3437,CDF mm   /101
MAD3248,CDF mm   /112a
MAD3215,CDF mm   /110
MAD3200,CDF mm   /111
MAD3199,CDF mm   /111
MAD3175,CDF mm   /110
MAD3136,CDF mm   /111
MAD3110,CDF mm   /101
MAD3103,MH  mm 1 /104
MAD3092,CWH vm 1 /110
MAD3080,CWH dm 2 /101
MAD3076,CWH dm 2 /105
MAD3075,CWH dm 2 /110
MAD3074,CWH dm 2 /113
MAD3061,CWH vm 2 /101
MAD3018,CWH vm 2 /110
MAD3007,MH  mm 1 /104
MAD2981,CWH dm 2 /112.1
MAD2965,MH  mm 1 /101a
MAD2955,CWH vm 1 /112.2
MAD2950,CWH ds 1 /110
MAD2936,CWH ms 4 /101
MAD2931,CWH ds 1 /101b
MAD2930,CWH ds 1 /111
MAD2925,CWH ms 4 /112
MAD2918,CWH ms 3 /102
MAD2890,CWH dm 2 /113
MAD2881,CWH vm 2 /103
MAD2879,CWH vm 2 /102
MAD2868,CWH vm 2 /103
MAD2867,CWH vm 2 /111.1
MAD2863,MH  mm 1 /101a
MAD2857,CWH vm 2 /110
MAD2855,MH  mm 1 /110
MAD2851,MH  mm 1 /111
MAD2848,MH  mm 1 /101a
MAD2847,MH  mm 1 /104
MAD2846,MH  mm 1 /101a
MAD2792,MH  mm 1 /104
MAD2781,CWH vm 1 /101
MAD2780,CWH vm 1 /110
MAD2777,CWH vm 1 /111.2
MAD2769,CWH vm 2 /113
MAD2762,CWH vm 2 /103
MAD2761,CWH vm 1 /113
MAD2729,CWH vm 1 /110
MAD2727,CWH vm 2 /113
MAD2725,CWH vm 2 /110
MAD2722,CWH vm 2 /110
MAD2718,CWH vm 1 /105
MAD2711,CWH vm 1 /104
MAD2707,CWH vm 1 /110
MAD2697,MH  mm 1 /104
MAD2689,CWH vm 1 /110
MAD2686,CWH vm 1 /102
MAD2681,CWH vm 1 /105
MAD2673,CWH vm 1 /102
MAD2651,CWH vm 1 /102
MAD2647,CWH vm 1 /105
MAD2641,CWH vm 1 /105
MAD2518,CWH dm 2 /110
MAD2517,CWH dm 2 /112.1
MAD2510,MH  mm 1 /101b
MAD2488,CWH vm 1 /110
MAD2482,CWH vm 2 /111.1
MAD2480,CWH vm 2 /110
MAD2479,CWH vm 2 /101
MAD2462,CWH vm 1 /110
MAD2460,CWH vm 1 /112.1
MAD2450,MH  mm 1 /101a
MAD2447,MH  mm 1 /110
MAD2439,CWH vm 1 /110
MAD2430,MH  mm 1 /104
MAD2429,MH  mm 1 /101a
MAD2428,CWH vm 2 /110
MAD2418,CWH vm 1 /101
MAD2413,CWH vm 1 /111.1
MAD2387,CWH vm 1 /110
MAD2381,CWH dm 2 /101
MAD2380,CWH dm 2 /101
MAD2371,MH  mm 1 /102
MAD2369,CWH vm 2 /101
MAD2344,CWH vm 2 /101
MAD2276,CWH ds 1 /101b
MAD2269,CWH ds 1 /101a
MAD2256,CWH ds 1 /101a
MAD2255,CWH ds 1 /101b
MAD2252,CWH ds 1 /101a
MAD2251,CWH ds 1 /101b
MAD2248,CWH ds 1 /111
MAD2247,CWH ds 1 /101b
MAD2246,CWH ds 1 /101b
MAD2245,CWH ds 1 /101a
MAD2222,CWH vm 2 /101
MAD2221,CWH vm 2 /110
MAD2208,MH  mm 1 /101a
MAD2202,CWH vh 2 /104
MAD2149,MH  mm 1 /101a
MAD2144,CWH vm 4 /101
MAD2072,MH  mm 1 /101a
MAD2066,MH  mm 1 /103
MAD2058,CWH vm 2 /101
MAD2057,CWH vm 2 /101
MAD2054,CWH vm 2 /104
MAD2028,MH  mm 1 /101a
MAD2026,MH  mm 1 /101a
MAD1997,CWH dm 2 /104
MAD1991,CWH vm 2 /102
MAD1980,MH  mm 1 /101a
MAD1970,CWH vm 1 /112.2
MAD1963,MH  mm 1 /101a
MAD1948,CWH vm 2 /103
MAD1942,CWH dm 2 /113
MAD1926,MH  mm 1 /110
MAD1921,CWH dm 2 /103
MAD1914,MH  mm 1 /103
MAD1908,MH  mm 1 /101a
MAD1874,CWH dm 2 /105
MAD1856,CWH dm 2 /102
MAD1829,MH  mm 1 /112
MAD1800,CWH dm 2 /104
MAD1776,CWH dm 2 /104
MAD1768,CWH vm 2 /102
MAD1753,MH  mm 1 /101a
MAD1752,MH  mm 1 /101a
MAD1747,MH  mm 1 /110
MAD1745,MH  mm 1 /110
MAD1744,MH  mm 1 /101a
MAD1741,MH  mm 1 /101a
MAD1737,CDF mm   /110
MAD1732,CDF mm   /105
MAD1710,CDF mm   /112a
MAD1636,CDF mm   /101
MAD1483,CWH dm 1 /103
MAD1482,CDF mm   /104
MAD1480,CDF mm   /101
MAD1426,CDF mm   /101
MAD1410,CDF mm   /101
MAD1407,CDF mm   /110
MAD1322,CDF mm   /110
MAD1294,CDF mm   /110
MAD1288,CDF mm   /101
MAD1244,CWH dm 1 /102
MAD1243,CWH dm 1 /102
MAD1242,CDF mm   /102.1
MAD1219,CDF mm   /101
MAD1199,CDF mm   /111
MAD1061,CDF mm   /105
MAD1054,CDF mm   /105
MAD1052,CDF mm   /105
MAD1051,CDF mm   /101
MAD1048,CWH dm 1 /102
MAD1046,CDF mm   /101
MAD1045,CDF mm   /105
MAD0948,CWH vm 1 /112.1
MAD0945,CWH vh 1 /101
MAD0944,MH  mm 1 /110
MAD0942,CWH vm 1 /113
MAD0937,CWH vm 1 /110
MAD0935,CWH vm 1 /111.2
MAD0932,CWH vm 1 /110
MAD0929,CWH vh 1 /101
MAD0928,CWH vh 1 /101
MAD0926,CWH vm 1 /110
MAD0925,CWH vm 1 /111.2
MAD0921,CWH vh 1 /101
MAD0920,CWH vh 1 /110
MAD0919,CWH vh 1 /110
MAD0918,CWH vm 1 /112.1
MAD0914,CWH vm 1 /110
MAD0913,CWH vm 1 /110
MAD0910,CWH vm 2 /110
MAD0909,CWH vm 2 /101
MAD0908,MH  mm 1 /101a
MAD0905,CWH vm 1 /113
MAD0903,CWH vm 2 /114
MAD0902,CWH vm 2 /113
MAD0901,CWH vm 2 /112.2
MAD0899,CWH vm 2 /111.2
MAD0892,CWH vm 2 /101
MAD0890,CWH vm 2 /103
MAD0884,CWH vh 1 /112
MAD0883,CWH vh 1 /101
MAD0880,MH  mm 1 /101a
MAD0877,MH  mm 1 /110
MAD0876,MH  mm 1 /103
MAD0875,MH  mm 1 /111
MAD0874,CWH vm 1 /101
MAD0871,CWH vm 2 /102
MAD0870,CWH vm 2 /113
MAD0869,CWH vm 1 /110
MAD0868,CWH vm 1 /112.1
MAD0865,CWH vm 1 /110
MAD0864,CWH vm 1 /112.1
MAD0862,CWH vm 1 /114
MAD0861,CWH vm 1 /110
MAD0860,CWH vm 1 /101
MAD0858,CWH vm 1 /113
MAD0857,CWH vm 1 /113
MAD0856,CWH vm 1 /111.1
MAD0854,CWH vm 1 /111.2
MAD0776,CWH dm 1 /102
MAD0773,CWH dm 1 /102
MAD0571,CWH vh 1 /105
MAD0570,CWH vh 1 /105
MAD0569,CWH vh 1 /112
MAD0568,CWH vh 1 /103
MAD0559,CWH vh 1 /101
MAD0551,CWH vh 1 /101
MAD0548,CWH vm 2 /111.2
MAD0541,CWH vh 1 /101
MAD0520,CWH vh 1 /101
MAD0519,CWH vh 1 /104
MAD0512,CWH vh 1 /104
MAD0511,CWH vm 1 /111.2
MAD0380,CWH vm 1 /110
MAD0294,CWH vm 1 /103
MAD0293,CWH vm 1 /110
MAD0289,CWH vm 1 /112.2
MAD0285,CWH vm 1 /101
MAD0282,CWH vm 1 /111.2
MAD0280,CWH vm 2 /101
MAD0277,CWH vm 2 /111.1
MAD0274,CWH vm 1 /110
MAD0273,CWH vm 2 /113
MAD0271,CWH vm 1 /112.1
MAD0269,MH  mm 1 /104
MAD0268,MH  mm 1 /112
MAD0265,CWH vm 1 /110
MAD0263,CWH vm 1 /110
MAD0257,CWH vm 1 /110
MAD0252,CWH vm 1 /105
MAD0249,CWH vm 1 /111.1
MAD0248,CWH vm 1 /111.2
MAD0245,MH  mm 1 /101a
MAD0243,CWH vm 1 /111.2
MAD0241,CWH vm 1 /110
MAD0236,CWH vm 1 /110
MAD0235,CWH vm 1 /110
MAD0233,CWH vm 1 /101
MAD0232,CWH vm 1 /105
MAD0231,CWH vm 1 /112.2
MAD0230,CWH vm 1 /111.1
MAD0229,CWH vm 1 /112.2
MAD0220,CWH vm 1 /110
MAD0219,CWH vm 1 /105
MAD0218,CWH vm 1 /105
MAD0212,CWH vm 1 /103
MAD0202,CWH vm 1 /101
MAD0196,CWH vm 2 /113
MAD0191,CWH vm 1 /101
MAD0181,CWH vm 2 /103
MAD0179,CWH vm 1 /111.2
MAD0178,MH  mm 1 /101b
MAD0044,CDF mm   /111
LR 271,CWH ds 1 /101a
LR 270,CWH ds 1 /101a
LR 269,CWH ms 4 /103
LR 268,CWH ms 4 /112
LR 267,CWH ms 4 /104
LR 264,CWH ms 4 /110
LOSQ35,CWH vm 2 /101
LOSQ31,CWH ms 3 /102
LOSQ30,MH  mm 1 /101a
LOSQ26,CWH vm 1 /101
LOSQ25,CWH vm 1 /101
LOSQ23,CWH dm 3 /110
LOSQ22,CWH ds 1 /110
LOSQ21,CWH dm 2 /104
LOSQ18,MH  mm 1 /101a
LOSQ11,CWH vm 1 /110
LOSQ10,CWH vm 1 /101
LOSQ09,CWH vm 1 /101
LOSQ08,CWH vm 1 /110
LOSQ05,CWH vm 2 /112.2
LOSQ04,CWH dm 2 /104
LOSQ03,CWH vm 2 /112.2
LM01_96,MH  mm 1 /110
KZ43352,CWH wm   /112
KZ43252,CWH wm   /101a
KZ42852,CWH vm 3 /114
KZ42052,CWH wm   /101a
KZ41952,CWH wm   /112
KZ41852,CWH wm   /101a
KZ41752,CWH wm   /112
KZ41652,CWH wm   /110
KZ40552,CWH wm   /101a
KZ40452,CWH wm   /101a
KZ40252,CWH wm   /113
KZ39952,CWH wm   /112
KZ39752,CWH wm   /113
KZ39252,CWH wm   /112
KZ38552,CWH wm   /101a
KZ38152,CWH wm   /113
KZ37952,CWH wm   /113
KZ37652,CWH wm   /112
KZ37552,CWH wm   /101a
KZ37452,CWH wm   /101a
KZ37252,CWH wm   /112
KZ36952,CWH wm   /101a
KZ36252,CWH wm   /101a
KZ35952,CWH wm   /110
KZ35352,CWH wm   /112
KZ35152,CWH wm   /112
KZ35052,CWH wm   /110
KZ34852,CWH wm   /113
KZ34452,CWH wm   /101b
KZ34352,CWH wm   /110
KZ34252,CWH wm   /101a
KZ33552,MH  mm 1 /111
KZ33352,MH  mm 1 /111
KZ33252,CWH vm 4 /101
KZ33152,MH  mm 1 /101a
KZ32752,CWH vm 4 /101
KZ32252,MH  mm 1 /101a
KZ31752,CWH wm   /113
KZ31352,CWH wm   /110
KZ31152,CWH wm   /113
KZ30752,CWH wm   /101a
KZ30452,CWH vm 3 /101
KZ15752,CWH wm   /112
KZ15652,CWH wm   /110
KZ15252,CWH wm   /112
KZ14352,CWH wm   /112
KZ14152,CWH wm   /112
KZ13952,CWH wm   /101a
KZ13852,CWH wm   /112
KZ13752,CWH wm   /112
KZ13652,CWH wm   /113
KZ13452,CWH wm   /101b
KZ13252,CWH wm   /112
KZ13052,CWH wm   /101a
KZ12952,CWH wm   /101a
KZ12652,MH  mm 1 /104
KZ11552,MH  mm 1 /110
KZ11352,CWH wm   /112
KZ11252,CWH wm   /110
KZ11152,MH  mm 1 /112
KZ09852,CWH wm   /112
KZ09652,CWH wm   /101a
KZ09252,CWH wm   /110
KZ09152,CWH wm   /113
KZ09052,CWH wm   /101a
KZ08952,CWH wm   /101a
KZ08852,MH  mm 1 /101a
KZ08552,MH  mm 1 /104
KZ08252,CWH wm   /112
KZ08052,CWH wm   /113
KZ06852,CWH wm   /112
KZ06752,CWH wm   /113
KZ06552,CWH wm   /112
KZ06452,CWH wm   /112
KZ06152,CWH wm   /113
KZ05952,CWH wm   /112
KZ05852,CWH wm   /101a
KZ05752,CWH wm   /110
KZ05552,CWH wm   /113
KZ05452,CWH wm   /112
KZ05352,CWH wm   /113
KZ04452,CWH wm   /113
KZ04352,CWH wm   /101a
KZ04252,CWH wm   /101a
KZ04052,CWH wm   /101a
KZ03752,CWH wm   /110
KZ03452,CWH wm   /111
KZ03352,CWH wm   /101b
KZ03152,CWH wm   /112
KZ03052,CWH wm   /101a
KZ02752,CWH wm   /101a
KZ02352,MH  mm 1 /110
KZ01252,CWH wm   /112
KZ01052,CWH wm   /112
KZ00952,MH  mm 1 /111
KZ00752,MH  mm 1 /110
KZ00652,CWH vm 3 /110
KZ00352,CWH vm 3 /111.1
KZ00252,CWH vm 3 /101
KZ00152,CWH vm 3 /101
KTZ014,CWH vm 3 /101
KTZ013,CWH vm 4 /110
KR 250,CWH ds 1 /101a
KR 249,CWH ws 3 /103
KR 248,CWH ds 1 /111
KR 247,CWH ws 3 /103
KP 251,CWH vm 3 /112.1
KP 249,CWH vm 3 /110
KP 247,CWH vm 3 /113
KP 246,CWH vm 3 /103
KP 244,CWH vm 3 /103
KP 242,CWH vm 3 /110
KP 239,CWH vm 3 /112.1
KP 235,CWH vm 3 /103
KP 234,CWH vm 3 /112.1
KP 229,CWH vm 3 /101
KP 228,CWH vm 4 /113
KP 227,CWH vm 4 /112
KP 225,CWH vm 3 /103
KP 223,CWH vm 3 /112.1
KP 222,CWH vm 3 /110
KP 218,CWH vm 4 /111
KP 216,CWH vm 3 /112.1
KP 210,CWH vm 3 /112.1
KP 208,CWH vm 3 /112.1
KP 206,CWH vm 4 /101
KP 205,MH  mm 1 /101a
KP 204,CWH vm 4 /113
KP 203,CWH vm 3 /103
KP 202,CWH vm 3 /110
KO 092,CWH mm 1 /110
KO 091,CWH mm 1 /110
KO 090,CWH dm 2 /110
KO 088,CWH mm 1 /101
KO 087,CWH mm 1 /101
KO 086,CWH dm 2 /112.2
KO 085,CWH dm 2 /104
KO 084,CWH dm 2 /112.1
KO 083,CWH dm 2 /101
KO 082,CWH dm 2 /110
KO 081,CWH dm 2 /110
KO 080,CWH dm 2 /112.2
KO 078,CWH dm 2 /112.1
KO 077,CWH dm 2 /112.1
KO 075,CWH dm 2 /110
KO 074,CWH dm 2 /112.1
KO 073,CWH dm 2 /112.1
KO 072,CWH dm 2 /110
KO 071,CWH dm 2 /110
KO 070,CWH dm 2 /104
KO 064,CWH dm 2 /104
KO 062,CWH mm 1 /101
KO 061,CWH mm 1 /101
KO 060,CWH mm 1 /112
KO 059,CWH mm 1 /101
KO 058,CWH mm 1 /101
KO 057,CWH mm 1 /101
KO 056,CWH mm 1 /112
KO 055,CWH mm 1 /112
KO 053,CWH dm 2 /110
KO 051,CWH dm 2 /110
KO 050,CWH dm 2 /112.1
KO 049,CWH dm 2 /112.2
KO 048,CWH mm 1 /103
KO 047,CWH mm 1 /101
KO 046,CWH mm 1 /112
KO 042,CWH mm 1 /101
KO 041,CWH mm 1 /101
KO 040,CWH mm 1 /101
KO 032,CWH mm 1 /110
KO 031,CWH mm 1 /104
KO 030,CWH mm 1 /112
KO 029,CWH mm 1 /103
KO 028,CWH mm 1 /101
KO 027,CWH mm 1 /104
KO 026,CWH mm 1 /112
KO 025,CWH mm 1 /110
KO 024,CWH mm 1 /112
KO 023,CWH mm 1 /110
KO 022,CWH mm 1 /101
KO 021,CWH mm 1 /112
KO 018,CWH mm 1 /103
KO 016,CWH mm 1 /101
KO 015,CWH mm 1 /112
KO 014,CWH mm 1 /110
KO 013,CWH mm 1 /110
KO 012,CWH mm 1 /104
KO 011,CWH mm 1 /101
KO 010,CWH mm 1 /104
KO 009,CWH mm 1 /104
KO 008,CWH mm 1 /104
KO 007,CWH mm 1 /104
KO 006,CWH mm 1 /101
KO 005,CWH mm 1 /104
KO 004,CWH mm 1 /110
KO 003,CWH mm 1 /101
KO 002,CWH mm 1 /110
KMAT01,CWH ws 1 /101
KIT001,CWH vh 2 /105
KILT20,CWH vm 4 /101
KILT15,CWH vm 3 /101
KILT14,CWH vm 3 /101
KILT07,CWH vm 3 /101
KILT06,CWH vm 4 /101
KBS125,CWH wm   /101b
K13-033,IDF ww   /102
K13-032,IDF ww   /112
K13-031,IDF ww   /110
K13-027,IDF ww   /101.1
K13-026,IDF ww   /101.1
K13-025,IDF ww   /110
K13-024,IDF ww   /102
K13-023,IDF ww   /104
K13-022,IDF ww   /104
K13-021,IDF ww   /110
K13-020,IDF ww   /112
K13-018,IDF ww   /104
K13-017,IDF ww   /112
K13-015,IDF ww   /104
K13-014,IDF ww   /101.1
K13-013,IDF ww   /112
K13-008,IDF ww   /101.2
K13-007,IDF ww   /101.1
K12-010,IDF ww   /101.1
K12-009,IDF ww   /102
K12-008,IDF ww   /104
K12-005,IDF ww   /104
K12-004,IDF ww   /103
K02-022,IDF ww   /101.1
K02-021,IDF ww   /101.1
K02-018,IDF ww   /103
K02-012,IDF ww   /101.1
K02-011,IDF ww   /101.1
K011051,IDF ww   /104
K011049,IDF ww   /101.1
K011044,IDF ww   /101.1
K011043,IDF ww   /102
K011041,IDF ww   /103
K011033,IDF ww   /104
K011032,IDF ww   /103
K011030,IDF ww   /102
K01-250,IDF ww   /104
K01-228,IDF ww   /101.1
K01-227,IDF ww   /111
K  029,MH  mm 2 /101a
K  028,MH  mm 2 /113
K  027,CWH vm 3 /110
K  026,CWH vm 3 /112.2
K  025,CWH ws 3 /112
K  024,CWH ws 3 /101
K  023,MH  mm 2 /101b
K  021,MH  mm 2 /101a
K  020,CWH ds 2 /102
K  017,CWH ds 2 /102
K  015,CWH ws 2 /112
K  013,CWH vm 2 /114
K  010,CWH vm 4 /103
K  009,CWH vm 4 /103
K  008,CWH vm 4 /101
K  005,CWH vm 3 /103
K  004,CWH vm 1 /103
K  003,CWH vm 1 /111.2
JMG011,CWH vh 2 /113
JMG010,CWH vh 2 /101
JMG008,CWH vh 2 /101
JMG002,CWH vh 2 /113
JERV47,CWH dm 2 /110
JERV46,CWH dm 2 /112.1
JERV45,MH  mm 1 /101a
JERV44,MH  mm 1 /104
JERV43,MH  mm 1 /101a
JERV40,MH  mm 1 /101a
JERV30,CWH dm 2 /112.1
JERV29,CWH dm 2 /110
JERV27,CWH dm 2 /105
JERV19,CWH vm 1 /110
JERV18,CWH vm 1 /110
JERV15,CWH vm 1 /112.2
JERV14,CWH vm 1 /110
JERV12,CWH vm 2 /111.1
JERV11,CWH vm 2 /110
JERV10,CWH vm 1 /110
JERV02,CWH dm 2 /104
JCG097,CWH vm 3 /110
JCG096,CWH vm 3 /112.2
JCG062,CWH vh 2 /110
JCG038,CWH vh 2 /101
JCG036,CWH vh 2 /110
JCG023,CWH vh 2 /104
JCG012,CWH vh 2 /101
IRON09,CWH mm 2 /113
IRON08,CWH mm 2 /112
IRON07,CWH mm 2 /113
IRON06,CWH mm 2 /101
IRON05,CWH mm 2 /111
IRON04,CWH mm 2 /112
IRON03,CWH mm 2 /112
IRON02,CWH mm 2 /112
IRON01,CWH mm 2 /101
INDI101,MH  mm 1 /101a
INDI100,MH  mm 1 /104
INDI099,MH  mm 1 /101a
INDI098,MH  mm 1 /101a
INDI096,MH  mm 1 /101a
INDI094,MH  mm 1 /101a
INDI093,MH  mm 1 /101a
INDI092,MH  mm 1 /101a
INDI091,MH  mm 1 /101a
INDI090,CWH vm 1 /105
INDI089,MH  mm 1 /103
INDI081,CWH vm 1 /110
INDI079,CWH vm 1 /110
INDI077,CWH vm 1 /101
INDI076,CWH vm 1 /101
INDI074,CWH vm 1 /110
INDI073,CWH vm 1 /101
INDI069,CWH vm 1 /105
INDI064,CWH vm 2 /110
INDI063,MH  mm 1 /101a
INDI062,MH  mm 1 /101a
INDI061,MH  mm 1 /101a
INDI060,CWH vm 1 /101
INDI055,MH  mm 1 /101a
INDI054,MH  mm 1 /101a
INDI052,MH  mm 1 /101a
INDI051,CWH vm 1 /111.1
INDI050,MH  mm 1 /101a
INDI049,MH  mm 1 /104
INDI048,MH  mm 1 /103
INDI047,MH  mm 1 /104
INDI043,MH  mm 1 /101a
INDI042,MH  mm 1 /110
INDI040,MH  mm 1 /101a
INDI038,MH  mm 1 /103
INDI021,CWH vm 1 /101
INDI020,CWH vm 1 /101
INDI015,CWH vm 1 /110
INDI007,CWH vm 2 /112.2
INDI005,MH  mm 1 /101a
INDI003,MH  mm 1 /110
INDI001,CWH vm 1 /110
IDFE17,CWH ds 1 /111
IDFE16,CWH ds 1 /111
IDFE15,CWH ds 1 /102
IDFE14,CWH ds 1 /104
IDFE07,IDF ww   /101.2
IDFE06,IDF ww   /101.1
IDFE05,CWH xs   /111
IDFE04,CWH xs   /103.1
IDFE03,CWH xs   /103.1
IDFE02,CWH xs   /101.1
IDFE01,CWH xs   /111
Hope101,CWH ms 4 /101
Hope093,CWH ms 4 /101
Hope092,CWH ms 4 /101
Hope091,CWH ms 4 /101
Hope090,CWH ms 4 /112
Hope089,CWH ms 4 /101
Hope088,CWH ms 4 /101
Hope087,CWH ms 4 /110
Hope086,CWH ms 4 /112
Hope085,CWH ms 4 /101
Hope083,CWH ms 4 /101
Hope079,CWH ms 4 /101
Hope078,CWH ms 4 /110
Hope077,CWH ms 4 /112
Hope076,CWH ms 4 /110
Hope075,CWH ms 4 /112
Hope074,CWH ms 4 /110
Hope073,CWH ms 3 /112
Hope072,CWH ms 4 /112
Hope071,CWH ms 4 /110
Hope070,CWH ms 4 /101
Hope068,CWH ms 4 /112
Hope065,CWH ms 4 /101
Hope064,CWH ms 4 /103
Hope059,CWH ms 4 /101
Hope057,CWH ms 4 /101
Hope055,CWH ms 4 /101
Hope054,CWH ms 4 /101
Hope053,CWH ms 4 /101
Hope052,CWH ms 4 /112
Hope051,CWH ms 4 /111
Hope050,CWH ms 4 /101
Hope049,CWH ms 4 /101
Hope047,CWH ms 4 /112
Hope046,CWH ms 4 /101
Hope044,CWH ms 3 /110
Hope043,CWH ms 4 /112
Hope042,CWH ms 3 /110
Hope041,CWH ms 4 /101
Hope040,CWH ms 4 /101
Hope039,CWH ms 4 /110
Hope038,CWH ms 4 /101
Hope037,CWH ms 4 /112
Hope036,CWH ms 4 /112
Hope035,CWH ms 4 /101
Hope034,CWH ms 5 /103.1
Hope033,CWH ms 4 /112
Hope032,CWH ms 4 /112
Hope031,CWH ms 4 /103
Hope030,CWH ms 4 /110
Hope029,CWH ms 4 /110
Hope028,CWH ms 4 /101
Hope027,CWH ms 4 /112
Hope026,CWH ms 3 /112
Hope025,CWH ms 3 /110
Hope024,CWH ms 4 /112
Hope022,CWH ms 4 /101
Hope021,CWH ms 4 /101
Hope020,CWH ms 4 /101
Hope018,CWH ms 4 /101
Hope017,CWH ms 4 /101
Hope016,CWH ms 4 /101
Hope014,CWH ms 4 /103
Hope013,CWH ms 4 /104
Hope010,CWH ms 4 /110
Hope009,CWH ms 3 /104
Hope008,CWH ms 3 /104
Hope005,CWH ms 3 /112
Hope003,CWH ms 4 /105
Hope002,CWH ms 4 /101
Hope001,CWH ms 5 /103.1
HR 260,CWH ds 2 /102
HARR23,CWH ds 1 /111
HARR22,CWH ds 1 /110
HARR21,CWH ds 1 /110
HARR20,CWH ds 1 /111
HARR14,CWH ds 1 /110
HARR13,CWH ds 1 /110
HARR12,CWH ds 1 /111
HARR11,CWH ds 1 /110
HARR10,CWH ds 1 /110
HARR09,CWH ds 1 /110
HARR08,CWH ds 1 /110
HARR07,CWH ds 1 /111
Gaps-06,CWH mm 2 /111
Gaps-05,CWH mm 2 /110
Gaps-04,CWH mm 2 /110
Gaps-03,CWH mm 2 /110
Gaps-02,CWH mm 1 /102
Gaps-01,CWH mm 2 /110
GR 148,CWH ms 4 /110
GR 146,CWH ms 4 /112
GR 143,CWH ms 4 /110
GR 141,CWH ws 3 /101
GR 140,CWH dm 2 /104
GR 139,CWH dm 2 /112.1
GR 138,MH  mm 1 /110
GR 137,MH  mm 1 /101a
GR 136,MH  mm 1 /103
GR 133,CWH vm 1 /110
GR 132,CWH vm 2 /101
GR 126,CWH vm 2 /111.1
GR 125,CWH vm 2 /113
GR 123,MH  mm 1 /102
GR 122,CWH vm 2 /115
GR 120,CWH vm 2 /101
GR 119,CWH vm 2 /102
GR 118,CWH vm 2 /102
GR 117,CWH vm 2 /115
GR 115,CWH vm 2 /101
GR 114,CWH vm 1 /112.2
GR 113,CWH vm 1 /112.2
GR 112,CWH vm 1 /112.2
GR 109,MH  mm 1 /101a
GR 107,CWH vm 2 /111.1
GR 104,CWH vm 2 /110
GR 103,CWH vm 2 /112.1
GR 102,CWH dm 2 /112.1
GR 097,CWH dm 2 /112.1
GR 096,CWH vm 1 /105
GR 095,CWH vm 1 /105
GR 094,CWH vm 1 /101
GR 093,CWH vm 1 /110
GR 092,CWH vh 1 /112
GR 091,CWH vh 1 /102
