"","bgc","ss_nospace","Species","spp","newsuit_ord","mean_abund_ss","sd_abund_ss","nplots_ss","review"
"783","ESSFmm3","ESSFmm3/111","PICEENE","Sx","1",12.3333333333333,7.08989891794422,6,"Y"
"784","ESSFmm3","ESSFmm3/112","ABIELAS","Bl","2",27.25,19.7209702263014,4,"Y"
"785","ESSFmmp","ESSFmmp/00","ABIELAS","Bl","3",12.9166666666667,9.69027941555429,12,"Y"
"786","ESSFmmw","ESSFmmw/04","ABIELAS","Bl","2",25.5,0.707106781186548,2,"Y"
"787","ESSFmv1","ESSFmv1/01","PICEENE","Sx","1",8.87100001966411,7.96553619640284,22,"Y"
"788","ESSFmv1","ESSFmv1/01","PINUCON","Pl","1",14.6300000000745,9.21960725286947,20,"Y"
"789","ESSFmv1","ESSFmv1/02","PICEENE","Sx","4",3.32499995268881,2.97811458834919,4,"Y"
"790","ESSFmv1","ESSFmv1/02","PINUCON","Pl","2",27.4250001013279,7.59050946805374,4,"Y"
"791","ESSFmv1","ESSFmv1/03","ABIELAS","Bl","3",15.6909090822393,9.52317747180006,11,"Y"
"792","ESSFmv1","ESSFmv1/04","PICEENE","Sx","1",18.4,10.5498815159223,5,"Y"
"793","ESSFmv1","ESSFmv1/05","ABIELAS","Bl","1",8.66666666666667,2.3094010767585,3,"Y"
"794","ESSFmv1","ESSFmv1/05","PINUCON","Pl","2",30.2000007629395,0,2,"Y"
"795","ESSFmv2","ESSFmv2/01","PICEENE","Sx","1",15.1800256356692,9.88123426040185,78,"Y"
"796","ESSFmv2","ESSFmv2/01","PICEGLA","Sx","1",5,0,2,"Y"
"797","ESSFmv2","ESSFmv2/02","PICEGLA","Sx","2",7,0,2,"Y"
"798","ESSFmv2","ESSFmv2/02","PINUCON","Pl","2",27.2910909869454,16.731550794023,11,"Y"
"799","ESSFmv2","ESSFmv2/03","ABIELAS","Bl","3",10.4,8.96102672688794,5,"Y"
"800","ESSFmv2","ESSFmv2/03","PICEENE","Sx","2",6.5,6.35085296108588,4,"Y"
"801","ESSFmv2","ESSFmv2/03","PINUCON","Pl","3",22.4166666666667,8.07723137384752,6,"Y"
"802","ESSFmv2","ESSFmv2/04","ABIELAS","Bl","1",20.0000001558891,11.0663453912539,26,"Y"
"803","ESSFmv2","ESSFmv2/04","PICEENE","Sx","1",14.0161903944044,11.1424593693456,42,"Y"
"804","ESSFmv2","ESSFmv2/04","PINUCON","Pl","2",9.79999998956919,9.04787268168027,16,"Y"
"805","ESSFmv3","ESSFmv3/01","PICEENE","Sx","1",14.538863635876,11.5099134084722,88,"Y"
"806","ESSFmv3","ESSFmv3/01","PICEGLA","Sx","1",16.5,5.52001705027205,18,"Y"
"807","ESSFmv3","ESSFmv3/02","PICEENE","Sx","3",12.6666666666667,10.0166528008778,3,"Y"
"808","ESSFmv3","ESSFmv3/04","PICEENE","Sx","1",19.4307692308839,17.3690476244383,26,"Y"
"809","ESSFmv3","ESSFmv3/04","PICEGLA","Sx","1",19,15.0111069989303,4,"Y"
"810","ESSFmv3","ESSFmv3/06","ABIELAS","Bl","1",11.25,4.19324854180304,4,"Y"
"811","ESSFmv3","ESSFmv3/07","PICEENE","Sx","1",18.3666666671634,9.76128406778758,6,"Y"
"812","ESSFmv4","ESSFmv4/01","PICEENE","Sx","1",15.9000000121982,11.7213129324206,86,"Y"
"813","ESSFmv4","ESSFmv4/01","PICEGLA","Sx","1",19.2857142857143,7.87819357885639,14,"Y"
"814","ESSFmv4","ESSFmv4/02","PICEENE","Sx","2",4.8,2.77488738510232,5,"Y"
"815","ESSFmv4","ESSFmv4/03","ABIELAS","Bl","3",17,14.9857074765067,8,"Y"
"816","ESSFmv4","ESSFmv4/03","PICEMAR","Sb","2",9.64999997615814,8.26579297823483,4,"Y"
"817","ESSFmv4","ESSFmv4/04","PICEENE","Sx","1",15.6666666666667,10.2555580339753,18,"Y"
"818","ESSFmv4","ESSFmv4/04","PICEGLA","Sx","1",19,0,2,"Y"
"819","ESSFmv4","ESSFmv4/05","PICEENE","Sx","1",4.5,3.53553390593274,2,"Y"
"820","ESSFmvp","ESSFmvp/00","ABIELAS","Bl","3",42.0062500000931,35.6310813521707,16,"Y"
"821","ESSFmw","ESSFmw/01","PINUCON","Pl","3",10.6666666666667,6.05702071979286,9,"Y"
"822","ESSFmw","ESSFmw/01","TSUGMER","Hm","3",18.2222222222222,16.5814488041439,9,"Y"
"823","ESSFmw","ESSFmw/02","ABIELAS","Bl","3",24.25,20.8596500450032,2,"Y"
"824","ESSFmw","ESSFmw/02","PINUALB","Pa","3",18,15.556349186104,2,"Y"
"825","ESSFmw","ESSFmw/02","PINUCON","Pl","1",10.5,2.12132034355964,2,"Y"
"826","ESSFmw","ESSFmw/03","ABIELAS","Bl","3",34.0714285714286,30.1826855248917,14,"Y"
"827","ESSFmw","ESSFmw/04","ABIELAS","Bl","3",41.25,22.0208234783958,4,"Y"
"828","ESSFmw","ESSFmw/04","PINUCON","Pl","2",28.5,9.19238815542512,2,"Y"
"829","ESSFmw","ESSFmw/05","ABIELAS","Bl","2",52.5,3.53553390593274,2,"Y"
"830","ESSFmw","ESSFmw/06","PICEENE","Sx","1",15,4.24264068711928,2,"Y"
"831","ESSFmw1","ESSFmw1/102.1","PINUCON","Pl","3",14.6666666666667,7.09459888459759,3,"Y"
"832","ESSFmw1","ESSFmw1/102.2","ABIELAS","Bl","3",39,9.64365076099295,3,"Y"
"833","ESSFmw1","ESSFmw1/103","ABIELAS","Bl","1",20.8333333333333,16.1873225631883,18,"Y"
"834","ESSFmw1","ESSFmw1/103","PICEENE","Sx","1",9.27499998221174,7.49777746055383,16,"Y"
"835","ESSFmw1","ESSFmw1/103","PINUCON","Pl","1",14.7875000000931,11.3123457630921,16,"Y"
"836","ESSFmw1","ESSFmw1/104","ABIELAS","Bl","2",9.36999999880791,7.1267960707876,10,"Y"
"837","ESSFmw1","ESSFmw1/104","PICEENE","Sx","2",6.85555555423101,5.59019479053483,9,"Y"
"838","ESSFmw1","ESSFmw1/105","ABIELAS","Bl","1",21.175,14.3593679306723,20,"Y"
"839","ESSFmw1","ESSFmw1/105","PICEENE","Sx","1",11.0090909004211,5.70479406315795,22,"Y"
"840","ESSFmw1","ESSFmw1/105","PINUCON","Pl","2",8.38461538461539,6.3579145105197,13,"Y"
"841","ESSFmw1","ESSFmw1/110","ABIELAS","Bl","1",14.1375000029802,10.039048759738,16,"Y"
"842","ESSFmw1","ESSFmw1/110","PICEENE","Sx","1",22.4105263183776,20.4780341670144,19,"Y"
"843","ESSFmw2","ESSFmw2/01","PICEENE","Sx","1",16.5,15.088627063675,4,"Y"
"844","ESSFmw2","ESSFmw2/04","PICEENE","Sx","1",10.6000000014901,10.4651803594536,2,"Y"
"845","ESSFmww","ESSFmww/101","ABIEAMA","Ba","2",6.33333333333333,5.5075705472861,3,"Y"
"846","ESSFmww","ESSFmww/101","PICEENE","Sx","2",7.76666666691502,6.34875315835111,6,"Y"
"847","ESSFmww","ESSFmww/101","PINUALB","Pa","2",5.9,4.80104155366312,5,"Y"
"848","ESSFmww","ESSFmww/103","ABIELAS","Bl","2",38.6666666666667,29.6704117486316,3,"Y"
"849","ESSFmww","ESSFmww/103","PICEENE","Sx","2",5,0,2,"Y"
"850","ESSFun","ESSFun/h","ABIELAS","Bl","2",31.3412698412698,21.6388661300391,63,"Y"
"851","ESSFunp","ESSFunp/00","ABIELAS","Bl","3",36.8050000000745,30.8335893266357,40,"Y"
"852","ESSFvc","ESSFvc/01","ABIELAS","Bl","1",13.4576923021903,12.4065844822045,26,"Y"
"853","ESSFvc","ESSFvc/01","PICEENE","Sx","1",7.99666666416895,5.80918525738987,21,"Y"
"854","ESSFvc","ESSFvc/03","PICEENE","Sx","1",13.3333333333333,5.5075705472861,3,"Y"
"855","ESSFvc","ESSFvc/03","TSUGMER","Hm","2",1.25,1.06066017177982,2,"Y"
"856","ESSFvc","ESSFvc/04","PICEENE","Sx","1",12.5,7.5083287088406,5,"Y"
"857","ESSFvc","ESSFvc/05","PICEENE","Sx","1",0.5,0,2,"Y"
"858","ESSFvc","ESSFvc/06","TSUGMER","Hm","4",1.25,1.06066017177982,2,"Y"
"859","ESSFvcw","ESSFvcw/01","PICEENE","Sx","2",2,0.707106781186548,2,"Y"
"860","ESSFwc2","ESSFwc2/01","PICEENE","Sx","1",14.6895747891179,10.4819373972412,54,"Y"
"861","ESSFwc2","ESSFwc2/02","PINUCON","Pl","3",23.75,19.9562020434751,4,"Y"
"862","ESSFwc2","ESSFwc2/03","PICEENE","Sx","1",23,13.8021737418423,5,"Y"
"863","ESSFwc2","ESSFwc2/04","ABIELAS","Bl","1",21.0111111112767,10.4487372973975,9,"Y"
"864","ESSFwc2","ESSFwc2/04","PICEENE","Sx","1",13.2777777777778,12.3569593527067,9,"Y"
"865","ESSFwc2","ESSFwc2/04","PINUCON","Pl","2",7,4.24264068711928,2,"Y"
"866","ESSFwc2","ESSFwc2/05","PICEENE","Sx","1",9.60631581356651,5.57477176794244,19,"Y"
"867","ESSFwc2","ESSFwc2/06","ABIELAS","Bl","1",19.96875,13.3746884698922,16,"Y"
"868","ESSFwc2","ESSFwc2/06","PICEENE","Sx","1",15.34375,13.4792664859776,16,"Y"
"869","ESSFwc2","ESSFwc2/07","ABIELAS","Bl","1",23.1818181818182,12.8826874666599,11,"Y"
"870","ESSFwc2","ESSFwc2/07","PICEENE","Sx","1",14.0909090909091,9.28929002082016,11,"Y"
"871","ESSFwc2","ESSFwc2/08","ABIELAS","Bl","1",23.75,17.2312700247738,4,"Y"
"872","ESSFwc3","ESSFwc3/01","PICEENE","Sx","1",15.7843750023749,15.0804746589636,32,"Y"
"873","ESSFwc3","ESSFwc3/02","PINUCON","Pl","3",14.2625000001863,11.8471304540117,16,"Y"
"874","ESSFwc3","ESSFwc3/03","ABIELAS","Bl","1",21.9,14.2806062296288,15,"Y"
"875","ESSFwc3","ESSFwc3/03","PICEENE","Sx","1",13.672222243415,10.7939964624303,18,"Y"
"876","ESSFwc4","ESSFwc4/101","ABIELAS","Bl","1",23.9827586240296,15.6272045543746,58,"Y"
"877","ESSFwc4","ESSFwc4/101","PICEENE","Sx","1",13.7913793191828,9.49085034351253,58,"Y"
"878","ESSFwc4","ESSFwc4/101","TSUGHET","Hw","3",0.637500004842877,0.420671230222356,8,"Y"
"879","ESSFwc4","ESSFwc4/102","PINUCON","Pl","2",26.5049999998882,12.0137442125175,2,"Y"
"880","ESSFwc4","ESSFwc4/103","ABIELAS","Bl","1",21.3136363625526,12.4848592332799,22,"Y"
"881","ESSFwc4","ESSFwc4/103","PICEENE","Sx","1",9.3428571451278,7.06849145280331,21,"Y"
"882","ESSFwc4","ESSFwc4/103","PINUALB","Pa","2",1.62500000931323,1.5392097633364,4,"Y"
"883","ESSFwc4","ESSFwc4/103b","PICEENE","Sx","1",10.6605263366119,6.35794735527649,19,"Y"
"884","ESSFwc4","ESSFwc4/103b","PINUALB","Pa","2",1.70666666701436,1.56081175551812,3,"Y"
"885","ESSFwc4","ESSFwc4/110","ABIELAS","Bl","1",19.4850000023842,11.8836586252476,20,"Y"
"886","ESSFwc4","ESSFwc4/110","PICEENE","Sx","1",19.389999922365,13.7185580929711,20,"Y"
"887","ESSFwc4","ESSFwc4/111","ABIELAS","Bl","1",18.922222243415,9.05197774331567,18,"Y"
"888","ESSFwc4","ESSFwc4/111","PICEENE","Sx","1",16.4941176474094,6.59322290194276,17,"Y"
"889","ESSFwc4","ESSFwc4/112","ABIELAS","Bl","2",6.75,0.353553390593274,2,"Y"
"890","ESSFwc4","ESSFwc4/112","PICEENE","Sx","1",16,12.7279220613579,2,"Y"
"891","ESSFwcw","ESSFwcw/101","PICEENE","Sx","2",7.30370370381408,6.23831100670389,27,"Y"
"892","ESSFwcw","ESSFwcw/101","PINUALB","Pa","3",0.75,0.353553390593274,2,"Y"
"893","ESSFwcw","ESSFwcw/102","ABIELAS","Bl","3",22,3.36650164612069,4,"Y"
"894","ESSFwcw","ESSFwcw/102","PINUALB","Pa","2",7.56666666269302,5.17332904340605,3,"Y"
"895","ESSFwcw","ESSFwcw/103","PICEENE","Sx","2",5.79772728139704,3.46583588542299,22,"Y"
"896","ESSFwcw","ESSFwcw/104","ABIELAS","Bl","1",21,4.24264068711928,2,"Y"
"897","ESSFwcw","ESSFwcw/104","PICEENE","Sx","2",7.5,4.94974746830583,2,"Y"
"898","ESSFwcw","ESSFwcw/110","ABIELAS","Bl","1",23,9.66953980290686,9,"Y"
"899","ESSFwh1","ESSFwh1/101","PICEENE","Sx","1",14.2574468118713,9.86636236651344,47,"Y"
"900","ESSFwh1","ESSFwh1/101","TSUGHET","Hw","1",16.0710526316574,15.6234215702911,38,"Y"
"901","ESSFwh1","ESSFwh1/102","ABIELAS","Bl","3",16.7199996948242,10.9255199408162,5,"Y"
"902","ESSFwh1","ESSFwh1/102","PICEENE","Sx","2",7.25,5.1234753829798,4,"Y"
"903","ESSFwh1","ESSFwh1/103","LARIOCC","Lw","2",4,2.64575131106459,3,"Y"
"904","ESSFwh1","ESSFwh1/103","PICEENE","Sx","2",6.70833333333333,5.99036473822502,12,"Y"
"905","ESSFwh1","ESSFwh1/103","PINUCON","Pl","2",9.1,6.10464304170741,10,"Y"
"906","ESSFwh1","ESSFwh1/104","LARIOCC","Lw","2",3.05555555555556,2.9415604324538,9,"Y"
"907","ESSFwh1","ESSFwh1/104","PSEUMEN","Fd","2",5.79473684218369,4.00423021924023,19,"Y"
"908","ESSFwh1","ESSFwh1/104","TSUGHET","Hw","1",17.6264705905581,17.3653662494875,34,"Y"
"909","ESSFwh1","ESSFwh1/110","PICEENE","Sx","1",13.4222222235468,7.1338590136194,9,"Y"
"910","ESSFwh1","ESSFwh1/110","TSUGHET","Hw","3",11,6.08276253029822,3,"Y"
"911","ESSFwh1","ESSFwh1/111","PICEENE","Sx","1",24.75,5.61990510002912,4,"Y"
"912","ESSFwh2","ESSFwh2/101","PICEENE","Sx","1",13.8659090977162,11.0237123865306,22,"Y"
"913","ESSFwh2","ESSFwh2/101","PSEUMEN","Fd","3",16,8.48528137423857,2,"Y"
"914","ESSFwh2","ESSFwh2/102","ABIELAS","Bl","2",5,1.4142135623731,2,"Y"
"915","ESSFwh2","ESSFwh2/103","PSEUMEN","Fd","2",5.5,3,4,"Y"
"916","ESSFwh2","ESSFwh2/104","ABIELAS","Bl","1",14.9791666641831,12.3836841891051,24,"Y"
"917","ESSFwh2","ESSFwh2/104","PICEENE","Sx","1",13.1318181800571,10.8610438082327,22,"Y"
"918","ESSFwh2","ESSFwh2/110","ABIELAS","Bl","1",14.8958333258828,11.9194572008519,24,"Y"
"919","ESSFwh2","ESSFwh2/110","PICEENE","Sx","1",19.837500013411,14.2100947725542,24,"Y"
"920","ESSFwh2","ESSFwh2/111","ABIELAS","Bl","1",12.4166666666667,4.76882235637549,6,"Y"
"921","ESSFwh2","ESSFwh2/111","PICEENE","Sx","1",12.7000000004967,10.8701425926755,6,"Y"
"922","ESSFwh2","ESSFwh2/111","TSUGHET","Hw","3",0.5,0,2,"Y"
"923","ESSFwh3","ESSFwh3/101","PICEENE","Sx","1",14.5774193569537,13.707946836161,31,"Y"
"924","ESSFwh3","ESSFwh3/102","ABIELAS","Bl","2",5,4.08248290463863,4,"Y"
"925","ESSFwh3","ESSFwh3/102","PSEUMEN","Fd","3",15,11.5325625946708,3,"Y"
"926","ESSFwh3","ESSFwh3/103","PICEENE","Sx","2",6.06608695933676,4.16778635267566,23,"Y"
"927","ESSFwh3","ESSFwh3/103","PINUCON","Pl","1",16.6480952377121,12.3746303457463,21,"Y"
"928","ESSFwh3","ESSFwh3/104","ABIELAS","Bl","1",19.0136363641782,9.61072295293818,22,"Y"
"929","ESSFwh3","ESSFwh3/104","PICEENE","Sx","2",8.38640909328189,7.99526388568639,22,"Y"
"930","ESSFwh3","ESSFwh3/104","PINUCON","Pl","3",11.5384615384615,9.67484181279281,13,"Y"
"931","ESSFwh3","ESSFwh3/110","PICEENE","Sx","1",15.131363643037,8.21261582457341,44,"Y"
"932","ESSFwh3","ESSFwh3/111","PICEENE","Sx","1",18.2747368430229,10.9823243682153,19,"Y"
"933","ESSFwh3","ESSFwh3/111","THUJPLI","Cw","3",15.8,14.0637437721571,10,"Y"
"934","ESSFwh3","ESSFwh3/111","TSUGHET","Hw","1",20.6333333440125,19.3938741066033,18,"Y"
"935","ESSFwh3","ESSFwh3/112","PICEENE","Sx","1",24.6666666666667,12.0968315410827,3,"Y"
"936","ESSFwk1","ESSFwk1/01","PICEENE","Sx","1",21.1034482768897,16.5736735384435,58,"Y"
"937","ESSFwk1","ESSFwk1/02","ABIELAS","Bl","3",12.9625000003725,11.036960632182,16,"Y"
"938","ESSFwk1","ESSFwk1/03","ABIELAS","Bl","1",24.2132258064925,15.7475613745518,31,"Y"
"939","ESSFwk1","ESSFwk1/03","PICEENE","Sx","1",15.9099999883911,12.0376977762424,32,"Y"
"940","ESSFwk1","ESSFwk1/03","PINUCON","Pl","2",9.93714285029897,6.9327728618309,28,"Y"
"941","ESSFwk1","ESSFwk1/04","ABIELAS","Bl","1",20.8205882354694,16.2891817493833,34,"Y"
"942","ESSFwk1","ESSFwk1/04","PICEENE","Sx","1",22.8111111136774,13.0071140489277,36,"Y"
"943","ESSFwk1","ESSFwk1/04","PINUCON","Pl","2",5.36666667461395,2.35796522804924,9,"Y"
"944","ESSFwk1","ESSFwk1/05","ABIELAS","Bl","1",17.3200000000851,16.732282991746,35,"Y"
"945","ESSFwk1","ESSFwk1/05","PINUCON","Pl","2",8.31818181818182,5.71958358306235,11,"Y"
"946","ESSFwk1","ESSFwk1/07","PICEENE","Sx","1",18.3333333333333,7.63762615825973,3,"Y"
"947","ESSFwk2","ESSFwk2/01","PICEA","Sx","1",13.5,4.94974746830583,2,"Y"
"948","ESSFwk2","ESSFwk2/01","PICEENE","Sx","1",14.4681818349795,8.25004394951624,22,"Y"
"949","ESSFwk2","ESSFwk2/02","ABIELAS","Bl","2",30.3333333333333,8.50490054811538,3,"Y"
"950","ESSFwk2","ESSFwk2/02","PICEENE","Sx","2",26,11.3137084989848,2,"Y"
"951","ESSFwk2","ESSFwk2/03","PICEENE","Sx","1",21.7625000011176,18.2159225207576,16,"Y"
"952","ESSFwk2","ESSFwk2/04","PICEENE","Sx","1",17.4100000053644,7.27529304991556,10,"Y"
"953","ESSFwk2","ESSFwk2/05","ABIELAS","Bl","1",12.8300000190735,11.9768341074089,10,"Y"
"954","ESSFwk2","ESSFwk2/05","PICEENE","Sx","1",8.54166664679845,4.79553928996617,12,"Y"
"955","ESSFwm1","ESSFwm1/101","ABIELAS","Bl","1",22.890625,10.9483644197543,32,"Y"
"956","ESSFwm1","ESSFwm1/101","PICEENE","Sx","1",10.1206896551724,6.50331669768495,29,"Y"
"957","ESSFwm1","ESSFwm1/102","PICEENE","Sx","2",5.33333333333333,3.51188458428425,3,"Y"
"958","ESSFwm1","ESSFwm1/102","PSEUMEN","Fd","3",14.3333333333333,1.15470053837925,3,"Y"
"959","ESSFwm1","ESSFwm1/103","ABIELAS","Bl","1",19.6944444444444,10.7076037364939,9,"Y"
"960","ESSFwm1","ESSFwm1/103","PICEENE","Sx","1",9.92857142857143,7.42983047938383,7,"Y"
"961","ESSFwm1","ESSFwm1/104","PINUCON","Pl","3",11.1666666666667,5.70087712549569,18,"Y"
"962","ESSFwm1","ESSFwm1/110","ABIELAS","Bl","1",19.2608695652174,11.4691974487571,23,"Y"
"963","ESSFwm1","ESSFwm1/110","PICEENE","Sx","1",15.1857142891912,11.5606784237917,21,"Y"
"964","ESSFwm1","ESSFwm1/111","ABIELAS","Bl","1",22.7222222222222,4.28741698980219,9,"Y"
"965","ESSFwm1","ESSFwm1/111","PICEENE","Sx","1",7.95555555986034,4.32871548649355,9,"Y"
"966","ESSFwm2","ESSFwm2/101","ABIELAS","Bl","1",23.3874999980132,10.7270204367157,24,"Y"
"967","ESSFwm2","ESSFwm2/101","PICEENE","Sx","1",13.67826086963,9.91344158760541,23,"Y"
"968","ESSFwm2","ESSFwm2/102","PICEENE","Sx","2",4.05000001192093,2.39652525013266,4,"Y"
"969","ESSFwm2","ESSFwm2/104","ABIELAS","Bl","1",21.6300000011921,9.1501123260058,10,"Y"
"970","ESSFwm2","ESSFwm2/104","PICEENE","Sx","2",6.23888889203469,5.10280423623346,9,"Y"
"971","ESSFwm2","ESSFwm2/110","PICEENE","Sx","1",17.2868421134588,12.0059689122235,19,"Y"
"972","ESSFwm2","ESSFwm2/111","PICEENE","Sx","1",19.625,8.19933940428536,4,"Y"
"973","ESSFwm2","ESSFwm2/112","ABIELAS","Bl","2",9.83333333333333,2.99443929086343,6,"Y"
"974","ESSFwm3","ESSFwm3/102","ABIELAS","Bl","2",30.1428571428571,16.3138854091494,7,"Y"
"975","ESSFwm3","ESSFwm3/103","ABIELAS","Bl","1",24.3741935491562,9.97349713803759,31,"Y"
"976","ESSFwm3","ESSFwm3/103","PICEENE","Sx","2",9.3786666634803,6.63670812100013,30,"Y"
"977","ESSFwm3","ESSFwm3/104","ABIELAS","Bl","1",23.3714285705771,11.5518110490531,28,"Y"
"978","ESSFwm3","ESSFwm3/104","PICEENE","Sx","2",7.32259259290165,5.34185331795615,27,"Y"
"979","ESSFwm3","ESSFwm3/104","PINUCON","Pl","3",10.5,9.54463199919201,6,"Y"
"980","ESSFwm3","ESSFwm3/105","ABIELAS","Bl","1",22.090000000596,9.26418684359511,20,"Y"
"981","ESSFwm3","ESSFwm3/105","PICEENE","Sx","1",14.1625000009313,11.9637047039401,20,"Y"
"982","ESSFwm3","ESSFwm3/105","PINUCON","Pl","2",2.5,0.707106781186548,2,"Y"
"983","ESSFwm3","ESSFwm3/110","ABIELAS","Bl","1",17.8409523883214,8.2175159878223,21,"Y"
"984","ESSFwm3","ESSFwm3/110","PICEENE","Sx","1",12.3600000020117,8.03711128901165,20,"Y"
"985","ESSFwm3","ESSFwm3/111","ABIELAS","Bl","1",23.5888235288508,7.11541450180423,17,"Y"
"986","ESSFwm3","ESSFwm3/111","PICEENE","Sx","1",12.3100000025006,6.207057273882,16,"Y"
"987","ESSFwm4","ESSFwm4/101","ABIELAS","Bl","1",23.324999996594,12.7625210891269,28,"Y"
"988","ESSFwm4","ESSFwm4/101","PICEENE","Sx","1",12.2151851902405,7.43481900521239,27,"Y"
"989","ESSFwm4","ESSFwm4/101","PINUCON","Pl","2",6.61538461653086,5.85332471716717,13,"Y"
"990","ESSFwm4","ESSFwm4/102","PINUCON","Pl","2",26.3777777784401,11.3135734602623,9,"Y"
"991","ESSFwm4","ESSFwm4/103","PICEENE","Sx","1",6.83333333333333,4.25245027405769,3,"Y"
"992","ESSFwm4","ESSFwm4/110","ABIELAS","Bl","1",14.7888889080948,7.95885662281265,18,"Y"
"993","ESSFwm4","ESSFwm4/110","PICEENE","Sx","1",16.8111111025016,7.03887430949386,18,"Y"
"994","ESSFwm4","ESSFwm4/111","PICEENE","Sx","1",21.1,9.26282894152753,5,"Y"
"995","ESSFwmw","ESSFwmw/101","PICEENE","Sx","2",6.50666666775942,6.15913568355677,15,"Y"
"996","ESSFwmw","ESSFwmw/102","ABIELAS","Bl","3",20.75,10.0457287772798,4,"Y"
"997","ESSFwmw","ESSFwmw/102","LARILYA","La","2",8,0,2,"Y"
"998","ESSFwmw","ESSFwmw/102","PICEENE","Sx","2",8.5,3.53553390593274,2,"Y"
"999","ESSFwmw","ESSFwmw/102","PINUALB","Pa","2",6.8666666696469,5.91382560604915,3,"Y"
"1000","ESSFwmw","ESSFwmw/103","LARILYA","La","2",6.28571428571429,5.27460221926057,7,"Y"
"1001","ESSFwmw","ESSFwmw/103","PICEENE","Sx","2",6.66250000149012,6.32205606224788,8,"Y"
"1002","ESSFwv","ESSFwv/01","PICEENE","Sx","1",2,0.707106781186548,2,"Y"
"1003","ESSFwv","ESSFwv/01","TSUGMER","Hm","3",56.5,26.3881286440197,4,"Y"
"1004","ESSFwv","ESSFwv/03","ABIELAS","Bl","1",18,16.9705627484771,2,"Y"
"1005","ESSFwvw","ESSFwvw/101","ABIELAS","Bl","2",57.6666666666667,22.3985930294063,12,"Y"
"1006","ESSFwvw","ESSFwvw/101","TSUGMER","Hm","3",10.6500000059605,7.67398200677194,4,"Y"
"1007","ESSFwvw","ESSFwvw/103","ABIELAS","Bl","3",46.75,27.7293466685868,4,"Y"
"1008","ESSFwvw","ESSFwvw/103","TSUGMER","Hm","3",16.5,12.0208152801713,2,"Y"
"1009","ESSFwvw","ESSFwvw/104","ABIELAS","Bl","2",47,22.0680764907139,3,"Y"
"1010","ESSFwvw","ESSFwvw/105","ABIELAS","Bl","2",36,8.48528137423857,2,"Y"
"1011","ESSFwvw","ESSFwvw/105","TSUGMER","Hm","2",49.5,0.707106781186548,2,"Y"
"1012","ESSFwvw","ESSFwvw/110","ABIELAS","Bl","2",51.7142857142857,31.0145895008263,7,"Y"
"1013","ESSFxc1","ESSFxc1/101","ABIELAS","Bl","1",15.6818181818182,12.4885402014662,11,"Y"
"1014","ESSFxc1","ESSFxc1/101","PICEENE","Sx","1",23.3916666588436,12.7747235068448,12,"Y"
"1015","ESSFxc1","ESSFxc1/102","PINUCON","Pl","3",17.5,4.94974746830583,2,"Y"
"1016","ESSFxc1","ESSFxc1/105","PICEENE","Sx","1",16.125,12.0701769682056,4,"Y"
"1017","ESSFxc1","ESSFxc1/110","ABIELAS","Bl","1",13,5.69600249687835,10,"Y"
"1018","ESSFxc1","ESSFxc1/110","PICEENE","Sx","1",13.7600000023842,7.25399506870815,10,"Y"
"1019","ESSFxc1","ESSFxc1/110","PINUCON","Pl","1",19.2222222222222,14.4808302401639,9,"Y"
"1020","ESSFxc1","ESSFxc1/111","ABIELAS","Bl","1",11.5444444550408,9.01070349971395,9,"Y"
"1021","ESSFxc1","ESSFxc1/111","PICEENE","Sx","1",15.9799999773502,9.29346241514376,10,"Y"
"1022","ESSFxc1","ESSFxc1/111","PINUCON","Pl","1",15.839999961853,6.9049418722768,10,"Y"
"1023","ESSFxc1","ESSFxc1/112","ABIELAS","Bl","2",8.5,2.12132034355964,2,"Y"
"1024","ESSFxc1","ESSFxc1/112","PICEENE","Sx","2",51.5,47.3761543394987,2,"Y"
"1025","ESSFxc2","ESSFxc2/101","PICEENE","Sx","1",11.4004999995232,7.50477775953113,20,"Y"
"1026","ESSFxc2","ESSFxc2/101","PINUCON","Pl","2",27.7,15.1734417102164,10,"Y"
"1027","ESSFxc2","ESSFxc2/102","PINUCON","Pl","3",33.75,10.2530483272049,2,"Y"
"1028","ESSFxc2","ESSFxc2/103","PICEENE","Sx","1",17.6947368320666,16.6456024676476,19,"Y"
"1029","ESSFxc2","ESSFxc2/110","PICEENE","Sx","1",17.5749999880791,11.4689435622731,16,"Y"
"1030","ESSFxc2","ESSFxc2/111","PICEENE","Sx","1",14.375,8.99503831485527,8,"Y"
"1031","ESSFxc3","ESSFxc3/01","ABIELAS","Bl","1",17.7681818170981,14.0993544736617,22,"Y"
"1032","ESSFxc3","ESSFxc3/01","PICEENE","Sx","1",11.8090909123421,7.60087144247719,22,"Y"
"1033","ESSFxc3","ESSFxc3/01","PINUCON","Pl","1",19.3150000035763,14.6496012115553,20,"Y"
"1034","ESSFxc3","ESSFxc3/06","ABIELAS","Bl","1",14.75,7.27438428093173,4,"Y"
"1035","ESSFxcw","ESSFxcw/102","PINUALB","Pa","2",5.33333333333333,2.88675134594813,3,"Y"
"1036","ESSFxv1","ESSFxv1/01","ABIELAS","Bl","3",13.9000000002292,13.2651171621863,13,"Y"
"1037","ESSFxv1","ESSFxv1/03","PINUCON","Pl","2",9.83333333333333,5.00832640043891,3,"Y"
