"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"315","SBSmc2","SBSmc2/06",NA,"Hw",3,"inputed",NA,"VTF96","TSUGHET",0,5,"D",4,1012,25,138,"MD",55.122368794604,-127.046007352572,"YC","5",NA,"3",5
"320","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF64","POPUTRI",0,1,"C",3,1105,1,47,"MD",54.6952924099116,-126.780099830637,"YS","4",NA,"3",1
"323","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF49","POPUTRI",0,1,"C",4,1049,8,348,"MD",54.7129225160046,-126.798466167996,"MS","6",NA,"3",1
"324","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF44","POPUTRI",0,2,"C",4,880,6,194,"MD",54.8786917344965,-126.646289173492,"MS","5",NA,"3",2
"326","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF43","POPUTRI",0,1,"B",4,893,6,140,"MD",54.8726735601873,-126.649773163289,"MS","5",NA,"3",1
"328","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF42","POPUTRI",0,1,"B",3,946,6,98,"MD",54.8664816940838,-126.646611207095,"MS","6",NA,"3",1
"329","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF38","POPUTRI",5,0,"C",4,896,10,266,"MD",54.825189525206,-126.973595008243,"MC","6",NA,"3",5
"330","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF35","POPUTRI",5,0,"C",4,885,4,188,"MD",54.8266464817574,-126.990943612026,"MCC","6",NA,"3",5
"335","SBSmc2","SBSmc2/06",NA,"Hw",3,"inputed",NA,"VTF134","TSUGHET",0,5,"D",5,930,3,128,"MD",54.7243485080384,-127.306466422288,"MS","5",NA,"3",5
"339","SBSmc2","SBSmc2/01",NA,"Ac",3,"inputed",NA,"VTF107","POPUTRI",10,0,"C",4,883,4,58,"UP",55.1423913626505,-126.617071184857,"MS","6",NA,"3",10
"340","SBSmc2","SBSmc2/05",NA,"Hw",3,"inputed",NA,"VTF07","TSUGHET",0,2,"D",6,1070,22,325,"MD",54.5682147274206,-127.084755071694,"MC","6",NA,"3",2
"345","BWBSmw","BWBSmw/103",NA,"Bl",3,"inputed",NA,"VRI984","ABIELAS",0,1.5,"B",4,1024,50,331,"U",55.6333944741728,-120.767569967466,"Y","C",NA,"3",1.5
"348","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"VRI964","BETUPAP",0,0.100000001490116,"C",5,1062,8,124,"M",55.5501515040204,-120.829305396336,"Y","S",NA,"3",0.100000001490116
"349","BWBSmw","BWBSmw/104",NA,"Ac",3,"inputed",NA,"VRI962","POPUBAL",3,6,"B",4,966,3,120,"F",55.1950056799028,-120.584764665495,"I","S",NA,"3",9
"351","BWBSwk2","BWBSwk2/102",NA,"Bl",2,"inputed",NA,"VRI954","ABIELAS",8.5,10,"B",3,1407,17,45,"M",54.4001859688366,-120.654305779581,"I","M",NA,"2",18.5
"354","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"VRI942","ABIELAS",1.5,2.5,"C",5,1207,25,4,"M",55.2366557620798,-122.193892095544,"Y","S",NA,"3",4
"356","BWBSwk1","BWBSwk1/103",NA,"Sb",2,"inputed",NA,"VRI938","PICEMAR",5.5,14.8999996185303,"B",3,974,6,90,"L",55.1094313983462,-121.082542626883,"Y","M",NA,"2",20.3999996185303
"360","BWBSmw","BWBSmw/104",NA,"Ac",3,"inputed",NA,"VRI913","POPUBAL",2,0,"B",4,991,3,176,"M",55.0820833526953,-120.381177846268,"O","M",NA,"3",2
"362","BWBSwk1","BWBSwk1/101",NA,"Ac",2,"inputed",NA,"VRI907","POPUBAL",3,0.699999988079071,"C",4,1013,8,320,"M",54.778303199434,-120.882466327429,"I","M",NA,"2",3.69999998807907
"368","CWHvh2","CWHvh2/104",NA,"Hm",2,"inputed",NA,"VRI890","TSUGMER",15,8,"B",1,636,80,230,"U",52.7324301186758,-128.520676328407,"OC","7","CWH vh 2 /104","2",23
"369","CWHvh2","CWHvh2/104",NA,"Hm",2,"inputed",NA,"VRI890","TSUGMER",15,8,"B",1,636,80,230,"U",52.7324301186758,-128.520676328407,"OC","7","CWH vh 2 /104","2",23
"370","CWHms5","CWHms5/102",NA,"Sx",4,"inputed",NA,"VRI886","PICEENE",0,0.0399999991059303,"B",1,1037,100,150,"C",49.9769914955388,-121.680365998863,"MC","6","CWH ms 5 /102","4",0.0399999991059303
"371","CWHms5","CWHms5/102",NA,"Sx",4,"inputed",NA,"VRI886","PICEENE",0,0.0399999991059303,"B",1,1037,100,150,"C",49.9769914955388,-121.680365998863,"MC","6","CWH ms 5 /102","4",0.0399999991059303
"372","CWHms5","CWHms5/102",NA,"Sx",4,"inputed",NA,"VRI886","PICEENE",0,0.0399999991059303,"B",1,1037,100,150,"C",49.9769914955388,-121.680365998863,"MC","6","CWH ms 5 /102","4",0.0399999991059303
"377","CWHvm1","CWHvm1/112",NA,"Hm",3,"inputed",NA,"VRI872","TSUGMER",6.5,2.70000004768372,"D",5,437,55,211,"M",52.5686991241007,-127.624724598991,"OC","6",NA,"3",9.20000004768372
"378","CWHvm1","CWHvm1/112.2",NA,"Hm",3,"inputed",NA,"VRI872","TSUGMER",6.5,2.70000004768372,"D",5,437,55,211,"M",52.5686991241007,-127.624724598991,"OC","6",NA,"3",9.20000004768372
"379","CWHvm3","CWHvm3/112",NA,"Hm",3,"inputed",NA,"VRI872","TSUGMER",6.5,2.70000004768372,"D",5,437,55,211,"M",52.5686991241007,-127.624724598991,"OC","6",NA,"3",9.20000004768372
"380","CWHvm3","CWHvm3/112.2",NA,"Hm",3,"inputed",NA,"VRI872","TSUGMER",6.5,2.70000004768372,"D",5,437,55,211,"M",52.5686991241007,-127.624724598991,"OC","6",NA,"3",9.20000004768372
"382","CWHms5","CWHms5/101.2",NA,"Yc",2,"inputed",NA,"VRI871","CALLNOO",4.5,3.5,"B",2,1159,35,148,"M",50.3960518128692,-123.610188847944,"OC","6",NA,"2",8
"390","BWBSwk2","BWBSwk2/102",NA,"Bl",2,"inputed",NA,"VRI804","ABIELAS",10.5,7.79999971389771,"B",3,1174,30,258,"U",55.9544745376051,-122.631667993291,"O","M",NA,"2",18.2999997138977
"392","BWBSmk","BWBSmk/111",NA,"Bl",4,"inputed",NA,"VRI801","ABIELAS",0,0.300000011920929,"D",4,623,6,356,"M",59.7646562410982,-124.757374289185,"I","C",NA,"4",0.300000011920929
"394","BWBSwk1","BWBSwk1/101",NA,"Ac",2,"inputed",NA,"VRI789","POPUBAL",8,0.200000002980232,"C",4,1007,10,340,"T",55.5657650301922,-121.710440096686,"I","M",NA,"2",8.20000000298023
"400","SBSdw3","SBSdw3/03",NA,"Bl",3,"inputed",NA,"VRI744","ABIELAS",0,1.20000004768372,"B",2,899,6,67,"M",54.3722284819791,-124.612838489819,"O","S",NA,"3",1.20000004768372
"402","SBSmk1","SBSmk1/06",NA,"Ep",3,"inputed",NA,"VRI717","BETUPAP",0.800000011920929,0,"D",4,728,4,200,"F",54.9176736525819,-125.219240101765,"I","M",NA,"3",0.800000011920929
"404","BWBSmw","BWBSmw/104",NA,"Ac",3,"inputed",NA,"VRI713","POPUBAL",2.09999990463257,5.90000009536743,"B",5,761,35,124,"M",56.1251073700699,-122.294545494741,"I","C",NA,"3",8
"407","ESSFvc","ESSFvc/01",NA,"Hw",2,"inputed",NA,"VRI683","TSUGHET",0,0.900000035762787,"D",4,1522,5,90,"M",51.4589811039932,-118.934935255898,"O","C",NA,"2",0.900000035762787
"419","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"VRI626","ABIELAS",1.5,0,"B",3,883,15,10,"U",55.5649208840264,-121.530829474163,"I","S",NA,"3",1.5
"422","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"VRI625","ABIELAS",1.5,0,"B",3,883,15,10,"U",55.5649208840264,-121.530829474163,"I","S",NA,"3",1.5
"424","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"VRI614","ABIELAS",0,0.200000002980232,"D",5,1097,15,85,"M",56.1636813758933,-122.473315824497,"Y","M",NA,"3",0.200000002980232
"433","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"VRI590","BETUPAP",6,0,"C",3,843,58,359,"M",55.5907860715864,-121.83650005991,"O","S",NA,"3",6
"434","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"VRI589","BETUPAP",6,0,"C",3,843,58,359,"M",55.5907860715864,-121.83650005991,"O","S",NA,"3",6
"440","BWBSwk1","BWBSwk1/101",NA,"Ac",2,"inputed",NA,"VRI548","POPUBAL",19,0,"D",4,1097,40,210,"L",55.3874768073301,-121.436599689277,"I","S",NA,"2",19
"453","BWBSwk1","BWBSwk1/110",NA,"Bl",2,"inputed",NA,"VRI471","ABIELAS",4,10.5,"C",5,1117,18,289,"M",55.3612392024385,-121.558325486434,"I","M",NA,"2",14.5
"454","BWBSmw","BWBSmw/104",NA,"Ac",3,"inputed",NA,"VRI469","POPUBAL",3.5,0.629999995231628,"B",5,905,22,0,"M",55.124685855508,-121.103330505845,"I","M",NA,"3",4.12999999523163
"456","BWBSwk1","BWBSwk1/101",NA,"Ac",2,"inputed",NA,"VRI462","POPUBAL",6,0.0500000007450581,"C",5,999,10,66,"M",55.8569733779081,-121.736582127738,"I","M",NA,"2",6.05000000074506
"458","BWBSwk1","BWBSwk1/111",NA,"Ep",2,"inputed",NA,"VRI436","BETUPAP",40,1,"D",5,687,13,134,"M",54.218396638522,-122.173977546954,"I","M",NA,"2",41
"459","BWBSwk1","BWBSwk1/111",NA,"Bl",1,"inputed",NA,"VRI436","ABIELAS",31,0,"D",5,687,13,134,"M",54.218396638522,-122.173977546954,"I","M",NA,"1",31
"460","BWBSwk1","BWBSwk1/111",NA,"Bl",1,"inputed",NA,"VRI427","ABIELAS",31,6.90000009536743,"C",5,712,13,200,"M",54.2405618166197,-122.085731923579,"I","M",NA,"1",37.9000000953674
"461","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"VRI404","BETUPAP",15,0.0500000007450581,"D",3,702,2,230,"C",54.1669890052602,-122.516899925672,"I","C",NA,"3",15.0500000007451
"462","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"VRI402","BETUPAP",11,0.200000002980232,"D",4,667,20,358,"M",54.1864869282812,-122.286054608414,"I","M",NA,"3",11.2000000029802
"464","BWBSwk1","BWBSwk1/111",NA,"Ep",2,"inputed",NA,"VRI400","BETUPAP",23,0,"D",4,774,18,0,"M",54.2346632875856,-122.195024892043,"I","M",NA,"2",23
"467","BWBSwk1","BWBSwk1/111",NA,"Bl",1,"inputed",NA,"VRI400","ABIELAS",4,3.20000004768372,"D",4,774,18,0,"M",54.2346632875856,-122.195024892043,"I","M",NA,"1",7.20000004768372
"468","BWBSwk1","BWBSwk1/111",NA,"Ep",2,"inputed",NA,"VRI390","BETUPAP",7.5,0,"D",4,701,12,24,"M",54.1584309866635,-122.140837375551,"I","M",NA,"2",7.5
"469","BWBSwk1","BWBSwk1/111",NA,"Bl",1,"inputed",NA,"VRI390","ABIELAS",60,9.5,"D",4,701,12,24,"M",54.1584309866635,-122.140837375551,"I","M",NA,"1",69.5
"470","BWBSwk1","BWBSwk1/110",NA,"Bl",2,"inputed",NA,"VRI382","ABIELAS",0,30,"C",5,704,3,208,"F",54.1563759235486,-122.164279135192,"Y","S",NA,"2",30
"478","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"VRI341","BETUPAP",8,12.0100002288818,"C",3,790,8,98,"L",54.1700183277751,-121.657297375158,"Y","M",NA,"3",20.0100002288818
"480","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"VRI325","ABIELAS",7,0,"C",4,1419,65,120,"M",54.0976444011303,-121.441222044639,"I","M",NA,"3",7
"488","MSdm1","MSdm1/101",NA,"Cw",3,"inputed",NA,"VRI180","THUJPLI",0,0.200000002980232,"C",3,1299,12,282,"M",49.7594429113542,-119.204450826226,"I","M",NA,"3",0.200000002980232
"501","CWHvm2","CWHvm2/111.1",NA,"Tw",3,"inputed",NA,"VRI1138","TAXUBRE",0,0.100000001490116,"C",5,843,40,159,"M",50.5274283224566,-124.40732139898,"OC","7",NA,"3",0.100000001490116
"509","CWHms3","CWHms3/101",NA,"Bl",2,"inputed",NA,"VRI1128","ABIELAS",10,1,"C",3,607,28,108,"U",50.9846443018715,-125.016063132301,"Y","C",NA,"2",11
"519","IDFdk3","IDFdk3/06",NA,"Sx",4,"inputed",NA,"VRI1066","PICEENE",0,0.600000023841858,"C",3,1088,9,27,"M",51.3844262276503,-121.870797613221,"O","C",NA,"4",0.600000023841858
"523","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"VRI1016","ABIELAS",1.5,2.5,"C",5,1207,25,4,"M",55.2366557620798,-122.193892095544,"Y","S",NA,"3",4
"526","BWBSwk1","BWBSwk1/103",NA,"Sb",2,"inputed",NA,"VRI1013","PICEMAR",5.5,14.8999996185303,"B",3,974,6,90,"L",55.1094313983462,-121.082542626883,"Y","M",NA,"2",20.3999996185303
"529","ICHdw1","ICHdw1/104",NA,"Tw",3,"inputed",NA,"U812273","TAXUBRE",0,1.5,"B",2,740,14,205,"MD",49.9786166048589,-116.857013037784,"MS",NA,"ICH dw 1 /104","3",1.5
"540","CWHdm2","CWHdm2/112.1",NA,"Ss",3,"inputed",NA,"TZ044","PICESIT",5,3,"D",5,32,12,98,"TO",49.80016708,-123.72936248,"MS","6","CWH dm 2 /112.1","3",8
"541","CWHdm2","CWHdm2/112.1",NA,"Ss",3,"inputed",NA,"TZ044","PICESIT",5,3,"D",5,32,12,98,"TO",49.80016708,-123.72936248,"MS","6","CWH dm 2 /112.1","3",8
"542","CWHdm2","CWHdm2/112.1",NA,"Ss",3,"inputed",NA,"TZ044","PICESIT",5,3,"D",5,32,12,98,"TO",49.80016708,-123.72936248,"MS","6","CWH dm 2 /112.1","3",8
"543","CWHdm2","CWHdm2/112.1",NA,"Ss",3,"inputed",NA,"TZ044","PICESIT",5,3,"D",5,32,12,98,"TO",49.80016708,-123.72936248,"MS","6","CWH dm 2 /112.1","3",8
"552","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ028","TSUGMER",20,10,"C",3,98,20,240,"MD",49.80773162,-123.712471,"YC","5",NA,"2",30
"553","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ028","TSUGMER",20,10,"C",3,98,20,240,"MD",49.80773162,-123.712471,"YC","5",NA,"2",30
"554","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ028","TSUGMER",20,10,"C",3,98,20,240,"MD",49.80773162,-123.712471,"YC","5",NA,"2",30
"555","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ028","TSUGMER",20,10,"C",3,98,20,240,"MD",49.80773162,-123.712471,"YC","5",NA,"2",30
"556","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ028","TSUGMER",20,10,"C",3,98,20,240,"MD",49.80773162,-123.712471,"YC","5",NA,"2",30
"557","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ028","TSUGMER",20,10,"C",3,98,20,240,"MD",49.80773162,-123.712471,"YC","5",NA,"2",30
"558","CWHvm1","CWHvm1/112",NA,"Hm",3,"inputed",NA,"TZ027","TSUGMER",10,0,"D",5,82,5,270,"LV",49.81682968,-123.70729064,"MS","5",NA,"3",10
"559","CWHvm1","CWHvm1/112.1",NA,"Hm",2,"inputed",NA,"TZ027","TSUGMER",10,0,"D",5,82,5,270,"LV",49.81682968,-123.70729064,"MS","5",NA,"2",10
"560","CWHvm3","CWHvm3/112",NA,"Hm",3,"inputed",NA,"TZ027","TSUGMER",10,0,"D",5,82,5,270,"LV",49.81682968,-123.70729064,"MS","5",NA,"3",10
"561","CWHvm3","CWHvm3/112.1",NA,"Hm",2,"inputed",NA,"TZ027","TSUGMER",10,0,"D",5,82,5,270,"LV",49.81682968,-123.70729064,"MS","5",NA,"2",10
"562","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ026","TSUGMER",30,0,"D",4,104,20,240,"TO",49.82101821,-123.70516967,"YC","5",NA,"2",30
"563","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ026","TSUGMER",30,0,"D",4,104,20,240,"TO",49.82101821,-123.70516967,"YC","5",NA,"2",30
"564","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ023","TSUGMER",5,2,"D",3,176,65,110,"LW",49.84423065,-123.69670867,"MS","5",NA,"2",7
"565","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ023","TSUGMER",5,2,"D",3,176,65,110,"LW",49.84423065,-123.69670867,"MS","5",NA,"2",7
"566","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ022","TSUGMER",5,0,"D",3,305,65,170,"MD",49.84040069,-123.70397186,"YS","4",NA,"2",5
"567","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ022","TSUGMER",5,0,"D",3,305,65,170,"MD",49.84040069,-123.70397186,"YS","4",NA,"2",5
"568","CWHvm1","CWHvm1/103",NA,"Hm",2,"inputed",NA,"TZ021","TSUGMER",5,3,"B",1,363,30,145,"LW",49.83805847,-123.70944213,"YS","4",NA,"2",8
"569","CWHvm3","CWHvm3/103",NA,"Hm",2,"inputed",NA,"TZ021","TSUGMER",5,3,"B",1,363,30,145,"LW",49.83805847,-123.70944213,"YS","4",NA,"2",8
"570","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ020","TSUGMER",6,2,"C",3,449,55,75,"LW",49.84236145,-123.72157287,"YS","4",NA,"2",8
"571","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ020","TSUGMER",6,2,"C",3,449,55,75,"LW",49.84236145,-123.72157287,"YS","4",NA,"2",8
"572","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ020","TSUGMER",6,2,"C",3,449,55,75,"LW",49.84236145,-123.72157287,"YS","4",NA,"2",8
"573","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ020","TSUGMER",6,2,"C",3,449,55,75,"LW",49.84236145,-123.72157287,"YS","4",NA,"2",8
"574","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ020","TSUGMER",6,2,"C",3,449,55,75,"LW",49.84236145,-123.72157287,"YS","4",NA,"2",8
"575","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ020","TSUGMER",6,2,"C",3,449,55,75,"LW",49.84236145,-123.72157287,"YS","4",NA,"2",8
"590","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ019","TSUGMER",20,0.100000001490116,"C",3,480,60,85,"LW",49.83718872,-123.72081756,"YS","4",NA,"2",20.1000000014901
"591","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ019","TSUGMER",20,0.100000001490116,"C",3,480,60,85,"LW",49.83718872,-123.72081756,"YS","4",NA,"2",20.1000000014901
"592","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ019","TSUGMER",20,0.100000001490116,"C",3,480,60,85,"LW",49.83718872,-123.72081756,"YS","4",NA,"2",20.1000000014901
"593","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ019","TSUGMER",20,0.100000001490116,"C",3,480,60,85,"LW",49.83718872,-123.72081756,"YS","4",NA,"2",20.1000000014901
"594","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ019","TSUGMER",20,0.100000001490116,"C",3,480,60,85,"LW",49.83718872,-123.72081756,"YS","4",NA,"2",20.1000000014901
"595","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ019","TSUGMER",20,0.100000001490116,"C",3,480,60,85,"LW",49.83718872,-123.72081756,"YS","4",NA,"2",20.1000000014901
"596","CWHvm1","CWHvm1/105",NA,"Hm",2,"inputed",NA,"TZ018","TSUGMER",15,0,"D",2,356,17,310,"TO",49.8677286591713,-123.628930499367,"YS","4",NA,"2",15
"597","CWHvm3","CWHvm3/104",NA,"Hm",2,"inputed",NA,"TZ018","TSUGMER",15,0,"D",2,356,17,310,"TO",49.8677286591713,-123.628930499367,"YS","4",NA,"2",15
"598","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ017","TSUGMER",5.5,1,"D",4,396,20,305,"TO",49.8726840596872,-123.62402654409,"YS","4",NA,"2",6.5
"599","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ017","TSUGMER",5.5,1,"D",4,396,20,305,"TO",49.8726840596872,-123.62402654409,"YS","4",NA,"2",6.5
"604","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ014","TSUGMER",40,0,"D",4,360,37,120,"TO",49.8811706554578,-123.618067125337,"YC","6",NA,"2",40
"605","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ014","TSUGMER",40,0,"D",4,360,37,120,"TO",49.8811706554578,-123.618067125337,"YC","6",NA,"2",40
"606","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ014","TSUGMER",40,0,"D",4,360,37,120,"TO",49.8811706554578,-123.618067125337,"YC","6",NA,"2",40
"607","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ014","TSUGMER",40,0,"D",4,360,37,120,"TO",49.8811706554578,-123.618067125337,"YC","6",NA,"2",40
"608","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ014","TSUGMER",40,0,"D",4,360,37,120,"TO",49.8811706554578,-123.618067125337,"YC","6",NA,"2",40
"609","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ014","TSUGMER",40,0,"D",4,360,37,120,"TO",49.8811706554578,-123.618067125337,"YC","6",NA,"2",40
"610","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ013","TSUGMER",10,0,"C",3,328,20,200,"LW",49.8361422012577,-123.71255686095,"YS","3b",NA,"2",10
"611","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ013","TSUGMER",10,0,"C",3,328,20,200,"LW",49.8361422012577,-123.71255686095,"YS","3b",NA,"2",10
"612","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ013","TSUGMER",10,0,"C",3,328,20,200,"LW",49.8361422012577,-123.71255686095,"YS","3b",NA,"2",10
"613","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ013","TSUGMER",10,0,"C",3,328,20,200,"LW",49.8361422012577,-123.71255686095,"YS","3b",NA,"2",10
"614","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ013","TSUGMER",10,0,"C",3,328,20,200,"LW",49.8361422012577,-123.71255686095,"YS","3b",NA,"2",10
"615","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ013","TSUGMER",10,0,"C",3,328,20,200,"LW",49.8361422012577,-123.71255686095,"YS","3b",NA,"2",10
"622","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ008","TSUGMER",50,0,"D",4,427,57,250,"TO",49.8460379238887,-123.718085187676,"YS","4",NA,"2",50
"623","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ008","TSUGMER",50,0,"D",4,427,57,250,"TO",49.8460379238887,-123.718085187676,"YS","4",NA,"2",50
"634","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ007","TSUGMER",40,0,"C",3,430,15,110,"TO",49.8468033604501,-123.720836687672,"YS","4",NA,"2",40
"635","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ007","TSUGMER",40,0,"C",3,430,15,110,"TO",49.8468033604501,-123.720836687672,"YS","4",NA,"2",40
"636","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ007","TSUGMER",40,0,"C",3,430,15,110,"TO",49.8468033604501,-123.720836687672,"YS","4",NA,"2",40
"637","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ007","TSUGMER",40,0,"C",3,430,15,110,"TO",49.8468033604501,-123.720836687672,"YS","4",NA,"2",40
"638","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ007","TSUGMER",40,0,"C",3,430,15,110,"TO",49.8468033604501,-123.720836687672,"YS","4",NA,"2",40
"639","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ007","TSUGMER",40,0,"C",3,430,15,110,"TO",49.8468033604501,-123.720836687672,"YS","4",NA,"2",40
"640","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ006","TSUGMER",20,0,"D",4,474,20,250,"LV",49.8501704891575,-123.718869756749,"YS","4",NA,"2",20
"641","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ006","TSUGMER",20,0,"D",4,474,20,250,"LV",49.8501704891575,-123.718869756749,"YS","4",NA,"2",20
"642","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"TZ005","TSUGMER",30,0,"C",4,494,37,300,"LW",49.8546382845335,-123.717809186881,"YS","4",NA,"2",30
"643","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"TZ005","TSUGMER",30,0,"C",4,494,37,300,"LW",49.8546382845335,-123.717809186881,"YS","4",NA,"2",30
"644","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"TZ005","TSUGMER",30,0,"C",4,494,37,300,"LW",49.8546382845335,-123.717809186881,"YS","4",NA,"2",30
"645","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"TZ005","TSUGMER",30,0,"C",4,494,37,300,"LW",49.8546382845335,-123.717809186881,"YS","4",NA,"2",30
"646","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"TZ005","TSUGMER",30,0,"C",4,494,37,300,"LW",49.8546382845335,-123.717809186881,"YS","4",NA,"2",30
"647","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"TZ005","TSUGMER",30,0,"C",4,494,37,300,"LW",49.8546382845335,-123.717809186881,"YS","4",NA,"2",30
"648","CWHvm1","CWHvm1/110",NA,"Hm",2,"inputed",NA,"TZ003","TSUGMER",15,5,"D",4,455,42,310,"TO",49.8611279462233,-123.7141347627,"MS","4",NA,"2",20
"649","CWHvm3","CWHvm3/110",NA,"Hm",2,"inputed",NA,"TZ003","TSUGMER",15,5,"D",4,455,42,310,"TO",49.8611279462233,-123.7141347627,"MS","4",NA,"2",20
"652","CWHvh3","CWHvh3/114",NA,"Ba",2,"inputed",NA,"TTG080","ABIEAMA",0.25,5,"E",5,275,60,340,"LW",53.4963317606189,-128.929060513718,NA,"7",NA,"2",5.25
"653","CWHvh2","CWHvh2/105",NA,"Hm",2,"inputed",NA,"TTA034","TSUGMER",1,0,"D",5,400,60,90,NA,53.4324753902967,-129.504232458796,NA,"7",NA,"2",1
